OBJECTID,TREE_LEVEL,GEOL_CODE_INT,GEOL_CODE,PARENT_REF,GERMAN
588,2.0,15201104,Vlit501104,15201004.0,Wolfacher-Schotter und -Till
589,2.0,15201105,Vlit501105,15201004.0,Fornech-Schotter
591,2.0,15201106,Vlit501106,15201005.0,Forenirchel-Schotter
592,2.0,15201107,Vlit501107,15201005.0,Steig-Schotter
593,2.0,15201108,Vlit501108,15201005.0,Irchel-Schotterkomplex
594,3.0,15201109,Vlit501109,15201108.0,Obere Irchelschotter
596,3.0,15201111,Vlit501111,15201108.0,Irchel-Dolomitschotter
597,3.0,15201112,Vlit501112,15201108.0,Mittlere Irchelschotter
598,3.0,15201113,Vlit501113,15201108.0,Untere Irchelschotter
599,2.0,15201114,Vlit501114,15201005.0,Langacher-Schotter
600,2.0,15201115,Vlit501115,15201005.0,Dürn-Formation
601,2.0,15201116,Vlit501116,15201005.0,Degermoos-Schotter
602,2.0,15201117,Vlit501117,15201005.0,Ebnet-Schotter
603,2.0,15201118,Vlit501118,15201005.0,Wannen-Schotter
604,2.0,15201119,Vlit501119,15201005.0,Egghalden-Schotter
605,2.0,15201120,Vlit501120,15201005.0,Buechen-Formation
606,2.0,15201121,Vlit501121,15201005.0,Feusi-Schotter
607,2.0,15201122,Vlit501122,15201005.0,Lindenhau-Schotter
608,2.0,15201123,Vlit501123,15201005.0,Egg-Schotter
609,2.0,15201124,Vlit501124,15201333.0,Sundgau-Schotter
610,3.0,15201125,Vlit501125,15201124.0,Mischschotter
611,2.0,15201126,Vlit501126,15201333.0,Weisse Serie
437,4.0,15201129,Vlit501129,15201008.0,Zürich-Stein-Bremgarten-Stadien
438,5.0,15201130,Vlit501130,15201129.0,Untere Singen-Terrasse
439,4.0,15201131,Vlit501131,15201008.0,Schlieren-Diessenhofen-Stetten-Stadien
440,5.0,15201132,Vlit501132,15201131.0,Obere Singen-Terrasse
441,4.0,15201133,Vlit501133,15201008.0,Rheinau-Terrasse
442,4.0,15201134,Vlit501134,15201008.0,Nohl-Terrasse
443,5.0,15201135,Vlit501135,15201131.0,Altenburg-Fulach-Terrasse
444,4.0,15201136,Vlit501136,15201008.0,Aare-Schotter
445,4.0,15201137,Vlit501137,15201008.0,Schüss-Schotter
446,4.0,15201138,Vlit501138,15201008.0,Orvin-Schotter
447,4.0,15201139,Vlit501139,15201008.0,Seeablagerungen von Frinvillier und Rondchâtel
448,4.0,15201140,Vlit501140,15201008.0,Stauschotter von Diessbach
449,4.0,15201141,Vlit501141,15201008.0,Mély-Formation
451,4.0,15201142,Vlit501142,15201007.0,Kiessande von Madretsch
452,4.0,15201143,Vlit501143,15201007.0,Seeland-Schotter
453,4.0,15201144,Vlit501144,15201007.0,Emme-Schotter
454,4.0,15201145,Vlit501145,15201007.0,Gäu-Schotter
455,4.0,15201146,Vlit501146,15201007.0,Flumenthal-Lehm
456,4.0,15201147,Vlit501147,15201007.0,Killwangen-Schaffhausen-Mellingen-Stadium
457,5.0,15201148,Vlit501148,15201147.0,Munot-Terrasse
458,5.0,15201149,Vlit501149,15201147.0,Stokar-Terrasse
459,5.0,15201150,Vlit501150,15201147.0,Breite-Terrasse
460,5.0,15201151,Vlit501151,15201147.0,Maximalstand (Kilwangen-Schaffhausen-Stadium)
468,5.0,15201152,Vlit501152,15201013.0,Wehntal-Schotter
472,4.0,15201153,Vlit501153,15201009.0,Bick-Till
473,4.0,15201154,Vlit501154,15201009.0,Flüe-Till
474,4.0,15201155,Vlit501155,15201009.0,Wettingen-Schotter
502,2.0,15201156,Vlit501156,15201001.0,Bersturzmasse von Selzach
503,2.0,15201157,Vlit501157,15201001.0,Plateauschotter
504,2.0,15201158,Vlit501158,15201001.0,La-Côte-Schotter
514,2.0,15201159,Vlit501159,15201003.0,Enge-Schotter
515,2.0,15201160,Vlit501160,15201003.0,Attiswil-Schotter
516,3.0,15201161,Vlit501161,15201160.0,Lommiswil-Schotter
517,2.0,15201162,Vlit501162,15201003.0,Oensingen-Moos-Lehm
518,2.0,15201163,Vlit501163,15201003.0,Berken-Schotter
519,2.0,15201164,Vlit501164,15201003.0,Berken-Sand
520,2.0,15201165,Vlit501165,15201003.0,Schwarzhäusern-Lehm
521,2.0,15201166,Vlit501166,15201003.0,Käppelihof-Schotter
522,2.0,15201167,Vlit501167,15201003.0,Aarburg-Schotter
523,2.0,15201168,Vlit501168,15201003.0,Tuileries-Formation
524,2.0,15201169,Vlit501169,15201003.0,Grandson-Formation
525,2.0,15201170,Vlit501170,15201003.0,Poissine-Formation
527,3.0,15201171,Vlit501171,15201053.0,Surbtal-Lehm
528,3.0,15201172,Vlit501172,15201053.0,Surbtal-Till
529,3.0,15201173,Vlit501173,15201053.0,Surbtal-Schotter
530,3.0,15201174,Vlit501174,15201053.0,Fislisbach-Schotter
544,5.0,15201175,Vlit501175,15201066.0,Reusstal-Sand
545,5.0,15201176,Vlit501176,15201066.0,Reusstal-Lehm
548,5.0,15201177,Vlit501177,15201068.0,Hausen-Lehm
549,5.0,15201178,Vlit501178,15201068.0,Hausen-Moräne
554,3.0,15201179,Vlit501179,15201072.0,Ruckfeld-Schotter
571,5.0,15201180,Vlit501180,15201087.0,Endingen-Schotter
427,2.0,15201181,Vlit501181,15201319.0,Rhein- und Aareschotter
428,1.0,15201182,Vlit501182,0.0,Juraschotter
429,1.0,15201183,Vlit501183,0.0,Alte Doubsschotter
430,2.0,15201184,Vlit501184,15201319.0,Wutach-Schotter
431,1.0,15201185,Vlit501185,0.0,Merenbach-Schotter
432,1.0,15201186,Vlit501186,0.0,Malmkalk-Schotter der Randen-Täler
436,4.0,15201187,Vlit501187,15201008.0,Solothurn-Stadium
1326,1.0,15201188,Vlit501188,0.0,Münsingen-Schotterkomplex
1327,2.0,15201189,Vlit501189,15201002.0,Alterswil-Schotter
1328,2.0,15201190,Vlit501190,15201002.0,Karlsruhe-Schotter
1329,2.0,15201191,Vlit501191,15201002.0,Chisetal-Schotter
1330,2.0,15201192,Vlit501192,15201002.0,Grauholz-Schotter
1331,2.0,15201193,Vlit501193,15201002.0,Trachslau-Schotter
1332,2.0,15201194,Vlit501194,15201002.0,Bennau-Schotter
1333,2.0,15201195,Vlit501195,15201002.0,Hütten-Schotter
1334,2.0,15201196,Vlit501196,15201002.0,Schnabelsberg-Stauchotter
1335,2.0,15201197,Vlit501197,15201002.0,Einsiedeln-Lehm
1336,2.0,15201198,Vlit501198,15201249.0,Willisau-Schotter
1337,2.0,15201199,Vlit501199,15201002.0,Wolhusen-Schotter
1338,2.0,15201200,Vlit501200,15201002.0,Wiggen-Schotter
1339,2.0,15201201,Vlit501201,15201002.0,Menzingen-Schotter
1340,3.0,15201202,Vlit501202,15201006.0,La-Tuffière-Schotter
1341,4.0,15201203,Vlit501203,15201008.0,Gontenschwil-Lehm
1342,4.0,15201204,Vlit501204,15201008.0,Mooslerau-Lehm
1343,4.0,15201205,Vlit501205,15201008.0,Triengen-Schotter
1344,4.0,15201206,Vlit501206,15201008.0,Triengen-Lehm
1345,4.0,15201207,Vlit501207,15201008.0,Sihl-Schotter
1346,4.0,15201208,Vlit501208,15201008.0,Haselbach-Schotter
1347,4.0,15201209,Vlit501209,15201008.0,Jonen-Schotter
1348,4.0,15201210,Vlit501210,15201008.0,Aabach-Schotter
1349,4.0,15201211,Vlit501211,15201008.0,Starrberg-Schotter
1350,4.0,15201212,Vlit501212,15201008.0,Port-Stauschotter
1351,4.0,15201213,Vlit501213,15201008.0,Rempen-Stauschotter
1352,4.0,15201214,Vlit501214,15201009.0,Dagmersellen-Vorstoss
1353,5.0,15201215,Vlit501215,15201214.0,Oftringen-Schotter
1354,2.0,15201216,Vlit501216,15201003.0,Zelg-Schotter
1355,2.0,15201217,Vlit501217,15201003.0,Forst-Schotter
1356,2.0,15201218,Vlit501218,15201003.0,Raintal-Deltaschotter
1357,2.0,15201219,Vlit501219,15201003.0,Kleinhöchstetten-Kies-Sand-Komplex
1358,2.0,15201220,Vlit501220,15201003.0,Krauchthal-Schotter
1359,2.0,15201221,Vlit501221,15201003.0,Brandflue-Schotter
1360,2.0,15201222,Vlit501222,15201003.0,Küsnacht-Schotter
1361,2.0,15201223,Vlit501223,15201003.0,Chatzenstrick-Schotter
1362,2.0,15201224,Vlit501224,15201003.0,Rabennest-Schotter
1363,2.0,15201225,Vlit501225,15201003.0,Ratengütsch-Schotter
1364,2.0,15201226,Vlit501226,15201003.0,Scherenspitz-Schotter
1365,2.0,15201227,Vlit501227,15201003.0,Walsenhaus-Schotter
1366,2.0,15201228,Vlit501228,15201003.0,Richterswil-Seeton
1367,2.0,15201229,Vlit501229,15201003.0,Schwanden-Schotter
1368,2.0,15201230,Vlit501230,15201003.0,Reidbach-Schotter
1369,2.0,15201231,Vlit501231,15201249.0,Zell-Schotterkomplex
1370,2.0,15201232,Vlit501232,15201003.0,Gubel-Schotter
1371,2.0,15201233,Vlit501233,15201003.0,Chälen-Schotter
1372,2.0,15201234,Vlit501234,15201003.0,Chälen-Till
1373,2.0,15201235,Vlit501235,15201003.0,Sihlsprung-Schotter
1374,2.0,15201236,Vlit501236,15201003.0,Kollbrunn-Schotter
1375,2.0,15201237,Vlit501237,15201003.0,Walenberg-Schotter
1376,2.0,15201238,Vlit501238,15201003.0,Ritteren-Schotterkomplex
1377,3.0,15201239,Vlit501239,15201053.0,Vorholz-Schotter
1378,3.0,15201240,Vlit501240,15201053.0,Gutsch-Schotter
1379,3.0,15201241,Vlit501241,15201053.0,Junkerenwald-Schotter
1380,3.0,15201242,Vlit501242,15201053.0,Chräjeloch-Schotter
1381,3.0,15201243,Vlit501243,15201053.0,Butteberg-Schotter
1382,3.0,15201244,Vlit501244,15201053.0,Höchi-Schotter
1383,3.0,15201245,Vlit501245,15201082.0,Heitere-Schotter
1384,3.0,15201246,Vlit501246,15201082.0,Holziken-Schotter
1385,3.0,15201247,Vlit501247,15201082.0,Ruedertal-Schotter
1386,3.0,15201248,Vlit501248,15201082.0,Bänkel-Schotter
1387,1.0,15201249,Vlit501249,0.0,"Quartär, undifferenziert"
1388,1.0,15201250,Vlit501250,0.0,"Deckenschotter, undifferenziert"
1389,2.0,15201251,Vlit501251,15201250.0,Girenbad-Schotter
1390,2.0,15201252,Vlit501252,15201004.0,Sagenbach-Schotter
1391,2.0,15201253,Vlit501253,15201004.0,Schrotzburg-Schotter
1392,2.0,15201254,Vlit501254,15201004.0,Schrotzburg-Till
1393,2.0,15201255,Vlit501255,15201004.0,Bohlingen-Schotter
1394,2.0,15201256,Vlit501256,15201004.0,Bannholz-Schotter
1395,2.0,15201257,Vlit501257,15201004.0,Hungerbol-Schotter
1397,2.0,15201258,Vlit501258,15201005.0,Chilchstapfen-Schotter
3582,2.0,15201259,Vlit501259,15201333.0,Ofenloch-Karstfüllung
3583,4.0,15201260,Vlit501260,15201008.0,Wurmsbach-Deltaablagerungen
3584,4.0,15201261,Vlit501261,15201008.0,Oeschinensee-Bergsturzablagerungen
3585,4.0,15201262,Vlit501262,15201008.0,Fisistock-Bergsturzablagerungen
3586,4.0,15201263,Vlit501263,15201008.0,Bire-Bergsturzablagerungen
3587,4.0,15201264,Vlit501264,15201008.0,Hasle-Schotter
3588,4.0,15201265,Vlit501265,15201008.0,Fankhusgrabe-Schotter
3589,2.0,15201266,Vlit501266,15201001.0,Rossgaden-Schotter
3590,3.0,15201267,Vlit501267,15201050.0,Grundtal-Schotter
3591,3.0,15201268,Vlit501268,15201050.0,Murg-Schieferkohle
3592,2.0,15201269,Vlit501269,15201003.0,Oberricken-Schotter
3593,2.0,15201270,Vlit501270,15201003.0,Haslentobel-Schotter
3594,2.0,15201271,Vlit501271,15201003.0,Aatal-Seebodenlehm
3595,2.0,15201272,Vlit501272,15201003.0,Eschenbach-Formation
3596,2.0,15201273,Vlit501273,15201003.0,Oberkirch-Seebodenlehm
3597,2.0,15201274,Vlit501274,15201003.0,Günterstall-Schotter
3598,2.0,15201275,Vlit501275,15201003.0,Gublen-Schotter
3599,2.0,15201276,Vlit501276,15201003.0,Unter-Buechwald-Schotter
3600,2.0,15201277,Vlit501277,15201003.0,Regelstein-Till
3601,2.0,15201278,Vlit501278,15201003.0,Halden-Seeablagerungen
3602,2.0,15201279,Vlit501279,15201003.0,Schafbüel-Formation
3603,2.0,15201280,Vlit501280,15201003.0,Unteres-Huttenbüel-Schotter
3604,2.0,15201281,Vlit501281,15201003.0,Winden-Schieferkohle
3605,2.0,15201282,Vlit501282,15201003.0,Tiefenwinkel-Seebodensedimente
3606,2.0,15201283,Vlit501283,15201003.0,Uznach-Schieferkohle
3607,2.0,15201284,Vlit501284,15201003.0,Embrach-Seeablagerungen
3881,2.0,15201286,Vlit501286,15201311.0,Bergsturzablagerungen von Sierre
3882,2.0,15201287,Vlit501287,15201311.0,Bergsturzablagerungen von Chiètres
3883,2.0,15201288,Vlit501288,15201311.0,Bergsturzablagerungen von Chessel-Noville
3884,2.0,15201289,Vlit501289,15201311.0,Bergsturzablagerungen von Novalles-Vugelles
3885,2.0,15201290,Vlit501290,15201311.0,Bergsturzablagerungen von Gwelber-Laui-Weid
3886,2.0,15201291,Vlit501291,15201311.0,Bergsturzablagerungen von Castasegna
3887,2.0,15201292,Vlit501292,15201311.0,Bergsturzablagerungen von Sogno
3888,2.0,15201293,Vlit501293,15201311.0,Bergsturzablagerungen von Prapan
3889,2.0,15201294,Vlit501294,15201311.0,Bergsturzablagerungen von Schaingels
3890,2.0,15201295,Vlit501295,15201311.0,Bergsturzablagerungen von Mutta
3891,2.0,15201296,Vlit501296,15201311.0,Bergsturzablagerungen von Brienz
3892,2.0,15201297,Vlit501297,15201311.0,Bergsturzablagerungen von Flims
3893,2.0,15201298,Vlit501298,15201311.0,Bergsturzablagerungen von Brüsis
3894,2.0,15201299,Vlit501299,15201311.0,Bergsturzablagerungen vom Chapf
3895,2.0,15201300,Vlit501300,15201311.0,Bergsturzablagerungen von Derborence
3896,2.0,15201301,Vlit501301,15201311.0,Bergsturzablagerungen vom Drussetschawald
3897,2.0,15201302,Vlit501302,15201311.0,Bergsturzablagerungen vom Delenwald
3898,2.0,15201303,Vlit501303,15201311.0,Bergsturzablagerungen von Elm
3899,2.0,15201304,Vlit501304,15201311.0,Bergsturzablagerungen von Goldau
3900,2.0,15201305,Vlit501305,15201311.0,Bergsturzablagerungen von Iragell
3901,2.0,15201306,Vlit501306,15201311.0,Bergsturzablagerungen vom Kernwald
3902,2.0,15201307,Vlit501307,15201311.0,Bergsturzablagerungen von Triesenberg
3903,2.0,15201308,Vlit501308,15201311.0,Bonaduz-Formation
3904,3.0,15201309,Vlit501309,15201124.0,Bonfol-Ton
3905,2.0,15201310,Vlit501310,15201311.0,Bergsturzablagerungen von Tamins
3906,1.0,15201311,Vlit501311,0.0,Informell benannte Bergsturzablagerungen
3907,1.0,15201312,Vlit501312,0.0,Informell benannte künstliche Ablagerungen
3908,2.0,15201313,Vlit501313,15201312.0,Künstliche Ablagerungen des Bahnhofs Brig
3909,2.0,15201314,Vlit501314,15201312.0,Künstliche Ablagerungen Golar
3910,2.0,15201315,Vlit501315,15201312.0,Künstliche Ablagerungen der Gamsenried-Deponie
3911,2.0,15201316,Vlit501316,15201312.0,Künstliche Ablagerungen des Riedertals
3912,1.0,15201317,Vlit501317,0.0,Informell benannte Sackungsmassen
3913,2.0,15201318,Vlit501318,15201317.0,Sackungsmasse des Heinzenbergs
3914,1.0,15201319,Vlit501319,0.0,Informell benannte fluviatile Schotter
3915,2.0,15201320,Vlit501320,15201319.0,Schotter und Sand der Rhône
3916,2.0,15201321,Vlit501321,15201319.0,Schotter und Sand der Vispa
3917,1.0,15201322,Vlit501322,0.0,Informell benannter Bachschutt
3918,2.0,15201323,Vlit501323,15201322.0,Bachschutt des Baltschiederbachs
3919,2.0,15201324,Vlit501324,15201322.0,Bachschutt des Bietschbachs
3920,2.0,15201325,Vlit501325,15201322.0,Bachschutt des Chelchbachs
3921,2.0,15201326,Vlit501326,15201322.0,Bachschutt der Gamsa
3922,2.0,15201327,Vlit501327,15201322.0,Bachschutt des Jolibachs
3923,2.0,15201328,Vlit501328,15201322.0,Bachschutt der Lonza
3924,2.0,15201329,Vlit501329,15201322.0,Bachschutt der Saltina
3925,2.0,15201330,Vlit501330,15201322.0,Bachschutt der Vispa
3926,2.0,15201331,Vlit501331,15201322.0,Bachschutt der Gürbe
3927,2.0,15201332,Vlit501332,15201322.0,Bachschutt des Lombachs
3928,1.0,15201333,Vlit501333,0.0,Pliozäne Ablagerungen
3929,4.0,15201334,Vlit501334,15201008.0,Stockesee-Sediment
3930,4.0,15201335,Vlit501335,15201008.0,Strätligen-Till
3931,4.0,15201336,Vlit501336,15201008.0,Bärenholz-Till
3932,4.0,15201337,Vlit501337,15201008.0,Wässerifluh-Formation
3933,3.0,15201338,Vlit501338,15201006.0,Schlyffi-Till
3934,3.0,15201339,Vlit501339,15201006.0,Brüggstutz-Schotter
3935,4.0,15201340,Vlit501340,15201007.0,Guntelsei-Till
3936,3.0,15201341,Vlit501341,15201006.0,Guntelsei-Schotter
3937,2.0,15201342,Vlit501342,15201003.0,Steghalden-Schotter
3938,2.0,15201343,Vlit501343,15201003.0,Glütschtal-Formation
3939,2.0,15201344,Vlit501344,15201003.0,Hahni-Schotter
4523,1.0,15201444,Vlit501444,0.0,"Löss, undifferenziert"
4521,1.0,15201458,Vlit501458,0.0,Ceppo
4522,2.0,15201459,Vlit501459,15201458.0,Novazzano-Sand
4569,6.0,15201460,Vlit501460,15201311.0,Bergsturzablagerungen vom Stützwald
4876,3.0,15201462,Vlit501462,15201423.0,Birkenhof-Formation
4877,4.0,15201463,Vlit501463,15201462.0,Zeiningen-Till
4878,2.0,15201464,Vlit501464,15201001.0,Höhenschotter
4879,3.0,15201465,Vlit501465,15201464.0,Böschmatt-Schotter
4880,3.0,15201466,Vlit501466,15201464.0,Bramegg-Schotter
4881,3.0,15201467,Vlit501467,15201464.0,Kaltenegg-Schotter
4882,3.0,15201468,Vlit501468,15201464.0,Steinhuserberg-Schotter
4883,4.0,15201469,Vlit501469,15201008.0,Büelm-Schotter
4884,5.0,15201470,Vlit501470,15201322.0,Büel-Schotter
4885,5.0,15201471,Vlit501471,15201429.0,Bünten-Schotter
4886,5.0,15201472,Vlit501472,15201322.0,Durnagel-Schotter
4887,5.0,15201473,Vlit501473,15201249.0,Dürrenroth-Schotter
4888,3.0,15201474,Vlit501474,15201006.0,Egghüsli-Schotter
4889,3.0,15201475,Vlit501475,15201006.0,Emmental-Schotter
4890,5.0,15201476,Vlit501476,15201410.0,Ergolztal-Schotter
4891,2.0,15201477,Vlit501477,15201001.0,Gammenthal-Schotter
4892,6.0,15201478,Vlit501478,15201231.0,Gondiswil-Formation
4893,3.0,15201479,Vlit501479,15201006.0,Hasewald-Schotter
4894,3.0,15201480,Vlit501480,15201006.0,Hirzmatt-Schotter
4895,3.0,15201481,Vlit501481,15201006.0,Mettlen-Schotter
4896,3.0,15201482,Vlit501482,15201423.0,Möhlinerfeld-Schotter
4897,5.0,15201483,Vlit501483,15201249.0,Muttenfeld-Schotter
4898,3.0,15201484,Vlit501484,15201406.0,Nidfurn-Schotter
4899,2.0,15201485,Vlit501485,15201001.0,Oberhöhe-Grundmoräne
4900,3.0,15201486,Vlit501486,15201006.0,Obermoos-Schotter
4913,3.0,15201487,Vlit501487,15201423.0,Öflingen-Schotter
4919,4.0,15201488,Vlit501488,15201008.0,Rottal-Schotter
4925,5.0,15201489,Vlit501489,15201249.0,Rüdelwald-Schotter
4851,6.0,15201490,Vlit501490,15201231.0,Rufswil-Schotter
4853,3.0,15201491,Vlit501491,15201006.0,Rütimatt-Schotter
4906,2.0,15201492,Vlit501492,15201001.0,Schwanderholzwald-Schotter
4907,3.0,15201493,Vlit501493,15201006.0,Schwande-Seebodensedimente
4908,5.0,15201494,Vlit501494,15201249.0,Soppensee-Seebodensedimente
4909,3.0,15201495,Vlit501495,15201006.0,Speicherboden-Lokalmoräne
4910,6.0,15201496,Vlit501496,15201450.0,terrasse lémanique de 10 m
4911,6.0,15201497,Vlit501497,15201450.0,terrasse lémanique de 3 m
4912,6.0,15201498,Vlit501498,15201231.0,Untere Zeller Schotter
4846,5.0,15201499,Vlit501499,15201249.0,Untergrabehüsli-Schotter
4914,4.0,15201500,Vlit501500,15201008.0,Untertreie-Schotter
4915,3.0,15201501,Vlit501501,15201423.0,Wallbach-Schotter
4916,3.0,15201502,Vlit501502,15201006.0,Werthenstein-Schotter
4917,3.0,15201503,Vlit501503,15201423.0,Willburg-Formation
4918,2.0,15201504,Vlit501504,15201001.0,Wilzigen-Seebodensedimente
4850,2.0,15201505,Vlit501505,15201002.0,Reuss-Schotterkomplex
4920,2.0,15201506,Vlit501506,15201002.0,Hagnau-Niveau
4921,2.0,15201507,Vlit501507,15201002.0,Reusstal-Seebodensediment
4922,2.0,15201508,Vlit501508,15201002.0,Wyna-Schotter
4923,2.0,15201509,Vlit501509,15201002.0,Rickenbach-Schotter
4924,2.0,15201510,Vlit501510,15201002.0,Ermensee-Schotter
4854,2.0,15201511,Vlit501511,15201002.0,Mooretal-Schotter
4926,2.0,15201512,Vlit501512,15201003.0,Ämmet-Schotter
4927,2.0,15201513,Vlit501513,15201003.0,Homberg-Till
4928,2.0,15201514,Vlit501514,15201003.0,Lindenberg-Till
4929,5.0,15201515,Vlit501515,15201005.0,Heubeerihübel-Schotter
4930,3.0,15201516,Vlit501516,15201053.0,Ritzhans-Schotter
4931,3.0,15201517,Vlit501517,15201053.0,Unterdorf-Schotter
4932,3.0,15201518,Vlit501518,15201053.0,Schönegg-Formation
4933,3.0,15201519,Vlit501519,15201082.0,Säckingen-Schotter
4934,3.0,15201520,Vlit501520,15201082.0,Bruderhäusle-Schotter
4935,3.0,15201521,Vlit501521,15201082.0,Mumpf-Schotter
4936,3.0,15201522,Vlit501522,15201082.0,Riedmatt-Schotter
4937,3.0,15201523,Vlit501523,15201082.0,Beuggen-Schotter
4938,3.0,15201524,Vlit501524,15201082.0,Feldhof-Schotter
4939,5.0,15201525,Vlit501525,15201333.0,Spärgacher-Schotter
5184,2.0,15201526,Vlit501526,15201249.0,Wagenmoos-Till
5185,2.0,15201527,Vlit501527,15201002.0,Niderstalden-Schotter
5186,2.0,15201528,Vlit501528,15201002.0,Zulgtal-Schotter
5187,2.0,15201529,Vlit501529,15201002.0,Spiez-Schotter
5188,2.0,15201530,Vlit501530,15201003.0,Hahni-Till
5490,2.0,15201531,Vlit501531,15201311.0,Bergsturzablagerung von Ralligen (im Thunersee)
7122,1.0,15201532,Vlit501532,0.0,Bergsturzablagerung von Bargis
7123,1.0,15201533,Vlit501533,0.0,Bergsturzablagerung von Fidaz
7119,2.0,15201534,Vlit501534,15201002.0,"Niederterrassenschotter, tiefere Niveaus"
7125,2.0,15201535,Vlit501535,15201002.0,"Niederterrassenschotter, zweitoberste Terrasse"
6763,2.0,15201536,Vlit501536,15201002.0,"Niederterrassenschotter, oberste Terrasse"
6764,2.0,15201537,Vlit501537,15201004.0,"Tiefere Deckenschotter, unteres Niveau"
6765,2.0,15201538,Vlit501538,15201004.0,"Tiefere Deckenschotter, oberes Niveau"
6766,1.0,15201539,Vlit501539,0.0,Kunkels-Formation
6767,1.0,15201540,Vlit501540,0.0,Alluvion von Ransun
6768,4.0,15201541,Vlit501541,15201007.0,Rüdlingen-Till
6769,4.0,15201542,Vlit501542,15201007.0,Niklaushalden-Formation
7124,4.0,15201543,Vlit501543,15201007.0,Stadel-Till
7104,4.0,15201544,Vlit501544,15201007.0,Volken-Lehm
7106,4.0,15201545,Vlit501545,15201007.0,Rheinau-Till
7107,4.0,15201546,Vlit501546,15201007.0,Ellikerholz-Formation
7108,4.0,15201547,Vlit501547,15201007.0,Eggholz-Formation
7109,4.0,15201548,Vlit501548,15201007.0,Bannhalden-Schotter
7105,5.0,15201549,Vlit501549,15201060.0,Weiach-Schotter
7111,5.0,15201550,Vlit501550,15201060.0,Balm-Schotter
7112,4.0,15201551,Vlit501551,15201064.0,Windlach-Till
7113,4.0,15201552,Vlit501552,15201064.0,Südranden-Till
7114,4.0,15201553,Vlit501553,15201064.0,Schlossbuck-Schotter
7116,4.0,15201554,Vlit501554,15201064.0,Risibüel-Schotter
7118,4.0,15201555,Vlit501555,15201064.0,"Schmerlet- und Toktri-Formation, undifferenziert"
7087,4.0,15201556,Vlit501556,15201074.0,Saxegrabe-Schotter
7088,4.0,15201557,Vlit501557,15201074.0,Zweidlen-Schotter
7089,4.0,15201558,Vlit501558,15201074.0,Burgacher-Schotter
7090,4.0,15201559,Vlit501559,15201074.0,Chatzenstig-Schotter
7091,3.0,15201560,Vlit501560,15201082.0,Wasterkingen-Schotter
7095,3.0,15201561,Vlit501561,15201082.0,Paradiesgärtli-Schotter
7093,3.0,15201562,Vlit501562,15201082.0,Tubeschwanz-Schotter
7094,3.0,15201563,Vlit501563,15201082.0,Weisweil-Schotter
7120,3.0,15201564,Vlit501564,15201108.0,Hasli-Formation
7096,4.0,15201565,Vlit501565,15201064.0,Stetten-Schotter
7436,3.0,15201566,Vlit501566,15201007.0,Plaffeien-Seetone
7438,4.0,15201567,Vlit501567,15201008.0,Plasselb-Stauschotter
8114,,15201568,Vlit501568,15201400.0,Uetliberg-Lehm
8115,,15201569,Vlit501569,15201400.0,Schotter der Thur
8116,2.0,15201570,Vlit501570,15201249.0,Schwarzwald-Schotter
8117,3.0,15201571,Vlit501571,15201534.0,Neuenburg-Formation
8118,4.0,15201572,Vlit501572,15201571.0,Hartheim-Member
8119,4.0,15201573,Vlit501573,15201571.0,Nambsheim-Member
8120,1.0,15201574,Vlit501574,0.0,Breisgau-Formation
8121,2.0,15201575,Vlit501575,15201574.0,Balgau-Member
8122,2.0,15201576,Vlit501576,15201574.0,Weinstetten-Member
8123,1.0,15201577,Vlit501577,0.0,Iffezheim-Formation
8124,1.0,15201578,Vlit501578,0.0,Mannheim-Formation
8125,3.0,15201579,Vlit501579,15201534.0,Etzgen-Formation
8126,4.0,15201580,Vlit501580,15201008.0,Niederuster-Schotter
8127,4.0,15201581,Vlit501581,15201008.0,Pfungen-Formation
8128,4.0,15201582,Vlit501582,15201008.0,Dättlikon-Stadium
8129,4.0,15201583,Vlit501583,15201008.0,Dübendorf-Stadium
8130,4.0,15201584,Vlit501584,15201008.0,Gfenn-Stadium
8131,4.0,15201585,Vlit501585,15201008.0,Regensdorf-Stadium
8132,4.0,15201586,Vlit501586,15201008.0,Seeb-Stadium
8133,4.0,15201587,Vlit501587,15201008.0,Würenlos-Stadium
8134,5.0,15201588,Vlit501588,15201587.0,Würenlos-Stand-I
8135,5.0,15201589,Vlit501589,15201587.0,Würenlos-Stand-II
8136,4.0,15201590,Vlit501590,15201008.0,Bülach-Stadium
8137,5.0,15201591,Vlit501591,15201590.0,Bülach-Stand-I
8138,5.0,15201592,Vlit501592,15201590.0,Bülach-Stand-II
8169,4.0,15201593,Vlit501593,15201008.0,Stein-am-Rhein-Stadium
8175,5.0,15201594,Vlit501594,15201593.0,Stein-am-Rhein-Stand-I
8141,5.0,15201595,Vlit501595,15201593.0,Stein-am-Rhein-Stand-II
8142,5.0,15201596,Vlit501596,15201593.0,Stein-am-Rhein-Stand-III
8143,4.0,15201597,Vlit501597,15201008.0,Zürich-Stadium
8199,5.0,15201598,Vlit501598,15201597.0,Zürich-Stand-I
8145,5.0,15201599,Vlit501599,15201597.0,Zürich-Stand-II
8211,4.0,15201600,Vlit501600,15201008.0,Bremgarten-Stadium
8147,5.0,15201601,Vlit501601,15201600.0,Bremgarten-I
8148,5.0,15201602,Vlit501602,15201600.0,Bremgarten-II
8229,4.0,15201603,Vlit501603,15201008.0,Singen-Stadium
