OBJECTID,GEOL_CODE_INT,GEOL_CODE,GERMAN,TREE_LEVEL,PARENT_REF
1842,15201518,Vlit501518,Schönegg-Formation,3.0,15201053.0
1843,15201519,Vlit501519,Säckingen-Schotter,3.0,15201082.0
1844,15201520,Vlit501520,Bruderhäusle-Schotter,3.0,15201082.0
1845,15201521,Vlit501521,Mumpf-Schotter,3.0,15201082.0
1846,15201522,Vlit501522,Riedmatt-Schotter,3.0,15201082.0
1847,15201523,Vlit501523,Beuggen-Schotter,3.0,15201082.0
1848,15201524,Vlit501524,Feldhof-Schotter,3.0,15201082.0
1849,15201525,Vlit501525,Spärgacher-Schotter,5.0,15201333.0
196,15201198,Vlit501198,Willisau-Schotter,2.0,15201249.0
229,15201231,Vlit501231,Zell-Schotterkomplex,2.0,15201249.0
247,15201249,Vlit501249,"Quartär, undifferenziert",1.0,0.0
248,15201250,Vlit501250,"Deckenschotter, undifferenziert",1.0,0.0
1194,15201334,Vlit501334,Stockesee-Sediment,4.0,15201008.0
165,15201106,Vlit501106,Forenirchel-Schotter,2.0,15201005.0
2106,15201526,Vlit501526,Wagenmoos-Till,2.0,15201249.0
2107,15201527,Vlit501527,Niderstalden-Schotter,2.0,15201002.0
2108,15201528,Vlit501528,Zulgtal-Schotter,2.0,15201002.0
2109,15201529,Vlit501529,Spiez-Schotter,2.0,15201002.0
2110,15201530,Vlit501530,Hahni-Till,2.0,15201003.0
1805,15201476,Vlit501476,Ergolztal-Schotter,5.0,15201410.0
1811,15201482,Vlit501482,Möhlinerfeld-Schotter,3.0,15201423.0
1813,15201484,Vlit501484,Nidfurn-Schotter,3.0,15201406.0
1823,15201487,Vlit501487,Öflingen-Schotter,3.0,15201423.0
1791,15201462,Vlit501462,Birkenhof-Formation,3.0,15201423.0
1820,15201496,Vlit501496,terrasse lémanique de 10 m,6.0,15201450.0
1821,15201497,Vlit501497,terrasse lémanique de 3 m,6.0,15201450.0
80,15201050,Vlit501050,Gondiswil-Interglazial (Letztes Interglazial),2.0,15201003.0
1827,15201503,Vlit501503,Willburg-Formation,3.0,15201423.0
1825,15201501,Vlit501501,Wallbach-Schotter,3.0,15201423.0
1800,15201471,Vlit501471,Bünten-Schotter,5.0,15201429.0
3386,15201707,Vlit501707,Humbel-Schotter,2.0,15201005.0
3387,15201623,Vlit501623,"Hochterrasse, unteres Niveau",2.0,15201003.0
3388,15201712,Vlit501712,Birlibänz-Schotter,2.0,15201005.0
3389,15201714,Vlit501714,Wentzwiller-Schotter,2.0,15201005.0
3390,15201629,Vlit501629,Zurzach-Formation,2.0,15201003.0
3391,15201715,Vlit501715,Bellevue-Schotter,2.0,15201005.0
3392,15201713,Vlit501713,Schönenbuch-Schotter,2.0,15201005.0
3393,15201653,Vlit501653,Lei-Schotter,5.0,15201645.0
3394,15201683,Vlit501683,Tannboden-Schotter,2.0,15201004.0
3395,15201665,Vlit501665,Schlüsselgraben-Schotter,4.0,15201074.0
3396,15201568,Vlit501568,Uetliberg-Lehm,,15201400.0
3397,15201569,Vlit501569,Schotter der Thur,,15201400.0
3398,15201570,Vlit501570,Schwarzwald-Schotter,2.0,15201249.0
3399,15201571,Vlit501571,Neuenburg-Formation,3.0,15201534.0
3400,15201572,Vlit501572,Hartheim-Member,4.0,15201571.0
3401,15201573,Vlit501573,Nambsheim-Member,4.0,15201571.0
3402,15201574,Vlit501574,Breisgau-Formation,1.0,0.0
3403,15201575,Vlit501575,Balgau-Member,2.0,15201574.0
3404,15201576,Vlit501576,Weinstetten-Member,2.0,15201574.0
3405,15201577,Vlit501577,Iffezheim-Formation,1.0,0.0
3406,15201578,Vlit501578,Mannheim-Formation,1.0,0.0
3407,15201579,Vlit501579,Etzgen-Formation,3.0,15201534.0
3408,15201580,Vlit501580,Niederuster-Schotter,4.0,15201008.0
3409,15201581,Vlit501581,Pfungen-Formation,4.0,15201008.0
3410,15201582,Vlit501582,Dättlikon-Stadium,4.0,15201008.0
3411,15201583,Vlit501583,Dübendorf-Stadium,4.0,15201008.0
3412,15201584,Vlit501584,Gfenn-Stadium,4.0,15201008.0
3413,15201585,Vlit501585,Regensdorf-Stadium,4.0,15201008.0
3414,15201586,Vlit501586,Seeb-Stadium,4.0,15201008.0
3415,15201587,Vlit501587,Würenlos-Stadium,4.0,15201008.0
3416,15201588,Vlit501588,Würenlos-Stand-I,5.0,15201587.0
3417,15201589,Vlit501589,Würenlos-Stand-II,5.0,15201587.0
3418,15201590,Vlit501590,Bülach-Stadium,4.0,15201008.0
3419,15201591,Vlit501591,Bülach-Stand-I,5.0,15201590.0
3420,15201592,Vlit501592,Bülach-Stand-II,5.0,15201590.0
3421,15201595,Vlit501595,Stein-am-Rhein-Stand-II,5.0,15201593.0
3422,15201596,Vlit501596,Stein-am-Rhein-Stand-III,5.0,15201593.0
3423,15201597,Vlit501597,Zürich-Stadium,4.0,15201008.0
3424,15201599,Vlit501599,Zürich-Stand-II,5.0,15201597.0
3425,15201601,Vlit501601,Bremgarten-I,5.0,15201600.0
3426,15201602,Vlit501602,Bremgarten-II,5.0,15201600.0
3427,15201604,Vlit501604,Feuerthalen-Stadium,4.0,15201008.0
3428,15201605,Vlit501605,Feuerthalen-Stand-I,5.0,15201604.0
3429,15201609,Vlit501609,Hittnau-Seeablagerung,5.0,15201607.0
3430,15201610,Vlit501610,Russikon-Seeablagerung,5.0,15201607.0
3431,15201611,Vlit501611,Stetten-Stadium,4.0,15201008.0
3432,15201612,Vlit501612,Stetten-Stand-I,5.0,15201611.0
3433,15201613,Vlit501613,Stetten-Stand-II,5.0,15201611.0
3434,15201614,Vlit501614,Diessenhofen-Stadium,4.0,15201008.0
3435,15201615,Vlit501615,Mellingen-Stand,5.0,15201151.0
3436,15201616,Vlit501616,Schaffhausen-Stadium,5.0,15201151.0
3437,15201617,Vlit501617,Schaffhausen-Stand-I,6.0,15201616.0
3438,15201618,Vlit501618,Schaffhausen-Stand-II,6.0,15201616.0
3439,15201619,Vlit501619,Killwangen-Stadium,5.0,15201151.0
3440,15201620,Vlit501620,"Lottstetten-, Kohlschwärze- und Zelgli-Vorstoss",4.0,15201024.0
3441,15201621,Vlit501621,Grafschaft-Schotter,4.0,15201024.0
3442,15201622,Vlit501622,"""Mittelterrasse""",2.0,15201001.0
3443,15201593,Vlit501593,Stein-am-Rhein-Stadium,4.0,15201008.0
3444,15201624,Vlit501624,"Hochterrasse, mittleres Niveau",2.0,15201003.0
3445,15201625,Vlit501625,"Hochterrasse, oberes Niveau",2.0,15201003.0
3446,15201626,Vlit501626,First-Schotter,2.0,15201003.0
3447,15201627,Vlit501627,Helltobel-Schotter,2.0,15201003.0
3448,15201628,Vlit501628,Lettenberg-Seesedimente,2.0,15201003.0
3449,15201594,Vlit501594,Stein-am-Rhein-Stand-I,5.0,15201593.0
3450,15201630,Vlit501630,Ursplen-Till,2.0,15201003.0
3451,15201631,Vlit501631,Äntschberg-Schotter,2.0,15201003.0
3452,15201632,Vlit501632,Oberrüti-Schotter,2.0,15201003.0
3453,15201633,Vlit501633,Neerach-Schotter,2.0,15201003.0
3454,15201634,Vlit501634,Bachs-Schotter,2.0,15201003.0
3455,15201635,Vlit501635,Steighalden-Schotter,2.0,15201003.0
3456,15201636,Vlit501636,Mühlbach-Formation,2.0,15201003.0
3457,15201637,Vlit501637,Chilchberg-Schotter,2.0,15201003.0
3458,15201638,Vlit501638,Frenkendorf-Schotter,2.0,15201003.0
3459,15201639,Vlit501639,Birstal-Schotter,2.0,15201003.0
3460,15201640,Vlit501640,Schlatt-Formation,3.0,15201053.0
3461,15201641,Vlit501641,Illmensee-Formation,4.0,15201064.0
3462,15201642,Vlit501642,Dietmanns-Formation,4.0,15201064.0
3463,15201643,Vlit501643,Hasenweiler-Formation,4.0,15201064.0
3464,15201644,Vlit501644,Haseltal-Formation,4.0,15201064.0
3465,15201645,Vlit501645,"Birndorf-, Laufenburg- und Zeiningen-Vorstoss",4.0,15201064.0
3466,15201646,Vlit501646,Chäppeli-Schotter,5.0,15201645.0
3467,15201647,Vlit501647,Leuggern-Schotter,5.0,15201645.0
3468,15201648,Vlit501648,Zelgli-Schotter,5.0,15201645.0
3469,15201649,Vlit501649,Leibstadt-Schotter,5.0,15201645.0
3470,15201650,Vlit501650,Dogern-Schotter,5.0,15201645.0
3471,15201651,Vlit501651,Haldenacher-Schotter,5.0,15201645.0
3472,15201652,Vlit501652,Allmendwald-Schotter,5.0,15201645.0
3473,15201598,Vlit501598,Zürich-Stand-I,5.0,15201597.0
3474,15201654,Vlit501654,Obersäckingen-Schotter,5.0,15201645.0
3475,15201655,Vlit501655,Schulerholz-Formation,5.0,15201645.0
3476,15201656,Vlit501656,Schachen-Formation,5.0,15201645.0
3477,15201657,Vlit501657,Schmerlet-Formation,5.0,15201645.0
3478,15201658,Vlit501658,Toktri-Formation,5.0,15201645.0
3479,15201659,Vlit501659,Buchholz-Till,5.0,15201645.0
3480,15201660,Vlit501660,Birndorf-Till,5.0,15201645.0
3481,15201661,Vlit501661,Geissäcker-Schotter,4.0,15201074.0
3482,15201662,Vlit501662,Bürgerwald-Schotter,4.0,15201074.0
3483,15201663,Vlit501663,Hettenschwil-Schotter,4.0,15201074.0
3484,15201664,Vlit501664,Moos-Schotter,4.0,15201074.0
3485,15201600,Vlit501600,Bremgarten-Stadium,4.0,15201008.0
3486,15201666,Vlit501666,Hundsbel-Schotter,4.0,15201074.0
3487,15201667,Vlit501667,Laufenburg-Schotter,4.0,15201074.0
3488,15201668,Vlit501668,Eilez-Schotter,4.0,15201074.0
3489,15201669,Vlit501669,St.-Margarethen-Schotter,4.0,15201074.0
3490,15201670,Vlit501670,Hegenheim-Schotter,4.0,15201074.0
3491,15201671,Vlit501671,Blotzheim-Schotter,4.0,15201074.0
3492,15201672,Vlit501672,Hardwald-Schotter,4.0,15201074.0
3493,15201673,Vlit501673,Homberg-Schotter,4.0,15201074.0
3494,15201674,Vlit501674,Rümlang-Schotter,4.0,15201074.0
3495,15201675,Vlit501675,Äpelöö-Schotter,3.0,15201082.0
3496,15201676,Vlit501676,Fehrental-Schotter,3.0,15201082.0
3497,15201677,Vlit501677,Challeren-Schotter,3.0,15201082.0
3498,15201678,Vlit501678,Ausserberg-Schotter,3.0,15201082.0
3499,15201679,Vlit501679,Leibstadt-Till,5.0,15201093.0
3500,15201680,Vlit501680,Buechli-Schotter,2.0,15201004.0
3501,15201681,Vlit501681,Bächemoos-Schotter,2.0,15201004.0
3502,15201682,Vlit501682,Aarberg-Schotter,2.0,15201004.0
3503,15201603,Vlit501603,Singen-Stadium,4.0,15201008.0
3504,15201684,Vlit501684,Etzwil-Schotter,2.0,15201004.0
3505,15201685,Vlit501685,Ellenbühl-Schotter,2.0,15201004.0
3506,15201686,Vlit501686,Kegelplatz-Schotter,2.0,15201004.0
3507,15201687,Vlit501687,Einschlag-Schotter,2.0,15201004.0
3508,15201688,Vlit501688,Lehacker-Schotter,2.0,15201004.0
3509,15201689,Vlit501689,Letten-Schotter,2.0,15201004.0
3510,15201690,Vlit501690,Schwörstadt-Schotter,2.0,15201004.0
2426,15201531,Vlit501531,Bergsturzablagerung von Ralligen (im Thunersee),2.0,15201311.0
3511,15201691,Vlit501691,Steppberg-Schotter,2.0,15201004.0
3512,15201692,Vlit501692,Bloseberg-Schotter,2.0,15201004.0
3513,15201693,Vlit501693,Steinebol-Schotter,2.0,15201004.0
3514,15201694,Vlit501694,Giebenach-Schotter,2.0,15201004.0
3515,15201695,Vlit501695,Blözen-Schotter,2.0,15201004.0
3516,15201696,Vlit501696,Rütihard-Schotter,2.0,15201004.0
3517,15201697,Vlit501697,Bruederholz-Schotter,2.0,15201004.0
3518,15201698,Vlit501698,Binningen-Schotter,2.0,15201004.0
3519,15201699,Vlit501699,Allschwil-Schotter,2.0,15201004.0
3520,15201700,Vlit501700,Buschwiller-Schotter,2.0,15201004.0
3521,15201606,Vlit501606,Feuerthalen-Stand-II,5.0,15201604.0
3522,15201702,Vlit501702,Hörndli-Schotter,2.0,15201005.0
3523,15201703,Vlit501703,Acheberg-Schotter,2.0,15201005.0
3524,15201704,Vlit501704,Mühleberg-Schotter,2.0,15201005.0
3525,15201705,Vlit501705,Mandach-Schotter,2.0,15201005.0
3526,15201706,Vlit501706,Duttenberg-Schotter,2.0,15201005.0
3527,15201607,Vlit501607,Schlieren-Stadium,4.0,15201008.0
3528,15201708,Vlit501708,Frauewald-Schotter,2.0,15201005.0
3529,15201709,Vlit501709,Bolderen-Schotter,2.0,15201005.0
3530,15201710,Vlit501710,Seiglisten-Schotter,2.0,15201005.0
3531,15201711,Vlit501711,Geispel-Schotter,2.0,15201005.0
3532,15201608,Vlit501608,Bäretswil-Seeablagerung,5.0,15201607.0
3533,15201701,Vlit501701,Berchenwald-Schotter,2.0,15201005.0
2746,15201536,Vlit501536,"Niederterrassenschotter, oberste Terrasse",2.0,15201002.0
2747,15201537,Vlit501537,"Tiefere Deckenschotter, unteres Niveau",2.0,15201004.0
2748,15201538,Vlit501538,"Tiefere Deckenschotter, oberes Niveau",2.0,15201004.0
2749,15201539,Vlit501539,Kunkels-Formation,1.0,0.0
2750,15201540,Vlit501540,Alluvion von Ransun,1.0,0.0
2751,15201541,Vlit501541,Rüdlingen-Till,4.0,15201007.0
2752,15201542,Vlit501542,Niklaushalden-Formation,4.0,15201007.0
2753,15201556,Vlit501556,Saxegrabe-Schotter,4.0,15201074.0
2754,15201557,Vlit501557,Zweidlen-Schotter,4.0,15201074.0
2755,15201558,Vlit501558,Burgacher-Schotter,4.0,15201074.0
2756,15201559,Vlit501559,Chatzenstig-Schotter,4.0,15201074.0
2757,15201560,Vlit501560,Wasterkingen-Schotter,3.0,15201082.0
2758,15201562,Vlit501562,Tubeschwanz-Schotter,3.0,15201082.0
2759,15201563,Vlit501563,Weisweil-Schotter,3.0,15201082.0
2760,15201561,Vlit501561,Paradiesgärtli-Schotter,3.0,15201082.0
2761,15201565,Vlit501565,Stetten-Schotter,4.0,15201064.0
2762,15201544,Vlit501544,Volken-Lehm,4.0,15201007.0
2763,15201549,Vlit501549,Weiach-Schotter,5.0,15201060.0
2764,15201545,Vlit501545,Rheinau-Till,4.0,15201007.0
2765,15201546,Vlit501546,Ellikerholz-Formation,4.0,15201007.0
2766,15201547,Vlit501547,Eggholz-Formation,4.0,15201007.0
2767,15201548,Vlit501548,Bannhalden-Schotter,4.0,15201007.0
2768,15201550,Vlit501550,Balm-Schotter,5.0,15201060.0
2769,15201551,Vlit501551,Windlach-Till,4.0,15201064.0
2770,15201552,Vlit501552,Südranden-Till,4.0,15201064.0
2771,15201553,Vlit501553,Schlossbuck-Schotter,4.0,15201064.0
2772,15201554,Vlit501554,Risibüel-Schotter,4.0,15201064.0
2773,15201555,Vlit501555,"Schmerlet- und Toktri-Formation, undifferenziert",4.0,15201064.0
2774,15201534,Vlit501534,"Niederterrassenschotter, tiefere Niveaus",2.0,15201002.0
2775,15201564,Vlit501564,Hasli-Formation,3.0,15201108.0
2776,15201532,Vlit501532,Bergsturzablagerung von Bargis,1.0,0.0
2777,15201533,Vlit501533,Bergsturzablagerung von Fidaz,1.0,0.0
2778,15201543,Vlit501543,Stadel-Till,4.0,15201007.0
2779,15201535,Vlit501535,"Niederterrassenschotter, zweitoberste Terrasse",2.0,15201002.0
3066,15201566,Vlit501566,Plaffeien-Seetone,3.0,15201007.0
3067,15201567,Vlit501567,Plasselb-Stauschotter,4.0,15201008.0
