OBJECTID,GEOL_CODE_INT,GEOL_CODE,GERMAN,TREE_LEVEL,PARENT_REF
667,15202218,Vlit502218,Lognan-Orthogneis,2.0,15202337.0
606,15202157,Vlit502157,Haslital-Gruppe,1.0,0.0
3155,15202438,Vlit502438,Joux-Galez-Member,4.0,15202436.0
112,15200327,Vlit500327,Sommersberg-Nagelfluh,4.0,15200326.0
559,15202113,Vlit502113,Hochstollen-Formation,3.0,15202106.0
3250,15205090,Vlit505090,«Série Rubanée»,2.0,15205004.0
412,15200239,Vlit500239,Mambach-Granit,2.0,15200230.0
101,15200314,Vlit500314,Untere Süsswassermolasse (USM),2.0,15200254.0
328,15200056,Vlit500056,Lias des Juragebirges,2.0,15200162.0
1141,15203257,Vlit503257,Submédiane-Melange,1.0,0.0
1152,15203268,Vlit503268,Oudiou-Formation,1.0,0.0
1153,15203269,Vlit503269,Malm der Klippen-Decke,1.0,0.0
218,15200187,Vlit500187,Chevenez-Member,4.0,15200002.0
330,15200071,Vlit500071,Gross-Wolf-Member,4.0,15200011.0
329,15200011,Vlit500011,Staffelegg-Formation,3.0,15200056.0
665,15202216,Vlit502216,Mont-Blanc-Granit,2.0,15202336.0
1320,15200526,Vlit500526,Krummenau-Member,5.0,15200316.0
3068,15200586,Vlit500586,Montauban-Mergel,4.0,15200353.0
804,15203077,Vlit503077,«Posidonienschiefer» (der Stanserhorn-Fm.),3.0,15203074.0
617,15202168,Vlit502168,Intschi-Formation,2.0,15202164.0
94,15200418,Vlit500418,Sense-Formation,4.0,15200311.0
311,15200121,Vlit500121,Knorri-Ton,4.0,15200120.0
759,15203033,Vlit503033,Plagersflue-Kalkarenit,3.0,15203027.0
1281,15200487,Vlit500487,Parkinsonioolith-Subformation,4.0,15200486.0
3082,15202365,Vlit502365,Termen-Tonschiefer,3.0,15202120.0
1291,15200497,Vlit500497,Schallenberg-Member,4.0,15200261.0
450,15202290,Vlit502290,Muot-da-Rubi-Formation,2.0,15202012.0
901,15203168,Vlit503168,Pfävigrat-Formation,2.0,15203162.0
484,15202039,Vlit502039,Batöni-Member,3.0,15202036.0
7,15200260,Vlit500260,Eimätteli-Member,4.0,15200258.0
521,15202076,Vlit502076,Chopf-Bank,3.0,15202075.0
3150,15202433,Vlit502433,«Calcaires bréchiques»,4.0,15202432.0
3160,15202443,Vlit502443,Taffon-Member,4.0,15202440.0
532,15202087,Vlit502087,Büls-Bank,4.0,15202086.0
70,15200401,Vlit500401,Niedermatt-Formation,4.0,15200308.0
1074,15205013,Vlit505013,Val-Grande-Sandstein,2.0,15205010.0
594,15202145,Vlit502145,Schönbüel-Formation,3.0,15202144.0
58,15200397,Vlit500397,Aargauer Juranagelfluh,5.0,15200302.0
1283,15200489,Vlit500489,Blagdeni-Subformation,4.0,15200488.0
3206,15203338,Vlit503338,«Silex-Niveau» (St-Triphon-Fm.),4.0,15203097.0
339,15200080,Vlit500080,Trasadingen-Bank,5.0,15200079.0
324,15200069,Vlit500069,Hauenstein-Member,4.0,15200009.0
45,15200298,Vlit500298,Guggershorn-Formation,4.0,15200295.0
609,15202160,Vlit502160,Zentraler Aare-Granit,2.0,15202157.0
571,15202125,Vlit502125,Sexmor-Formation,3.0,15202120.0
1312,15200518,Vlit500518,Klusbach-Member,5.0,15200515.0
1298,15200504,Vlit500504,Öhningen-Süsswasserkalk,5.0,15200503.0
348,15200089,Vlit500089,Schambelen-Member,4.0,15200011.0
417,15200244,Vlit500244,Schiefer und Grauwacken,2.0,15200243.0
407,15200234,Vlit500234,Klemmbach-Granit,2.0,15200230.0
500,15202055,Vlit502055,Aubrig-Schichten,4.0,15202053.0
1288,15200494,Vlit500494,Achdorf-Formation,3.0,15200055.0
271,15200195,Vlit500195,Pecten-Bank,5.0,15200115.0
3145,15202428,Vlit502428,«Calcaire siliceux brunâtre»,2.0,15202047.0
771,15203045,Vlit503045,Soladier-Member,3.0,15203041.0
928,15203184,Vlit503184,Sous-le-Rocher-Member,2.0,15203183.0
552,15202106,Vlit502106,Dogger des Helvetikums,2.0,15202298.0
3199,15203331,Vlit503331,«Roffna-Porphyr»,2.0,15203330.0
3260,15206006,Vlit506006,Bergell-Granodiorit,2.0,15206003.0
3147,15202430,Vlit502430,Veveyse-de-Châtel-Member,3.0,15202429.0
1332,15200538,Vlit500538,Leuenfall-Nagelfluh,5.0,15200319.0
808,15203081,Vlit503081,Lückengraben-Formation,2.0,15203276.0
1297,15200503,Vlit500503,Öhningen-Formation,4.0,15200262.0
1260,15200466,Vlit500466,Steinatal-Gneiskomplex,3.0,15200246.0
3207,15203339,Vlit503339,«Mittlere Rauwacke» (St-Triphon-Fm.),4.0,15203097.0
183,15200439,Vlit500439,Vernettes-Sandstein,4.0,15200181.0
