OBJECTID,UUID,FMAT_LITSTRAT
1122,{3DC38049-6C22-4EB8-A1B8-65D0923E0141},15200550
1123,{9CE9F14D-A2E3-4235-BE4C-B11ED37062A8},15200551
1124,{A779FA89-A813-4C5A-8AB0-AFA9110BD117},15200552
1125,{77D640B3-B2F4-40F3-A9B9-461A5C361DF2},15200553
1126,{E940A3BD-10C5-47DA-874E-98411702AA65},15200554
1127,{EED973FD-F840-47E8-BA86-07555CB87B64},15200555
1128,{9F37B6F5-C543-4E9C-B04F-330AD72C6A43},15200556
1129,{0F257BF4-10E1-45D0-AEFE-D57A288490E3},15200557
1130,{888F7B76-7F9B-41B4-A376-5671BB475944},15200558
1131,{10569991-389F-42D4-987E-F393D868ECCA},15200559
1132,{1171661F-336C-4BEB-BD17-B6A5CF6CCA80},15200560
1133,{0C1993FF-7B63-4B30-BB13-508449372D40},15200562
1134,{FA83A001-118E-4A79-8AA0-3BD9A9F09209},15200563
1135,{0376DEC8-C243-44AD-9ABD-2BB9D97EFD20},15200564
1136,{1531D0C0-D6F9-4CBA-B1FC-EDF8C0CF03EB},15200565
1137,{3A07DE81-9533-4487-8F14-4CCD45598F1B},15200566
1138,{02A35C3F-079C-4CC7-B2E8-7338198A24CC},15200567
1139,{9468AB36-002A-4103-B6CD-FFFAFF21FE05},15200568
1140,{7799F924-6143-4151-BA4E-332EC8C2F4A8},15200569
1141,{B8E6DA27-302A-4E54-8825-F442CC3D66B2},15200570
1142,{75D2218F-4CAD-43CB-B0FE-A536160BF71A},15200571
1143,{154877F9-505C-4E04-BA8F-2838F8165BCE},15200572
1144,{032925B3-9FD5-495B-B059-9771B742CCFE},15200573
1146,{21CFB7E9-CE7B-4E3E-B832-B60246F3871E},15203155
1147,{578B1A78-B233-40DF-844A-5E035E49478D},15200253
951,{2607567D-11F1-40EA-8562-FA87200C79F0},15200337
885,{55E9AB98-F2DA-4C61-AEDF-2001750243EB},15200256
886,{33465012-D762-4366-B3CD-A654171BFC1D},15200257
887,{12C25C7A-9215-4737-852F-EA0E360C96C9},15200258
888,{133B62DF-D712-422B-8332-05209C5AE9BC},15200259
889,{F60584DC-52EA-4030-BFB8-D77559854373},15200260
890,{28E70A4E-D724-4578-86AD-065210AC0FE5},15200261
891,{DB7ED05D-536E-431B-AB63-959544D6D12F},15200262
892,{CE5E56E2-5E73-41B3-870F-A41F072C28AA},15200263
893,{16FC5FE4-2018-4B37-B1BB-9E379AAEE6EB},15200264
894,{0BA3ABC5-8704-464C-BDA7-8441D22B100D},15200265
895,{E2DD5F12-3A25-4F5B-8BED-AB8735F8F822},15200266
896,{4BED332D-6E83-4DB3-9A71-62841489C295},15200267
897,{B2422E78-B141-49C0-BAAA-BBEFA182A038},15200268
898,{7FA162FE-788B-4440-9E9A-BBF695246C84},15200269
899,{23BE9E9A-33C7-4D13-AC57-A79BE9554E37},15200270
900,{B96620A5-1B8E-4CED-A820-9CA314D2A303},15200271
901,{AC01FD73-3278-491A-9491-6D7797435AF7},15200272
902,{8AB07883-1C42-40B3-BD38-E62E663DF2D9},15200273
903,{65CF6A64-FE96-45AC-B526-0730EBE6DA33},15200275
904,{D88AB9A5-DA39-435F-B51E-BA75B534ED07},15200276
905,{F3F013D3-AAAE-4DCE-A2CB-4D256F83EB74},15200277
906,{2EA2606E-8711-4FE4-8E09-214E98CFB1E1},15200278
907,{59D8E9FD-F331-4509-A0F3-56DD510C9B0A},15200279
908,{808F16A6-203A-4B7F-B6ED-2EE1B4753B3E},15200280
909,{CDF22CC0-0A13-4859-B314-9E536C43BD56},15200281
910,{7E46083B-445F-4BA1-AE25-A851ED8D1010},15200282
911,{3B44D297-8D3E-4321-8A93-9937B0EE9E95},15200283
912,{DB64A7B0-736B-432E-9A0A-8DDD5ED4AC1C},15200284
913,{143CACD1-BEB4-4BA0-8C28-E2553F21D2FA},15200285
914,{CA780BED-C456-4CA8-9D88-53935F60CD52},15200286
915,{FA106216-5A40-4D37-AC02-C5F951C294A4},15200287
916,{B6F6D45F-C8A6-44D5-8165-AD29EB4244FF},15200288
917,{F42EAFAD-662F-45F6-82B7-384E2534FD7B},15200289
918,{0CBF984A-F532-4AD0-94D8-92C701589626},15200290
919,{D227672D-DA37-4BF7-B628-2DC7965270F5},15200291
920,{93811842-74EF-4910-A574-9FDBC683E260},15200292
921,{E81D1F98-429B-4582-B048-533A6730CBD3},15200293
922,{AB36BDFF-2502-4A5F-88CD-236002508056},15200294
923,{5B01C41A-E364-4E9C-AD2E-CC8C2F53B9C9},15200295
924,{B4B1310A-0F00-4203-9715-1C8F63C4C03E},15200296
925,{4B29D18E-C237-4603-AF0C-44D5818204AB},15200297
926,{BF084E16-EE87-4BDD-9B93-D6D6F20DD8FF},15200298
927,{091B89D8-BC6F-4A8C-BC8A-9AF95F394E4F},15200299
928,{1E7E9463-8901-46C4-B4EE-36B764F4B7E6},15200302
929,{D232DD4B-F137-42D2-B62A-E47E03337A09},15200303
930,{45D3C65D-099E-464B-A075-6C5420950B8E},15200304
931,{B25C8948-79A0-44E2-8FFA-8989F60491C3},15200306
932,{7BBC8E78-C5A3-406D-9033-2C330C710710},15202358
933,{0697EA38-F125-4D35-A1CD-E70947EE8E3C},15202359
934,{50B9D7E3-2EE0-4B46-8868-E43D10DC81C6},15200314
935,{67CD0477-B283-493D-A584-08AF22E352A6},15200315
936,{25CAC27E-A2FD-49F6-84FE-F2BBDE13BE55},15200316
937,{4107C962-0265-45BC-B4BF-2DFB427D0053},15200317
938,{6C01FB24-D8D9-4001-B020-6DC9CCA1C070},15200318
939,{9DFC9D75-B2A9-489F-A868-1FD7F9723A1C},15200319
940,{AB725B4E-30B1-40C7-B58D-ACB3FF60C740},15200320
941,{6B061BB3-882B-4056-B883-E74409246D31},15200321
942,{EC512430-BAAF-4058-8FFA-6335A181D95F},15200322
943,{B6A38268-4B42-424D-B0D5-256842678C24},15200323
944,{BA76F826-16B9-4912-BA7C-E415B8BAD0C1},15200324
945,{28E274B7-13C0-426F-98E9-35165BBD50F8},15200325
946,{3B7E7145-A333-4AA9-9C3B-942C74F129B8},15200326
947,{A08F059B-5418-420B-BD7C-1356E5C353D5},15200327
948,{91A341E3-9A90-4D2A-9700-92CA2535DCA0},15200328
949,{7CD804EC-5DC9-480F-9AF0-AC2302EDB688},15200333
950,{55B408BE-F4D6-476E-B4FE-5BEB8DDDC298},15200334
1213,{3E7F6C28-AE0D-4C64-AF7B-8A63E14ACBEA},15200161
1214,{DD0C6DCA-31F9-45AD-B3A9-D8F1A6CDBDFB},15200162
1215,{2649F8E3-D297-4483-8A33-5F7CDE425277},15200163
1216,{3478E976-2677-4F41-8FBA-C57BDDF03618},15200175
1217,{81B763F9-FAFA-442C-9E3D-652381C1502B},15200176
1218,{FFA2E605-53D2-4642-8F49-D3E8DCFA4A8D},15200177
1219,{96C31501-5042-4BE4-994A-C2BAE5FD2180},15200180
1220,{7AEBAB9D-2007-4682-AF84-17EA9EB73B8E},15200185
1221,{443529BB-E489-438B-AB9B-C5C9DAAEBE3D},15200186
1222,{E6D8585D-65DF-4718-993F-93BE4923A9C3},15200187
1223,{0A134F7C-11C7-4BDF-877F-7F1AD7FEF053},15200197
1224,{97854B32-3AED-4CEF-BB10-019BF4B91F82},15200203
1225,{F2F82A46-F95C-4AC9-863F-044B1DEA93F3},15200204
1226,{A7326773-46BB-44A3-96A0-D4D326A53F0C},15200205
1227,{D00B1FFF-9438-45DD-AF84-A03D29BF90B1},15200211
1228,{76A43592-44F8-494E-B5EA-235E00D5CBAD},15200212
1229,{9ECA5824-0A26-4FC8-8672-4388DED3C4A6},15200213
1230,{A42A9197-39BF-4D1B-9D53-55C83A4C00DE},15200214
1231,{11BD9B92-3712-49C9-9235-80774D2499C9},15200215
1232,{3487B71B-24AE-4D0C-AD66-5EB3810CDABF},15200220
1233,{00BB2A3B-7FF9-46FE-9588-C168DFAFA003},15200221
1234,{EA22C234-EFD1-4F2F-8B3E-88AB62E6DA2F},15200222
1235,{75532BCE-1A6F-42C2-BFD9-9DE10800F0DE},15200223
1236,{364DAD7A-BB6A-4CF2-A29B-B6728293F72A},15200224
1238,{AD0AF259-A588-4227-ABBB-BA6C44B6E8DB},15200229
1239,{38F77D0C-7ACE-4DF4-B04D-4DC5BF0CF16B},15200230
1240,{22072664-9239-4060-8401-F22AB19FA1CF},15200231
1241,{13876D75-33D4-4724-B37F-7DABC7F034BA},15200232
1242,{2AA958E9-1BCE-4DE1-BBF1-BD88DE638412},15200233
1243,{2BFC8A3B-452B-434D-8C00-5696FBAC22CA},15200234
1244,{60B0C65C-4CAC-4C9F-B31A-81B71555726C},15200235
1245,{EF570479-141E-4FFE-AC36-8A0DB1409713},15200236
1246,{E0912E05-5B8F-47E8-9B07-DE4B6C51AFCD},15200237
1247,{B79EC985-A9E6-48BD-811D-8449E688A9F8},15200238
1248,{7D5C5F9C-67BD-4A15-A94F-655CF03381C1},15200239
1249,{712B7CE4-017F-4F65-BDD0-C8338AF0F33C},15200240
1250,{0982DDA1-EEE3-4C70-AAA9-63182DBB0CB5},15200241
1251,{82981620-F200-447E-A273-39C6A9F0F9E9},15200242
1252,{E3B3A724-B4C5-44EC-824E-B9D2BE7A9B49},15200243
1253,{8D621E65-5523-4D86-BFFD-72BCC1241462},15200244
1255,{0D62C5F7-6977-4FF4-9DD3-E3EA9033269B},15200246
1257,{87974057-7020-41A6-BD40-F2498A3AC577},15200250
1259,{A585130A-C127-42D7-AAE9-814A0C16EB4C},15202300
1260,{7E9BA1C3-A78A-4FDC-B63D-D8570063B753},15202301
1261,{9FE85883-B9F3-43B4-B3DF-3D1BE62EB466},15202302
1262,{29A466CE-650B-4E3D-B67D-0D292A55BE39},15202303
170,{3E7FCFBC-D8F2-473D-B78D-F7CEEE193989},15200390
1200,{857F22F4-3695-45D2-9765-99AAAC43DC35},15202126
1152,{75A1AF39-C9C7-4B80-A8ED-73D3CE71E3BD},15202009
1153,{169CF087-6B73-4728-A35D-CDD4E1ED6825},15202011
1148,{D6458737-AFB3-4278-AB04-99CD0DDB1CEF},15202005
236,{D5F716AD-884D-444F-B009-CF4CC2F1D2A4},15200158
1149,{6F020938-953E-4ACE-867E-62AA3CC0AF10},15202006
65,{2343E25C-F41A-4902-881C-4A309A9D804C},15200389
1155,{BBB3ADB5-AB12-4941-9BC2-CAEDFB7065FB},15202016
1026,{E678F6C1-EF30-4821-A27E-EE6AAB9521E0},15200454
234,{EAC9573C-20BF-438D-8A7E-322271B4D3DF},15200159
15,{25D69153-ECB7-4B30-AC15-2B54D7E22DA0},15200394
27,{A28D46B5-9997-4F03-8458-8B5511AA42E9},15200417
240,{25DBCD10-BD82-469F-AB2E-4105B8743732},15200157
1209,{F742F794-F65B-4F07-8176-5D3138994D2F},15202140
1203,{7825A4D7-12DF-4B77-979A-E7C34D02E750},15202130
137,{A2A6F09A-ACCC-46D4-8427-36FD0F1DBC09},15200391
1205,{0D58EE7C-1A06-4280-8AAC-6EFB33DCD802},15202135
1145,{E147B6C1-4486-468A-AB14-46A66D01A21A},15202320
2316,{B016F17F-20FE-4982-9489-C6EF326173BF},15202074
2317,{162BEB12-B4AF-4AAE-BEAA-DE3BBB61EF69},15202076
2318,{F1C6EFD2-9B3F-45E0-8B2A-1DA41548E7C7},15202077
2319,{182D45E2-011E-44EA-B38E-B5F260641602},15202078
2320,{B727605C-6318-4D49-8078-3748E494F98A},15202080
2321,{4E279495-E811-460B-839A-B2011AE1500E},15202081
2322,{2486313A-0AE1-4F25-AB06-CD0EA4ED63DA},15202082
2323,{08DE0E4B-C1F2-41FD-9955-D114AE384E84},15202083
2324,{89AF7228-F26A-4491-A5AA-D0EF4FC231F5},15202085
2325,{5B0AC73C-B02F-4FCB-B43F-4F4A439513AA},15202086
2326,{22443601-3A3D-4849-B1F0-2E35FB8DEDAD},15202087
2327,{F521533B-0DB1-443F-8400-F1CF37BF64A0},15202094
2328,{C5993425-90E5-4FB5-8F9A-572A6C0867EC},15202095
2329,{0B587098-518C-46B6-A65B-FCFC779FD0AF},15202096
2330,{7FD11906-BF42-40B9-9ABC-69B3735A635D},15202101
2331,{837BFEB5-C48C-498D-8150-F4BDFFBB9466},15202102
2332,{6780E4E5-3861-4738-BD27-E2F94D92095F},15202103
2333,{D11C16F3-EA8A-42CC-85F6-68763C80FBCA},15202104
2334,{5136FDBE-65AE-4956-9C4F-52E1F49B669C},15202105
2335,{ED49FCE7-303E-4F99-B247-5E212C2DFBE3},15202106
2336,{EDD73983-7C6A-452F-B17C-CE41D7D1E834},15202114
2337,{70F508CC-C108-4175-9C0F-084D3B72F472},15202115
2338,{1E2B6CDA-B7CB-4D3C-ADF8-6602E21DE8CD},15202119
2339,{91BDBCBF-FC62-49F8-A73A-73B00ADFDCFB},15202120
2340,{6A36750D-B8EF-46BA-ADCB-D26CE32F1F88},15202122
2341,{74FBE26F-65BC-4909-9E2D-88BC1FA2CB54},15202124
2342,{C1126BE1-4076-43D7-8777-5BE544085CA2},15202127
2343,{EA4A8037-2553-4173-9AFA-AC6DB62BD388},15202132
2344,{330F2AFB-7931-4960-BD70-DF6896E2C002},15202133
2345,{8C96EE32-F725-421A-9FE9-58FF1DFF4C4B},15202134
2346,{211A16EE-602E-4631-813C-75749577E9E9},15202138
2347,{5D20F2FD-B469-4F3A-8AE1-26917D899D1F},15202142
2348,{1746F6E0-BBF6-4B45-8144-E0C5C68CE32E},15202143
2349,{915A6379-6FF0-45C0-AD85-C2193DCF92AE},15202144
2350,{BEA5B16E-39F2-41D0-9AEE-CBC8E713FFD1},15202145
2351,{EF6D6C78-4418-4C92-9C86-B82FB37B860A},15202146
2352,{34906E0F-ED9E-41EC-8072-918C9E5D52A8},15202147
2353,{581B8A7B-3224-4203-961C-2364859BB477},15202148
2354,{F61431BF-54D8-4961-A7E0-C6403F2F58B9},15202149
2355,{F514EDBB-F41B-42FF-A25F-6036F2E4CC8D},15202150
2356,{947D8A2A-4E94-4CB0-B54C-13302F706A26},15202151
2357,{3E164913-737C-432F-8074-63CDBD953C17},15202152
2358,{B7EC4DFF-1B18-47AE-8615-1F3AC5F9BE26},15202153
2359,{7759E6A2-904B-455B-81B5-718DF5D4B304},15202155
2360,{A196AD16-C10A-423D-9F93-02383E70DF1B},15202157
2361,{ABD6A474-A9DC-4E7E-AC2E-34CB58879737},15202158
2362,{AF731437-AE5C-4E1B-B31E-1E43B8251C2E},15202159
2363,{94981678-62D9-45B1-814D-010EF7D47B42},15202160
2364,{D22100E4-CF17-4219-A597-395804AF4DFD},15202161
2365,{24719A74-8587-40F7-8603-A86D5B299367},15202162
2366,{68BD994B-6066-4307-9DBA-8AE08AB7DF7D},15202163
2367,{3D2D6C48-248D-4FFD-84D3-802B0CB7DA9B},15202164
2368,{4C62D417-B3EB-4999-9366-481E6F65DD12},15202165
2369,{BF7EA186-13F6-450A-9B29-3205C88C04D2},15202166
2370,{85D114F2-BA02-48BB-97C7-DF8F7D4F603C},15202167
2371,{5C5361C8-C30A-419A-B7A0-ED547D5B587E},15202168
2372,{DCCD2CD5-D02D-4D82-B7AB-D7689C411415},15202169
2373,{DBF0390C-868D-4750-A7A5-FE3E52D0C208},15202170
2374,{ED80D138-8F1F-402A-BCE1-045A48866AE8},15202171
2375,{540144C1-2606-4B56-9F7C-61F0D87EE11A},15202172
2376,{4CD028C3-0D99-4BAC-BDA3-2D210DC9AA70},15202173
2395,{C03F67AB-C01F-408E-B1FA-15B295C0FBC3},15202192
2396,{B4E472EA-976E-40D8-90C7-0CCB9A0F4D1C},15202193
2397,{A9B6CC87-3982-4888-9001-AC51F037D12F},15202194
2398,{58D40751-D27F-43D3-A2D2-4FB85BAE05BF},15202195
2399,{36F50245-962D-47A7-8D3A-46C48315818C},15202196
2400,{CC360A4B-62EE-4E4F-81AE-2D27957577A6},15202197
2401,{B7E7E209-C022-4350-8AAE-1412766EEBB5},15202198
2402,{860C713E-EF15-496F-BEC5-EF20307B0CC7},15202199
2403,{DED3A475-A65B-4925-B556-E45EC45B028F},15202200
2404,{82AC3863-8856-4D2C-BC4D-A75915071CE4},15202201
2405,{3B2F9195-27AB-46A7-B772-F2A007602DD0},15202203
2406,{20AFB3C5-39D2-412F-BF45-1D22C1485E98},15202220
2407,{0250806A-187E-4641-8F43-4BA28BF0E009},15202221
2408,{D4B5BD5A-E629-4C11-B5F6-951649027AA5},15202222
2409,{DCD98670-BCF7-46F7-976A-DD5A6CF5B8AE},15202223
2410,{3CACD541-9EB2-4A52-AAB7-DD10D78D25A2},15202224
2411,{9BCDDFE6-3EB1-4AA5-A444-626A272D3045},15202225
2412,{2660B355-17A8-4976-9620-9A87194AB2BC},15202226
2413,{DB88A758-0F2E-4896-B9F3-CDDAA4443FE9},15202227
2414,{BC449ECA-6524-4A59-822B-143DBBC87D00},15202228
2415,{E41283F7-B759-424F-94BC-1EE55FBBCF1B},15202229
2416,{C6408D67-9DA5-4CF6-A725-759624F3309F},15202230
2417,{D2DE44D0-5C67-47FF-85BA-81F6C1838FB1},15202231
2178,{53F54A73-5424-44E6-991D-228DEA714D96},15203273
2179,{8E255837-9F1A-4C15-96CF-7EDBD3CFCD25},15203274
2180,{47CD0539-192E-4EE2-9844-3A651CE36CBA},15203275
2181,{3DD4CB3A-4AC6-4F69-A6FB-DF53DB64915D},15203276
2182,{4F71273B-8B87-48DB-AFF2-3DAC11752C17},15203277
2183,{0659B5C7-2C38-4D3C-B56F-EA9188E0C3A7},15203278
2184,{A686B32F-A58C-479E-B394-1865ECDD8150},15203279
2185,{C1141DA2-EF21-41F3-B3F2-E5BEF6775AE2},15203280
2186,{3753FFC4-63EB-4919-96C1-25F6BC00E2BC},15203281
2187,{8EFB946C-8145-4490-8FCE-47E76F3DC35D},15203283
2188,{55A65E46-A912-4D51-A80B-D7E790CA3F4D},15203284
2189,{7804622C-24C8-42C1-8D87-ACF42E8CB4CF},15203285
2190,{E4E5525B-3A28-4C0C-9755-FEDA96970B5D},15203286
2191,{5B1E2630-C060-4BC0-A840-5171CADCBBFC},15203287
2192,{1422226B-F20C-4F6F-BE96-BB19974AD02D},15203288
2193,{8BD476A5-C7BD-440F-882E-C893E7AB2CE2},15203291
2194,{FC1982F9-A951-4D99-8136-12D953F1ECCB},15203292
2195,{AF0996C0-E298-4F43-AA58-58FB7015432F},15203293
2196,{C1503A60-6E73-4847-819A-19849BD95201},15203310
2197,{DCB3A837-F224-4CC9-9E98-7E397D20ADAA},15203327
2198,{447DE932-5DF1-4482-8319-F4444F16D070},15203328
2199,{B2914071-9DA5-473E-BF82-9918D5738625},15203329
2200,{8A7E760D-06D0-4259-85FD-53CDFA41D0BC},15203334
2201,{F12C7FE3-CA69-45B1-BBB8-FF87BF3A8388},15203335
2202,{A7FC7B45-66BF-45E0-B2C8-F5E1D29B6F01},15203336
2203,{CAAEB7A8-88C0-4DDF-BEF2-DD3042C006EA},15203337
2204,{2497DD71-54DC-4D77-AB39-528220F7F5DA},15206018
2205,{725DA046-E9EB-4ABD-B216-3CE15918FAF1},15206019
2206,{9854B463-9D53-4084-B486-A047F627EC55},15204001
2207,{A61382BC-FE3D-4D9F-97DD-A953D1084A6A},15204002
2208,{C26DDBE9-0460-4B73-99BB-82D36F84E8B4},15204004
2209,{C291FEC9-CBD6-45E3-881B-DCE359C536DD},15204005
2210,{2DEB4941-7CF1-459C-A679-10FF8FB035A9},15204007
2211,{04CC6C26-EA59-452D-BD93-17C0EEAF57D9},15204008
2212,{FE0B01E6-0403-4504-9CE9-5DE38CB2821A},15204010
2213,{CD577D18-D7C7-4B8B-9E04-FF0EFB9844B0},15204011
2214,{3619B903-CF71-495C-8E0C-16476604740E},15204012
2215,{D7601E00-A5C7-49A8-A188-D9B3B4DCA203},15204013
2216,{AC4675E9-8DA5-4FCF-B2EF-C9829522466B},15204014
2217,{D17F5496-CD2C-42E7-97D9-B856D6D54F2A},15204015
2218,{D75DA77D-6F61-4E77-AB9F-4C524EFA17B0},15204016
2219,{5380832D-9E95-4D63-A03E-6092935A55D9},15204017
2220,{461009D1-8CD0-4CF0-BE85-8B9865290799},15204018
2221,{B8A30D3F-C5F8-42BC-8F8D-4EFF05C964FC},15204019
2222,{C9B9FD89-2E61-4E2C-B4D9-77C7B43E198E},15204020
2223,{FDC5C7D2-462A-4CCA-818E-A4B8EB45220C},15204021
2224,{08BDE7E4-CAF9-40F2-8470-F01B8B17F113},15204022
2225,{44CFB602-0EE6-496B-ABA6-0E15533D1096},15204023
2226,{C40C3B2F-0BB3-4879-9626-8CA91B3FB0C8},15204024
2227,{B4E02529-975E-484F-A532-594923A8DF8A},15204025
2228,{0473BD13-62AD-44C8-9F15-0BBAA04503F5},15204026
2229,{0F2E6D82-4EBA-4B76-A838-88F07A5F1D63},15204027
2230,{0BBA6A6E-8EEB-44B6-A016-A0B9445B52A1},15204028
2231,{C6E8A644-7274-4FDA-B673-1700BD7314B7},15204029
2233,{CA331B5F-1F87-4E6B-851B-5C9E7C0E15DC},15204031
2234,{EE1DC238-D75E-47F7-9FA4-C888E004250D},15204032
2235,{838A8AD2-5B8C-4006-96AD-43AA72C3E83B},15204033
2236,{CDEA943B-05BE-4612-A2F2-D79BF215820F},15204034
2237,{BA7A86F1-43C4-4D9E-98C3-D850EB91BCBA},15204035
2238,{CB74774A-86B3-4B1D-9993-A96C43E8F970},15204036
2239,{ED59D093-1BBE-4EA4-923D-1062CF1A3F77},15204037
2240,{59DAF55F-0EDB-45A6-9532-FB8B0B4B6DD8},15204038
2241,{163A4B68-1085-4B13-9F7A-6AA2ACDD5F2A},15204039
2242,{AD69EA69-D3DD-45DF-94CD-6FC773BB7C11},15204041
2243,{8DD1BFDA-8980-46FE-A56E-FD2645F4AC92},15204042
2308,{3BC59070-C611-4639-B23C-1C8E279380B3},15202065
2244,{828FAB0F-3BE8-4BE9-8D5C-4A890948C899},15204043
2245,{1E4E7F0E-5551-43E3-9308-A2E383473C2A},15204044
2246,{E26E1564-8997-48E8-89CB-A29FA7DE81C0},15204045
2247,{595524DF-971C-4F36-A984-E6599D6C6F3E},15204046
2248,{E385410E-1F02-414D-9386-1155CCCC6C0F},15204047
2249,{0A0F642E-10FD-469E-B2CF-524B402998AB},15204048
2250,{0539E219-B551-4522-AC85-89474B4EA876},15204049
2251,{8B5DF2C0-461D-42D3-A212-E35476800B21},15204050
2252,{E4511266-8BEC-4619-812B-334819369F95},15204051
2253,{A9933659-6AAE-4BCF-A850-9FB3517C5F0B},15204052
2254,{A4DB867A-E171-439B-8FA4-CD0558074581},15204053
2255,{7684F51A-ABE0-4D15-8390-8F777AE5D0FE},15204054
2256,{FEA3E6CE-0B58-47F1-B867-5DDFA1E8AF48},15204056
2257,{5AD6DC7F-266A-435E-9266-B216515AECF4},15204057
2258,{87A05FDA-9D13-4015-BD1A-B42AF4C9FAF9},15204058
2259,{CDC12DFB-4650-445B-A11D-2C4F6250C61A},15204059
2260,{949CE028-C18D-4EE1-8D78-409B2E5CD6C4},15204060
2261,{36C846FE-BB1D-4F3E-95DC-0167F5A3F2EC},15204061
2262,{0401ADDB-82F7-4C28-89C7-2BE396D28C45},15204062
2263,{60095095-0C0D-4B45-823C-01EAA6DED806},15204063
2264,{65738E69-9DC5-4FDF-A96C-7A8AD438B6CC},15204064
2265,{D75D9AC4-7D24-441B-B19D-85F19BF4980E},15204065
2266,{0A1534B0-0536-4CFA-AFA4-02564DAE0816},15204066
2267,{D6FEC3A6-EE6E-4251-BC7B-C3D14F8A3724},15204067
2268,{A0250375-B273-4338-96D2-721745E665E3},15204068
2269,{49506DE1-2BB4-47F6-B3F1-C1BEFB64F8F7},15204069
2270,{F6FE80B3-D8D2-4685-9FC0-54B4E0B391F8},15204070
2271,{F4367A20-6346-41C3-8D63-83D6703DBE31},15204071
2272,{44E5C078-BE49-46E2-BEEF-4BDEEC08C19C},15204072
2273,{C5CD0FA0-2904-4B70-8560-1B32A029B798},15202025
2274,{3BF1BE1C-7E66-442B-9D80-AB031234CFEB},15202026
2275,{C1BA431B-7DF5-413F-AD2C-0C20091CCA5D},15204075
2276,{A8073F1C-F2AF-4D96-B367-6D350F319E6F},15204076
2277,{9B335C3D-5253-4448-A12D-BFB29E1C06C1},15204077
2278,{21BD9FEF-C4AD-4551-B3CF-AF1622D439F7},15202030
2279,{0F80B240-34D0-4CC4-81FB-31D3106E8DFD},15204079
2280,{DE984D96-82AD-41E2-8377-2416D2666C22},15204080
2281,{CF5F6EDC-0372-4F35-A6D4-2D288CE4B1C7},15204081
2282,{4A3981DB-1ABF-4AB5-AAC4-09C87B5A2CFF},15204082
2283,{33824760-6168-4FA8-A31B-2748BB910CCC},15204083
2284,{A621E377-D554-447D-9ACA-1F02AB416DBA},15204084
2285,{43823FDC-5D58-440D-9355-8376F4496085},15204085
2286,{114D0330-9993-4A8C-A4C2-4BA88193380F},15204086
2287,{C69146D3-E969-42E6-9EAD-F7D76D8E3EC2},15202039
2288,{FD0A21A1-FFCC-4878-944C-E47F07D6580E},15202040
2289,{2C8426A6-CE9E-4446-9660-170379D72BC4},15202041
2290,{3BF7E5F9-DFFD-47A2-9169-66EFF6F764A6},15202043
2291,{D54158B7-CD03-4F69-BE09-0916DE488AE9},15202044
2292,{79C1B774-1A12-498F-88A2-FB6D1E86AB17},15202045
2293,{8D9460BD-B5EE-420B-A652-C78281901AF2},15202046
2294,{0C745147-A9D8-4BF4-B0B8-48DBF9DBDFBB},15202047
2295,{7FD98F6E-9E56-4A9F-A31B-EB80FC1B9A23},15202051
2296,{E662E6B7-C50C-44B0-8732-BDE4BBDF3080},15202053
2297,{A19EF61C-6CBC-42D1-A845-F25878C5F4BF},15202054
2298,{04B7FCCF-6E6B-4608-83CD-D03741067361},15202055
2299,{E03A2436-732B-4842-A2D2-815365637B13},15202056
2300,{E31CDFF3-5FBF-4F98-AE49-013D06DE5228},15202057
2301,{B3C7AAEC-1764-4B1D-A98C-5418D61C24BF},15202058
2302,{48D09D51-FE0C-4E3A-8435-9D51CE435BA8},15202059
2303,{D0625016-4101-47E4-96F5-00AD8D426D7A},15202060
2304,{57251903-4CE5-457D-ACBF-54A9BAE6CF36},15202061
2305,{18E1A110-37B1-4652-98FE-FD7324A42E0F},15202062
2306,{212DE1CC-3512-49BD-83BA-83E9D9121BBD},15202063
2307,{6388A4D0-3AE4-4551-9B5C-5BC5464AD42D},15202064
2309,{25682AB4-768C-44B4-ACE0-DACBADF12700},15202066
2310,{3C719449-236F-4295-86A0-E1B0BF482559},15202067
2311,{AE1D9B4A-79F3-47F8-9DD4-AD11F4FFDF13},15202068
2312,{F5308C19-3A06-4E9A-BC93-8557582D4823},15202069
2313,{2CB17E57-A46E-4198-AF8A-275B1354BBCA},15202070
2314,{9F332133-AA71-49C5-8A63-14B20BB91B3C},15202071
2315,{FA8C3ED6-9552-445B-8FD4-9A76045BDDF3},15202072
1212,{52664B3E-91B1-4C0E-8DA3-DC84EADC74B4},15202156
1151,{6E003982-F827-41CD-9D13-A24D341B4155},15202008
1154,{77A12BD9-CA9E-4BDE-A3E5-74F7F4AC3FFE},15202013
1156,{6E90FC0F-682C-4C0F-8521-65194954B9A4},15202017
1157,{AC41DF89-69A6-4845-AB68-3B6D8E98049E},15202018
1158,{3971CBCC-5640-4EBA-B5D3-6A4293BDD9A4},15202019
1159,{2237B417-0666-40FC-A545-5BA448490E94},15202020
1160,{7F2BEABB-582D-44EB-8008-6F890F43FC4D},15202024
1161,{378A896B-AAC0-4BE9-9348-6EBB87FA64AB},15202028
1162,{0E76A622-D7A5-4AFD-9BC0-74D2194F9D86},15202032
1163,{E61075EE-D3BC-41DD-89BB-6EDA7E198561},15202036
1164,{BE7BCA07-88DA-44F3-A517-497B3D5D3DD6},15202042
