OBJECTID,UUID,OPERATOR,DATEOFCREATION,DATEOFCHANGE,CREATION_YEAR,CREATION_MONTH,REVISION_YEAR,REVISION_MONTH,REASONFORCHANGE,OBJECTORIGIN,OBJECTORIGIN_YEAR,OBJECTORIGIN_MONTH,RC_ID,WU_ID,RC_ID_CREATION,WU_ID_CREATION,REVISION_QUALITY,ORIGINAL_ORIGIN,INTEGRATION_OBJECT_UUID,TREE_LEVEL,DESCRIPTION,GEOLCODE
6463,{B39777DE-2BBA-4EDF-BC0A-B6ABA2B1F8EE},,2022-08-25 12:36:43.000000,2022-08-25 12:36:43.000000,,,,,,,,,,,,,,,,3.0,Schlieren-Sandstein: Im Paläogen tektonisch überprägt,15203573
6464,{955175CF-1918-4C77-88EC-8B53A8CAE3A8},,2022-08-25 12:36:45.000000,2022-08-25 12:36:45.000000,,,,,,,,,,,,,,,,1.0,Leimern-Sch.,15203574
6465,{C9E306ED-7DEA-4BFD-AB26-4B5E40A5767A},,2022-08-25 12:36:47.000000,2022-08-25 12:36:47.000000,,,,,,,,,,,,,,,,2.0,Mittelpenninikum: Trias: Rauwacke und Sandstein,15203575
6466,{57D775D3-4B70-493A-802D-9978DB12ACCE},,2022-08-25 12:36:49.000001,2022-08-25 12:36:49.000001,,,,,,,,,,,,,,,,2.0,Guber- Schoni- und Schlieren-Sandstein,15203576
6467,{427CE3E5-ED52-4BFA-BAE2-0A6A2712C0F1},,2022-08-25 12:36:50.000000,2022-08-25 12:36:50.000000,,,,,,,,,,,,,,,,2.0,Zentralschweizerische Klippen: Mittellias,15203577
7121,{7804465C-26EC-440C-BF7E-D6588B7BF485},,2022-12-05 18:21:01.000000,2022-12-05 18:21:01.000000,,,,,,,,,,,,,,,,3.0,Nolla-Tonschiefer: Quarzsandstein,15203579
1191,{FD0B1D95-ECE5-47E0-8B5D-C2E46016C856},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Kössen-Fm.: Mitgel-Mb.,15204026
1192,{7DFF62F4-01C6-45FF-BF43-A876F364DC8F},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Kössen-Fm.: Ramoz-Mb.,15204027
1193,{C8C2DA80-1F20-4BAA-936B-BCB96D7C11F8},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Kössen-Fm.: Schesaplana-Mb.,15204028
1194,{6F04B207-5095-430F-AD41-11C8B0ACBED7},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Kössen-Fm.: Alplihorn-Mb.,15204029
1195,{43C72BA9-9FA2-45F6-9530-A2B6EF4E69A0},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Ostalpin: Hauptdolomit-Gr.,15204030
1196,{CA221434-16FE-4825-8BF9-CBB24767332D},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Murtèr-Plattenkalk,15204031
1197,{507B541A-9A91-4DA5-8EDD-43EB9A3B1457},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Murteret-Dolomit,15204032
1198,{F29007A5-57EE-479E-B8F4-00562B61C177},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Diavel-Fm.,15204033
1199,{663E9EBF-A887-4FF7-B1C5-1612DFD25513},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Quattervals-Fm.,15204034
1200,{723F15AA-7DB7-4626-A2DB-BD3422482159},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Quattervals-Fm.: Crappa-Mala-Mb.,15204035
1201,{651DB906-6623-46AB-8C7B-500A0FEA1D21},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Quattervals-Fm.: Pra-Grata-Mb.,15204036
1202,{692E9CB2-802D-439E-95B4-7E81574F50B3},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Müschauns-Dolomit,15204037
1203,{BAF5CAFD-DF49-4633-9020-0455FE57F5CD},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Ostalpin: Raibl-Gr.,15204038
1204,{00F631A0-3952-4930-93A8-992C53934FDB},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Fanez-Fm.,15204039
1205,{5D7B0508-8A9F-4AC4-B243-491A1221EDDC},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Fanez-Fm.: Valbella-Mb.,15204040
1206,{F5579C3D-3620-4815-9AFD-EFAA1CAA9BDB},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Fanez-Fm.: Dolomit,15204041
1207,{1A774D3E-5784-4FE0-BE62-1A6ECAED5567},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Fanez-Fm.: Mezdi-Mb.,15204042
1208,{54CC5176-BD9C-404E-8B4F-E0B75B0207F4},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Fanez-Fm.: Cluozza-Mb.,15204043
1209,{080C2B4A-C582-4AAA-A2D0-1EC605942547},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Fanez-Fm.: Stugl-Gips,15204044
1210,{1E150518-D2A4-423B-A24B-2F8F011E3C00},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Minger-Fm.,15204045
1211,{B4D68D2E-793F-439B-89F4-5D00B54A4A6F},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Minger-Fm.: Dolomit,15204046
1212,{4CBE7FFC-10A1-4EA0-AA09-554F39736D23},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Mingèr-Fm.: Mora-Mb.,15204047
7093,{E62C9F2D-B57E-4485-86FB-D0937C746F92},,2022-12-05 18:20:29.000000,2022-12-05 18:20:29.000000,,,,,,,,,,,,,,,,3.0,Tubeschwanz-Schotter,15201562
7094,{F4C4F444-3166-48E7-93EF-B4066B8189E8},,2022-12-05 18:20:30.000000,2022-12-05 18:20:30.000000,,,,,,,,,,,,,,,,3.0,Weisweil-Schotter,15201563
7095,{23CD5295-CCDC-439F-90C9-8FF42F06249C},,2022-12-05 18:20:31.000000,2022-12-05 18:20:31.000000,,,,,,,,,,,,,,,,3.0,Paradiesgärtli-Schotter,15201561
7096,{A0A5FCF4-A52E-4AC8-9FB3-37ADC0A2A9F7},,2022-12-05 18:20:32.000000,2022-12-05 18:20:32.000000,,,,,,,,,,,,,,,,4.0,Stetten-Schotter,15201565
7104,{47F0706B-4DB6-48BC-8863-0B37B1851477},,2022-12-05 18:20:41.000001,2022-12-05 18:20:41.000001,,,,,,,,,,,,,,,,4.0,Volken-Lehm,15201544
7105,{4E8E9F2B-FE95-4823-BF9A-C15D13FF079F},,2022-12-05 18:20:42.000000,2022-12-05 18:20:42.000000,,,,,,,,,,,,,,,,5.0,Weiach-Schotter,15201549
7106,{A6A7DAFC-E4FF-423B-9515-A05F2F8A6A84},,2022-12-05 18:20:43.000000,2022-12-05 18:20:43.000000,,,,,,,,,,,,,,,,4.0,Rheinau-Till,15201545
7107,{1414115C-4943-4F3C-8356-ACE1A2DBB785},,2022-12-05 18:20:44.000000,2022-12-05 18:20:44.000000,,,,,,,,,,,,,,,,4.0,Ellikerholz-Formation,15201546
7108,{2FC7AC95-7189-4429-B959-A715AB9D880D},,2022-12-05 18:20:46.000000,2022-12-05 18:20:46.000000,,,,,,,,,,,,,,,,4.0,Eggholz-Formation,15201547
7109,{DB2AA86D-C939-484B-B462-CD6C7E9FA1A8},,2022-12-05 18:20:47.000000,2022-12-05 18:20:47.000000,,,,,,,,,,,,,,,,4.0,Bannhalden-Schotter,15201548
7111,{1165728A-219C-49E5-8F34-0B90AF4D7545},,2022-12-05 18:20:49.000001,2022-12-05 18:20:49.000001,,,,,,,,,,,,,,,,5.0,Balm-Schotter,15201550
7112,{19166CA1-6641-476C-B081-BFD70FA5B690},,2022-12-05 18:20:50.000000,2022-12-05 18:20:50.000000,,,,,,,,,,,,,,,,4.0,Windlach-Till,15201551
7113,{83F10538-F5D0-4ACB-A071-51830651B9EF},,2022-12-05 18:20:51.000000,2022-12-05 18:20:51.000000,,,,,,,,,,,,,,,,4.0,Südranden-Till,15201552
7114,{9769D4D7-C97D-4B1D-80B6-CAD167ABB345},,2022-12-05 18:20:53.000000,2022-12-05 18:20:53.000000,,,,,,,,,,,,,,,,4.0,Schlossbuck-Schotter,15201553
7116,{4A2BE1F0-BB2A-4C4E-8DF3-B465C083D250},,2022-12-05 18:20:55.000000,2022-12-05 18:20:55.000000,,,,,,,,,,,,,,,,4.0,Risibüel-Schotter,15201554
7118,{0C0FB1E9-D006-4BEF-B0C5-BA62B44FF8E2},,2022-12-05 18:20:57.000001,2022-12-05 18:20:57.000001,,,,,,,,,,,,,,,,4.0,"Schmerlet- und Toktri-Formation, undifferenziert",15201555
7119,{18F5AADA-580A-4FB0-B94D-2B33AA148533},,2022-12-05 18:20:58.000000,2022-12-05 18:20:58.000000,,,,,,,,,,,,,,,,2.0,"Niederterrassenschotter, tiefere Niveaus",15201534
7120,{6D0974B8-D5F9-48B9-BAF0-9F6E0FF92BB7},,2022-12-05 18:20:59.000000,2022-12-05 18:20:59.000000,,,,,,,,,,,,,,,,3.0,Hasli-Formation,15201564
7122,{78F5F5B8-5867-4489-8F8E-39509BCD7BCE},,2022-12-05 18:21:02.000000,2022-12-05 18:21:02.000000,,,,,,,,,,,,,,,,1.0,Bergsturzablagerung von Bargis,15201532
7123,{20399DB4-C634-40C0-BA93-7BB08C0C3FCA},,2022-12-05 18:21:03.000000,2022-12-05 18:21:03.000000,,,,,,,,,,,,,,,,1.0,Bergsturzablagerung von Fidaz,15201533
7124,{8B442657-52D5-4B75-9BC5-7D30FC33EC41},,2022-12-05 18:21:04.000000,2022-12-05 18:21:04.000000,,,,,,,,,,,,,,,,4.0,Stadel-Till,15201543
7125,{86805730-9DA0-40E3-9682-586E20CFB7A4},,2022-12-05 18:21:05.000001,2022-12-05 18:21:05.000001,,,,,,,,,,,,,,,,2.0,"Niederterrassenschotter, zweitoberste Terrasse",15201535
3990,{11C83827-B23D-42D1-BDA0-14B836B9E3AB},,2018-10-03 13:30:30.000000,2018-10-03 13:30:30.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte stratigraphische Einheit: Dogger,15206026
3991,{EE13102F-496A-4D9E-8C86-F97CED384F35},,2018-10-03 13:30:31.000000,2018-10-03 13:30:31.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte stratigraphische Einheit: Malm,15206027
3992,{F9E78D78-98F2-411B-BEB7-15F9B822EA2F},,2018-10-03 13:30:32.000000,2018-10-03 13:30:32.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte stratigraphische Einheit: Kreide,15206028
3993,{9EBD8320-6573-4B5E-BF3C-46AA45A9DC01},,2018-10-03 13:30:33.000000,2018-10-03 13:30:33.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte stratigraphische Einheit: Trias,15206029
3994,{5F113318-5A0C-4101-B788-9B92911595DC},,2018-10-03 13:30:34.000000,2018-10-03 13:30:34.000000,,,,,,,,,,,,,,,,3.0,Undifferenzierte lithologische Einheit: Sedimentgestein,15206030
3995,{A4FF18AD-2101-435B-B853-951C1A37703E},,2018-10-03 13:30:35.000000,2018-10-03 13:30:35.000000,,,,,,,,,,,,,,,,3.0,Undifferenzierte lithologische Einheit: Kristallingestein,15206031
3996,{4BB914AF-08F8-4101-ADC1-1DC4674B9C8D},,2018-10-03 13:30:36.000001,2018-10-03 13:30:36.000001,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Granit,15206032
3997,{5297B276-62C3-4CAD-8033-A9004D7A140E},,2018-10-03 13:30:37.000000,2018-10-03 13:30:37.000000,,,,,,,,,,,,,,,,2.0,Undifferenzierte stratigraphische Einheit,15206033
3998,{EDD07C67-0536-4366-9128-B52E25E54887},,2018-10-03 13:30:38.000000,2018-10-03 13:30:38.000000,,,,,,,,,,,,,,,,3.0,Undifferenzierte stratigraphische Einheit: Mesozoikum,15206034
3999,{1489D1E1-0AFA-443F-80A7-40F8236C4365},,2018-10-03 13:30:39.000000,2018-10-03 13:30:39.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Rhyolith,15206035
4000,{BF2A9E01-2679-4D5B-BEAC-37BB6986E325},,2018-10-03 13:30:40.000000,2018-10-03 13:30:40.000000,,,,,,,,,,,,,,,,3.0,Undifferenzierte lithologische Einheit: Grüngestein,15206036
4001,{0DCEE806-4269-4CD7-A4C4-542DE1AA2552},,2018-10-03 13:30:41.000000,2018-10-03 13:30:41.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Amphibolit,15206037
4002,{8D574F89-558E-41A5-8C0C-8D8D3B9D21AC},,2018-10-03 13:30:42.000000,2018-10-03 13:30:42.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Quarzgang,15206038
4003,{A91340BF-8DAB-41E6-8CF5-941697A49B26},,2018-10-03 13:30:43.000000,2018-10-03 13:30:43.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Aplit,15206039
4004,{07A8C02E-ADCF-4C78-9344-8C7D8C70559B},,2018-10-03 13:30:43.000000,2018-10-03 13:30:43.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Pegmatit,15206040
1213,{651F11F9-FE51-44A1-83B7-E103B8EB37C4},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Garone-Fm.,15204048
1214,{E342EDBB-818D-419D-960B-12F29D8ED6B8},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Arlberg-Fm.,15204049
1215,{39BB3A20-376F-4424-94BE-C0836507837B},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Partnach-Fm.,15204050
1216,{767881E2-1E15-4464-B67C-70239EDB4AF3},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Altein-Fm.,15204051
1217,{3F27AA0D-460F-4E2E-8B04-4257EC7E2FEB},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Altein-Fm.: Parai-Alba-Mb.,15204052
1218,{54E7F98D-768A-4F9F-9E59-22D2C033052E},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Prosanto-Fm.,15204053
1219,{76A4326D-ADEF-4D3F-AA2B-2AB0F167A815},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Vallatscha-Fm.,15204054
1220,{D59C1CF7-E462-4F61-BB97-6A6FA1E6C866},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Vallatscha-Fm.: Tiaun-Brekzie,15204055
1221,{E2980EC8-D7E4-488B-B6D0-FF0C0129EDE9},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Vallatscha-Fm.: Dolomit,15204056
1222,{253ADD2E-D152-4988-AFEA-DC4AB20A0980},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Vallatscha-Fm.: Turettas-Mb.,15204057
1223,{7BFDB9CA-7667-4CFD-8AEB-C82C1318760A},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Vallatscha-Fm.: Landwasser-Mb.,15204058
1224,{97700D6C-081D-45DD-B0FA-05473ED3E8DC},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,S-charl-Fm.,15204059
1225,{EBAB0D9A-2CC1-499A-B1E2-8861FBFE42A3},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,S-charl-Fm.: Sertig-Mb.,15204060
1226,{0ACA1763-4193-4E2B-833A-7009FC808904},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,S-charl-Fm.: Ravais-ch-Mb.,15204061
1227,{6BEFAEB4-FA9C-42F5-82EE-7FBDB93E1E39},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Reiflingen-Fm.,15204062
1228,{6D1CCF8F-373C-4741-B2BB-8DCC1FB8CAA6},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Ducan-Fm.,15204063
1229,{F9FA922C-3A47-4FCB-905C-25E0E8B48643},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Ducan-Fm.: Trochitendolomit,15204064
1230,{29BD9004-0C62-45EF-8F58-95C4C5DD9090},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Ducan-Fm.: Brachiopodenkalk,15204065
1231,{3047468E-960E-4DCA-BB48-D23CBB2705E9},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Ducan-Fm.: Eisendolomit-Mb.,15204066
1232,{840D65C0-452B-4D11-B52F-8F23DB0E1E16},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Ducan-Fm.: Gracilis-Mb.,15204067
1233,{7BE1F49F-E044-4859-A095-A0A2CD23C204},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Gutenstein-Fm.,15204068
1234,{6DCB4715-5EAA-4D1F-9441-B14BF05DD042},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Reichenhall-Fm.,15204069
1235,{2E90AFF0-47D8-48E0-A5C4-B9AA4366CD08},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Fuorn-Fm.,15204070
1236,{C6ED3953-CCA0-4349-9C5E-A1D092C41709},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Fuorn-Fm.: Punt-la-Drossa-Mb.,15204071
1237,{21D27D50-CC7D-460B-9441-4FC364313D09},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Fuorn-Fm.: Pflanzenquarzit,15204072
1238,{1E455EE0-F258-4A78-A008-4C23AE963F9A},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Fuorn-Fm.: Unterer Teil,15204073
1239,{057379C9-BEAF-4096-A061-A8801F85C97C},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Ruina- und Chazfora-Fm.,15204074
1240,{92DE4ACC-F72C-44B2-97D2-F50AA8ED595B},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Chazforà-Fm.,15204075
1241,{23BD20CC-B5BA-4D52-8463-9C5DF8B6CE63},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Chazforà-Fm.: Tuors-Mb.,15204076
1242,{A4D4A3CC-005C-44BD-9551-92A56BB2FC67},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Chazforà-Fm.: Val-Püra-Mb.,15204077
1243,{4A477DF3-4365-48BC-BEDE-F22DFF9244FD},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Präbichl-Fm.,15204078
1244,{04CADC21-1B9E-47F8-9EB2-5E65A610B7D5},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Ruina-Fm.,15204079
1245,{F70FDC19-A58C-42FB-9F2F-2D01CA86CD87},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Ruina-Fm.: Sandhubel-Mb.,15204080
1246,{EACA69B8-C88B-4942-908B-235B42672DC3},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,3.0,Ruina-Fm.: Bellaluna-Mb.,15204081
1321,{9E3E0C00-0783-4A74-A43B-96FB35734183},,2017-04-18 14:34:28.000000,2017-04-18 14:34:28.000000,,,,,,,,,,,,,,,,4.0,Mönchalp-Augengneis,15204082
1322,{EBFEBB70-4966-425A-9932-CDF71321E018},,2017-04-18 14:35:46.000000,2017-04-18 14:35:46.000000,,,,,,,,,,,,,,,,4.0,Tschuggen-Augengneis,15204083
1323,{F1CDFFCF-BC36-4E0E-A29F-D98210214BF8},,2017-04-18 14:37:04.000000,2017-04-18 14:37:04.000000,,,,,,,,,,,,,,,,4.0,Güstizia-Gneis,15204084
1324,{638EFFFF-67E5-44C6-90CB-13F8E509B811},,2017-04-18 14:38:22.000000,2017-04-18 14:38:22.000000,,,,,,,,,,,,,,,,4.0,Plasseggen-Augengneis,15204085
1325,{8E5FCCEA-171E-40C9-9CF2-83F51506472A},,2017-04-18 14:39:39.000000,2017-04-18 14:39:39.000000,,,,,,,,,,,,,,,,1.0,Ostalpin: Trias,15204086
3747,{FD1690F8-7836-40B4-BB8E-987862598168},,2018-03-08 11:25:23.000000,2018-03-08 11:25:23.000000,,,,,,,,,,,,,,,,1.0,Ostalpin: Dogger,15204087
3748,{DF3EC700-7881-45F9-B434-D592E97AC649},,2018-03-08 11:26:26.000000,2018-03-08 11:26:26.000000,,,,,,,,,,,,,,,,1.0,Ostalpin: Radiolarit-Aptychenkalk,15204088
3749,{8BC3CFFC-D3C5-4666-8316-3BBF9CFA7346},,2018-03-08 11:27:29.000000,2018-03-08 11:27:29.000000,,,,,,,,,,,,,,,,1.0,Ostalpin: Kreide,15204089
3750,{06A82B22-3409-48F3-BA22-C0CBCFD8B886},,2018-03-08 11:28:33.000000,2018-03-08 11:28:33.000000,,,,,,,,,,,,,,,,1.0,Ostalpin: Lias,15204090
3751,{7B18C30A-A3FE-4641-A2BD-812DE4685C23},,2018-03-08 11:29:35.000000,2018-03-08 11:29:35.000000,,,,,,,,,,,,,,,,1.0,Ostalpin: Grundgebirge,15204091
3752,{A8F736A7-DE1E-4DE6-873E-563B3F0BC2BC},,2018-03-08 11:30:38.000000,2018-03-08 11:30:38.000000,,,,,,,,,,,,,,,,2.0,Nair-Porphyroid,15204092
7436,{FCF5499C-F9A1-4CB9-8CAE-D389C6FDC6C6},,2024-04-03 16:15:44.000000,2024-04-03 16:15:44.000000,,,,,,,,,,,,,,,,3.0,Plaffeien-Seetone,15201566
7438,{8EE8E3C8-40D7-43D3-BD80-945623138C6F},,2024-04-03 16:15:45.000000,2024-04-03 16:15:45.000000,,,,,,,,,,,,,,,,4.0,Plasselb-Stauschotter,15201567
4005,{C31BCF7D-88F5-4416-80CD-6B77DA44464C},,2018-10-03 13:30:44.000000,2018-10-03 13:30:44.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Prasinit,15206041
4006,{7CBA150D-F4B2-4D87-9446-7F83F61E1FF9},,2018-10-03 13:30:45.000000,2018-10-03 13:30:45.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Serpentinit,15206042
4007,{0FC5C16A-ECB3-408D-B9AE-AEC416332F4C},,2018-10-03 13:30:46.000000,2018-10-03 13:30:46.000000,,,,,,,,,,,,,,,,3.0,Undifferenzierte lithologische Einheit: Mineralisierter Gang,15206043
4008,{851D2253-C86C-47E7-81BF-1BBF5E1B0122},,2018-10-03 13:30:47.000001,2018-10-03 13:30:47.000001,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Mikrogranit,15206044
4009,{70EF173C-F053-4E27-AA56-B684F5FAAE8D},,2018-10-03 13:30:48.000000,2018-10-03 13:30:48.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte stratigraphische Einheit: Rhät,15206045
4010,{0E0C543B-C35E-4236-9139-9F2C07A0C5DF},,2018-10-03 13:30:49.000000,2018-10-03 13:30:49.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Biogener Kalkstein,15206046
4011,{4B23CA39-1579-48D7-8055-D8EDD9E89C8D},,2018-10-03 13:30:50.000000,2018-10-03 13:30:50.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Rodingit,15206047
4012,{10556B5A-7B53-4897-8615-D7BABC480109},,2018-10-03 13:30:51.000000,2018-10-03 13:30:51.000000,,,,,,,,,,,,,,,,3.0,Undifferenzierte lithologische Einheit: Saures Ganggestein,15206048
4013,{F2D7BCA2-A822-434B-8516-4C03CD8B4029},,2018-10-03 13:30:52.000000,2018-10-03 13:30:52.000000,,,,,,,,,,,,,,,,3.0,Undifferenzierte lithologische Einheit: Basisches Ganggestein,15206049
4014,{C2861357-5132-466B-A1E4-404AC24AE33F},,2018-10-03 13:30:53.000000,2018-10-03 13:30:53.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Eklogit,15206050
4015,{661EADDF-01C4-42BA-ACC9-ED9FC618FE35},,2018-10-03 13:30:54.000000,2018-10-03 13:30:54.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Mylonit,15206051
4016,{5C8CB83F-0061-454C-8EF5-7A568F0B5ADD},,2018-10-03 13:30:55.000001,2018-10-03 13:30:55.000001,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Kalksilikatfels,15206052
4017,{0A429BCC-C6CA-43B2-80DB-CA745E52F71B},,2018-10-03 13:30:56.000000,2018-10-03 13:30:56.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Marmor,15206053
4018,{8DF408C3-3681-4BE5-9DE3-014943845801},,2018-10-03 13:30:57.000000,2018-10-03 13:30:57.000000,,,,,,,,,,,,,,,,4.0,Undifferenzierte lithologische Einheit: Sedimentäre Brekzie,15206054
4019,{881A29BD-B908-429A-B534-0F4178F8C817},,2018-10-03 13:30:57.000000,2018-10-03 13:30:57.000000,,,,,,,,,,,,,,,,3.0,Undifferenzierte stratigraphische Einheit: Paläozoikum,15206055
3582,{1E04EA2B-6A4A-4D0B-9A66-9093F9657F23},,2018-03-08 08:31:53.000000,2018-03-08 08:31:53.000000,,,,,,,,,,,,,,,,2.0,Ofenloch-Karstfüllung,15201259
3583,{E0F1C6C9-7E79-4F1B-BBF3-F9107D3666BA},,2018-03-08 08:32:47.000000,2018-03-08 08:32:47.000000,,,,,,,,,,,,,,,,4.0,Wurmsbach-Deltaablagerungen,15201260
