OBJECTID,UUID,OPERATOR,DATEOFCREATION,DATEOFCHANGE,CREATION_YEAR,CREATION_MONTH,REVISION_YEAR,REVISION_MONTH,REASONFORCHANGE,OBJECTORIGIN,OBJECTORIGIN_YEAR,OBJECTORIGIN_MONTH,RC_ID,WU_ID,RC_ID_CREATION,WU_ID_CREATION,REVISION_QUALITY,ORIGINAL_ORIGIN,INTEGRATION_OBJECT_UUID,TREE_LEVEL,DESCRIPTION,GEOLCODE
1326,{B408A4B4-3AF0-4827-BB2D-133C94F65734},,2017-04-18 14:40:57.000000,2017-04-18 14:40:57.000000,,,,,,,,,,,,,,,,1.0,Münsingen-Schotterkomplex,15201188
1327,{7A89C430-740A-49C3-9B69-1231458261DB},,2017-04-18 14:42:03.000000,2017-04-18 14:42:03.000000,,,,,,,,,,,,,,,,2.0,Alterswil-Schotter,15201189
1328,{8837F1DA-E2DD-4EF1-8898-70D7807CA12B},,2017-04-18 14:43:09.000000,2017-04-18 14:43:09.000000,,,,,,,,,,,,,,,,2.0,Karlsruhe-Schotter,15201190
1329,{FEE27AD0-01A3-4DDE-B556-3A45350FE018},,2017-04-18 14:44:16.000000,2017-04-18 14:44:16.000000,,,,,,,,,,,,,,,,2.0,Chisetal-Schotter,15201191
1330,{BD22461C-EF1A-498B-976D-89454F86CDDB},,2017-04-18 14:45:22.000000,2017-04-18 14:45:22.000000,,,,,,,,,,,,,,,,2.0,Grauholz-Schotter,15201192
1331,{5F83CA5E-2AE4-458B-ACA4-DFBE0E836319},,2017-04-18 14:46:28.000000,2017-04-18 14:46:28.000000,,,,,,,,,,,,,,,,2.0,Trachslau-Schotter,15201193
1332,{F30D4A04-2415-4B0A-84CE-3904762C8FBC},,2017-04-18 14:47:34.000000,2017-04-18 14:47:34.000000,,,,,,,,,,,,,,,,2.0,Bennau-Schotter,15201194
1333,{CA37DD34-1396-4DEA-9A17-F4DF86E523AF},,2017-04-18 14:48:40.000000,2017-04-18 14:48:40.000000,,,,,,,,,,,,,,,,2.0,Hütten-Schotter,15201195
1334,{F0D847EC-89E5-4F42-9ED3-A7B06EDB513F},,2017-04-18 14:49:46.000000,2017-04-18 14:49:46.000000,,,,,,,,,,,,,,,,2.0,Schnabelsberg-Stauchotter,15201196
1335,{156B90D8-A675-4B39-AAB3-DF302E781263},,2017-04-18 14:50:52.000000,2017-04-18 14:50:52.000000,,,,,,,,,,,,,,,,2.0,Einsiedeln-Lehm,15201197
3907,{20DABAE5-BB26-4669-A5FE-EB54198A45FB},,2018-10-03 13:29:12.000000,2018-10-03 13:29:12.000000,,,,,,,,,,,,,,,,1.0,Informell benannte künstliche Ablagerungen,15201312
3908,{BC479C86-63F0-448D-8F06-77C457FD4DF0},,2018-10-03 13:29:13.000000,2018-10-03 13:29:13.000000,,,,,,,,,,,,,,,,2.0,Künstliche Ablagerungen des Bahnhofs Brig,15201313
3909,{B8DABAED-8DCF-4E0E-AED3-D780ED25156A},,2018-10-03 13:29:13.000000,2018-10-03 13:29:13.000000,,,,,,,,,,,,,,,,2.0,Künstliche Ablagerungen Golar,15201314
3910,{C2B90F0E-242E-431F-A5AC-1788C4DF78D7},,2018-10-03 13:29:14.000000,2018-10-03 13:29:14.000000,,,,,,,,,,,,,,,,2.0,Künstliche Ablagerungen der Gamsenried-Deponie,15201315
3911,{030EB77B-65D8-47AB-8F93-B7CAF5CD585A},,2018-10-03 13:29:15.000000,2018-10-03 13:29:15.000000,,,,,,,,,,,,,,,,2.0,Künstliche Ablagerungen des Riedertals,15201316
3912,{B01AA028-E4EF-4518-AA82-54F35F612DD0},,2018-10-03 13:29:16.000000,2018-10-03 13:29:16.000000,,,,,,,,,,,,,,,,1.0,Informell benannte Sackungsmassen,15201317
3913,{A3DDB855-06A4-4D61-9051-62BB78F6BC14},,2018-10-03 13:29:17.000000,2018-10-03 13:29:17.000000,,,,,,,,,,,,,,,,2.0,Sackungsmasse des Heinzenbergs,15201318
3914,{A74CE213-A765-4C64-BE36-92B7C9FC8CB2},,2018-10-03 13:29:18.000001,2018-10-03 13:29:18.000001,,,,,,,,,,,,,,,,1.0,Informell benannte fluviatile Schotter,15201319
3915,{8AD81046-773D-428B-B562-5475751226D8},,2018-10-03 13:29:19.000000,2018-10-03 13:29:19.000000,,,,,,,,,,,,,,,,2.0,Schotter und Sand der Rhône,15201320
3916,{9C15195D-590B-4734-B5F9-2B1346D2EC15},,2018-10-03 13:29:20.000000,2018-10-03 13:29:20.000000,,,,,,,,,,,,,,,,2.0,Schotter und Sand der Vispa,15201321
3917,{3139BA89-2645-4640-89B6-B8A7785268C2},,2018-10-03 13:29:21.000001,2018-10-03 13:29:21.000001,,,,,,,,,,,,,,,,1.0,Informell benannter Bachschutt,15201322
3918,{B801833F-A81D-47CB-B03D-C565C30F776B},,2018-10-03 13:29:22.000000,2018-10-03 13:29:22.000000,,,,,,,,,,,,,,,,2.0,Bachschutt des Baltschiederbachs,15201323
3919,{1CC6C222-162F-4746-BCEF-E0FBE33F898A},,2018-10-03 13:29:23.000000,2018-10-03 13:29:23.000000,,,,,,,,,,,,,,,,2.0,Bachschutt des Bietschbachs,15201324
3920,{E7DA4745-D5D3-414E-A296-2AD2E8C17440},,2018-10-03 13:29:24.000000,2018-10-03 13:29:24.000000,,,,,,,,,,,,,,,,2.0,Bachschutt des Chelchbachs,15201325
3921,{5A6DBA88-ADA7-4853-A197-0842A242AB2F},,2018-10-03 13:29:25.000000,2018-10-03 13:29:25.000000,,,,,,,,,,,,,,,,2.0,Bachschutt der Gamsa,15201326
3922,{21B22218-80FF-4E16-AC36-3542B78AE16F},,2018-10-03 13:29:26.000000,2018-10-03 13:29:26.000000,,,,,,,,,,,,,,,,2.0,Bachschutt des Jolibachs,15201327
3923,{9B410CC9-8753-48C7-90D5-9A6D285476F7},,2018-10-03 13:29:27.000000,2018-10-03 13:29:27.000000,,,,,,,,,,,,,,,,2.0,Bachschutt der Lonza,15201328
3924,{70FE17CA-9990-4716-8EDB-9031AFDF200C},,2018-10-03 13:29:28.000000,2018-10-03 13:29:28.000000,,,,,,,,,,,,,,,,2.0,Bachschutt der Saltina,15201329
3925,{D5DA644D-F251-476D-88B7-D8B1498DAFE6},,2018-10-03 13:29:29.000001,2018-10-03 13:29:29.000001,,,,,,,,,,,,,,,,2.0,Bachschutt der Vispa,15201330
3926,{41F245BB-46B2-4BB4-888E-5A74D77CC673},,2018-10-03 13:29:30.000000,2018-10-03 13:29:30.000000,,,,,,,,,,,,,,,,2.0,Bachschutt der Gürbe,15201331
3927,{563E2B81-70A6-4AFF-9C31-CB5D2960B8DC},,2018-10-03 13:29:31.000000,2018-10-03 13:29:31.000000,,,,,,,,,,,,,,,,2.0,Bachschutt des Lombachs,15201332
3928,{4C86C494-708F-4B2E-9B0A-55A0C9D835AB},,2018-10-03 13:29:32.000000,2018-10-03 13:29:32.000000,,,,,,,,,,,,,,,,1.0,Pliozäne Ablagerungen,15201333
3929,{E75444B4-C319-4D4A-B975-0B0AE01A4C1F},,2018-10-03 13:29:33.000000,2018-10-03 13:29:33.000000,,,,,,,,,,,,,,,,4.0,Stockesee-Sediment,15201334
3930,{A48FB339-482A-445F-B069-E4EC92FE2328},,2018-10-03 13:29:33.000000,2018-10-03 13:29:33.000000,,,,,,,,,,,,,,,,4.0,Strätligen-Till,15201335
3931,{869CE98B-4967-4838-A2E5-C90E3DB40C98},,2018-10-03 13:29:34.000000,2018-10-03 13:29:34.000000,,,,,,,,,,,,,,,,4.0,Bärenholz-Till,15201336
3932,{82784A77-ABAB-4A70-8999-E05BE69095CC},,2018-10-03 13:29:35.000000,2018-10-03 13:29:35.000000,,,,,,,,,,,,,,,,4.0,Wässerifluh-Formation,15201337
3933,{94E31CE0-D1EE-4FDD-BD45-6E87C654506E},,2018-10-03 13:29:36.000000,2018-10-03 13:29:36.000000,,,,,,,,,,,,,,,,3.0,Schlyffi-Till,15201338
3934,{E0F26FD9-9364-44E1-87DF-C2AFE54435C1},,2018-10-03 13:29:37.000001,2018-10-03 13:29:37.000001,,,,,,,,,,,,,,,,3.0,Brüggstutz-Schotter,15201339
3935,{2C97AFB3-E15E-4E73-9594-42D9AA8AACCA},,2018-10-03 13:29:38.000000,2018-10-03 13:29:38.000000,,,,,,,,,,,,,,,,4.0,Guntelsei-Till,15201340
3936,{BFF9FE42-8916-4F30-94E3-2BED5436762F},,2018-10-03 13:29:39.000000,2018-10-03 13:29:39.000000,,,,,,,,,,,,,,,,3.0,Guntelsei-Schotter,15201341
3937,{2D79B09D-3B54-47A0-A23E-B4B076541105},,2018-10-03 13:29:40.000000,2018-10-03 13:29:40.000000,,,,,,,,,,,,,,,,2.0,Steghalden-Schotter,15201342
3938,{B48D9793-8585-47E0-83AC-5A64DB1A8039},,2018-10-03 13:29:41.000000,2018-10-03 13:29:41.000000,,,,,,,,,,,,,,,,2.0,Glütschtal-Formation,15201343
3939,{BCF35EC4-863C-45A6-AACC-929289351948},,2018-10-03 13:29:42.000000,2018-10-03 13:29:42.000000,,,,,,,,,,,,,,,,2.0,Hahni-Schotter,15201344
7729,{7A35B377-AF87-4D06-B90F-5A1AF455CF9B},,2024-07-18 13:35:43.000000,2024-07-18 13:35:43.000000,,,,,,,,,,,,,,,,4.0,Lirec-Fm.: Amphibolit,15203600
7730,{568212C2-73DE-46B2-AE8E-35AEEE128A40},,2024-07-18 13:35:43.000000,2024-07-18 13:35:43.000000,,,,,,,,,,,,,,,,4.0,Ergischhorn-Komplex: Brändjispitz-Gabbro,15203601
7731,{D0B62E7B-25B2-455F-A2FE-97D3FAFF23D6},,2024-07-18 13:35:44.000000,2024-07-18 13:35:44.000000,,,,,,,,,,,,,,,,4.0,Ergischhorn-Komplex: Eklogit,15203602
7732,{DD64090D-6E83-4FE3-ACD0-94E0D60FA743},,2024-07-18 13:35:44.000000,2024-07-18 13:35:44.000000,,,,,,,,,,,,,,,,2.0,Südegg-Komplex: Prasinit,15203603
7733,{EAA145FB-D91A-4FD3-8DDD-7AE766645411},,2024-07-18 13:35:45.000000,2024-07-18 13:35:45.000000,,,,,,,,,,,,,,,,2.0,Südegg-Komplex: Talk-Chloritschiefer,15203604
7750,{59CA98ED-09D0-45BB-A092-D00DA6ED844C},,2024-07-18 13:35:53.000000,2024-07-18 13:35:53.000000,,,,,,,,,,,,,,,,2.0,Gurnigel-Decke: Flysch-3,15203605
7735,{962CAC4F-4F17-4136-AB0D-63C8FFDD597E},,2024-07-18 13:35:46.000000,2024-07-18 13:35:46.000000,,,,,,,,,,,,,,,,2.0,Gurnigel-Decke: Flysch-2,15203606
7736,{D3731E18-8B3E-4E3C-BF70-88E536BF14E3},,2024-07-18 13:35:46.000000,2024-07-18 13:35:46.000000,,,,,,,,,,,,,,,,2.0,Hellstätt-Fm. und Flysch 2a,15203607
8106,{974CE369-8598-4A38-82AB-E7401852B10D},,2024-10-26 01:19:04.000000,2024-10-26 01:19:04.000000,,,,,,,,,,,,,,,,1.0,"Aroley-, Marmontains- und St-Chritophe-Fm.",15203608
8107,{B16C154F-E01A-46FB-A2D0-781B0667C2D5},,2024-10-26 01:19:04.000000,2024-10-26 01:19:04.000000,,,,,,,,,,,,,,,,2.0,Südegg-Komplex: Schwarzer Schiefer,15203609
8108,{70ABD717-6F9D-4F47-B68A-EC1F77DF8E74},,2024-10-26 01:19:05.000001,2024-10-26 01:19:05.000001,,,,,,,,,,,,,,,,2.0,Südegg-Komplex: Serpentinit,15203610
8109,{2062D2D0-2D8C-4564-87AD-30168F9A5045},,2024-10-26 01:19:05.000001,2024-10-26 01:19:05.000001,,,,,,,,,,,,,,,,2.0,Südegg-Komplex: Albitgneis,15203611
8110,{56965548-886C-4DD3-97C5-5B2BBAF3CA1F},,2024-10-26 01:19:06.000000,2024-10-26 01:19:06.000000,,,,,,,,,,,,,,,,2.0,Südegg-Komplex: Marmor,15203612
8111,{AC755E4B-469E-48CA-A308-D3CAAFFF0B31},,2024-10-26 01:19:06.000000,2024-10-26 01:19:06.000000,,,,,,,,,,,,,,,,2.0,Südegg-Komplex: Brekzie,15203613
8112,{0013EDE1-1249-47F2-A31D-6D53A7A08240},,2024-10-26 01:19:07.000000,2024-10-26 01:19:07.000000,,,,,,,,,,,,,,,,2.0,Südegg-Komplex: Gips,15203614
8113,{CEFF63CC-2499-41CC-8B5F-9C255143172D},,2024-10-26 01:19:07.000000,2024-10-26 01:19:07.000000,,,,,,,,,,,,,,,,1.0,Monte-Leone-Decke: Sedimentbedeckung,15203615
8078,{36902643-8620-4EBB-BB6F-1599B36B92FE},,2024-10-26 01:18:48.000000,2024-10-26 01:18:48.000000,,,,,,,,,,,,,,,,2.0,Monte-Leone-Decke: Dogger-Malm,15203616
8079,{5706C54C-E754-45BB-8F22-7F0067AF30EA},,2024-10-26 01:18:49.000001,2024-10-26 01:18:49.000001,,,,,,,,,,,,,,,,3.0,Monte-Leone-Decke: Dogger-Malm: Glimmerschiefer,15203617
4921,{ED3AFEB8-76CA-4364-A1F0-A27EF28EEDF0},,2020-09-20 00:30:40.000000,2020-09-20 00:30:40.000000,,,,,,,,,,,,,,,,2.0,Reusstal-Seebodensediment,15201507
4922,{237B149D-5414-4D45-974C-70105151D6F8},,2020-09-20 00:30:42.000000,2020-09-20 00:30:42.000000,,,,,,,,,,,,,,,,2.0,Wyna-Schotter,15201508
4923,{9694CFCD-EC16-411D-AEDE-00E418E3C03C},,2020-09-20 00:30:45.000000,2020-09-20 00:30:45.000000,,,,,,,,,,,,,,,,2.0,Rickenbach-Schotter,15201509
4924,{F15E8874-C636-4049-8BEF-4C323D287F50},,2020-09-20 00:30:47.000000,2020-09-20 00:30:47.000000,,,,,,,,,,,,,,,,2.0,Ermensee-Schotter,15201510
4925,{B36249C2-2B94-47EC-B4FB-122DC73DD996},,2020-09-20 00:30:49.000000,2020-09-20 00:30:49.000000,,,,,,,,,,,,,,,,5.0,Rüdelwald-Schotter,15201489
4926,{8876FE7E-CC32-434A-B256-B15738CDA1CE},,2020-09-20 00:30:51.000000,2020-09-20 00:30:51.000000,,,,,,,,,,,,,,,,2.0,Ämmet-Schotter,15201512
4927,{698D5E1E-6B9B-41A6-95EF-330D62925931},,2020-09-20 00:30:53.000000,2020-09-20 00:30:53.000000,,,,,,,,,,,,,,,,2.0,Homberg-Till,15201513
4928,{3D5480AA-68B5-4A60-AB92-C3E9F804D859},,2020-09-20 00:30:56.000000,2020-09-20 00:30:56.000000,,,,,,,,,,,,,,,,2.0,Lindenberg-Till,15201514
4929,{564C28DC-7383-42DF-BC7F-07F86D50CBE7},,2020-09-20 00:30:58.000000,2020-09-20 00:30:58.000000,,,,,,,,,,,,,,,,5.0,Heubeerihübel-Schotter,15201515
4930,{C017E6EC-6291-4E2B-8BB8-97858DB8D51E},,2020-09-20 00:31:00.000000,2020-09-20 00:31:00.000000,,,,,,,,,,,,,,,,3.0,Ritzhans-Schotter,15201516
4931,{28057591-1304-4299-BAB7-BF45BB333C43},,2020-09-20 00:31:02.000001,2020-09-20 00:31:02.000001,,,,,,,,,,,,,,,,3.0,Unterdorf-Schotter,15201517
4932,{F2EE52A1-1E00-464E-8632-946C69F3FAB8},,2020-09-20 00:31:04.000000,2020-09-20 00:31:04.000000,,,,,,,,,,,,,,,,3.0,Schönegg-Formation,15201518
4933,{905A0D2D-634C-42B0-8A9F-8115BF14E748},,2020-09-20 00:31:07.000000,2020-09-20 00:31:07.000000,,,,,,,,,,,,,,,,3.0,Säckingen-Schotter,15201519
4934,{BDFF29F4-6CBF-4E0C-A1E6-B4F2A6EA8D36},,2020-09-20 00:31:09.000000,2020-09-20 00:31:09.000000,,,,,,,,,,,,,,,,3.0,Bruderhäusle-Schotter,15201520
4935,{CF27F541-3294-4F12-A99B-27EADEEA9393},,2020-09-20 00:31:11.000000,2020-09-20 00:31:11.000000,,,,,,,,,,,,,,,,3.0,Mumpf-Schotter,15201521
4936,{FAF331B2-10D1-4518-B315-2DEAD04393D8},,2020-09-20 00:31:13.000001,2020-09-20 00:31:13.000001,,,,,,,,,,,,,,,,3.0,Riedmatt-Schotter,15201522
4937,{8B88A067-7A7C-4673-96A6-9A20B937396F},,2020-09-20 00:31:15.000000,2020-09-20 00:31:15.000000,,,,,,,,,,,,,,,,3.0,Beuggen-Schotter,15201523
4938,{1B1196C9-C219-4F15-BA7A-DB0EDE8E2DBB},,2020-09-20 00:31:17.000000,2020-09-20 00:31:17.000000,,,,,,,,,,,,,,,,3.0,Feldhof-Schotter,15201524
4939,{D260EFF3-7250-4BF1-8A66-9206D0E42C96},,2020-09-20 00:31:20.000000,2020-09-20 00:31:20.000000,,,,,,,,,,,,,,,,5.0,Spärgacher-Schotter,15201525
1314,{6526E116-5DD0-4B5B-A414-C2AB702B3FCC},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Morcote-Vulkanite: Basalt,15205068
1315,{FC931C7F-B9E0-46B6-ABFC-D7C2EDA51102},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,2.0,Morcote-Vulkanite: Basaler Tuf,15205069
1316,{EC0B3AFE-4E35-42D3-AB87-14114F2B71EA},,2016-01-01 00:00:00.000000,2016-01-01 00:00:00.000000,,,,,,,,,,,,,,,,1.0,Manno-Fm.,15205070
3762,{88AC3873-3FC5-4720-8F74-1723F0A707AC},,2018-03-08 11:41:15.000000,2018-03-08 11:41:15.000000,,,,,,,,,,,,,,,,1.0,Südalpin: Paläogen-Neogen,15205071
3763,{E16D5083-1A82-4CB1-8F4F-DCC173D939E1},,2018-03-08 11:42:21.000000,2018-03-08 11:42:21.000000,,,,,,,,,,,,,,,,1.0,Südalpin: Kreide,15205072
3764,{A4213FA0-FAFE-48AF-84C8-1779BEF0E1EA},,2018-03-08 11:43:29.000001,2018-03-08 11:43:29.000001,,,,,,,,,,,,,,,,1.0,Südalpin: Radiolarit-Aptychenkalk,15205073
3765,{027BA47D-0A41-41C1-B84E-5931F04BF706},,2018-03-08 11:44:39.000000,2018-03-08 11:44:39.000000,,,,,,,,,,,,,,,,1.0,Südalpin: Dogger,15205074
3766,{A54F7D65-B86F-4017-9073-2B82AD4D64E2},,2018-03-08 11:45:46.000001,2018-03-08 11:45:46.000001,,,,,,,,,,,,,,,,1.0,Südalpin: Lias,15205075
3767,{967DB23A-5CE6-4D17-91F1-BA7E71912C8F},,2018-03-08 11:46:50.000000,2018-03-08 11:46:50.000000,,,,,,,,,,,,,,,,1.0,Südalpin: Trias,15205076
3768,{A6B72218-0F1A-4DFF-958C-FC99817E33AA},,2018-03-08 11:47:54.000000,2018-03-08 11:47:54.000000,,,,,,,,,,,,,,,,1.0,Südalpin: Permo-Karbon,15205077
3769,{7B263367-18F0-4141-AA84-4ECAA5694BA2},,2018-03-08 11:48:57.000001,2018-03-08 11:48:57.000001,,,,,,,,,,,,,,,,1.0,Südalpin: Grundgebirge,15205078
3770,{960BC5FF-6C86-414E-8CC4-F43CC2D55366},,2018-03-08 11:50:01.000000,2018-03-08 11:50:01.000000,,,,,,,,,,,,,,,,2.0,Südalpin: Variszische Intrusiva,15205079
3771,{F7085BDE-3EDE-4624-A532-0F946C3FB0F7},,2018-03-08 11:51:05.000000,2018-03-08 11:51:05.000000,,,,,,,,,,,,,,,,3.0,San-Bernardo-Gneis,15205080
3772,{C286AF3B-30AE-4CDE-8608-B5C4ADACB46C},,2018-03-08 11:52:09.000000,2018-03-08 11:52:09.000000,,,,,,,,,,,,,,,,2.0,Südalpin: Prävariszische Metasedimente,15205081
3773,{D8F08D37-7242-421E-A8BF-BAFE4B041E68},,2018-03-08 11:53:13.000000,2018-03-08 11:53:13.000000,,,,,,,,,,,,,,,,3.0,Stabbiello-Gneis,15205082
3774,{B01879C1-0C9F-49A5-899B-D93F219C352E},,2018-03-08 11:54:16.000000,2018-03-08 11:54:16.000000,,,,,,,,,,,,,,,,3.0,Giumello-Gneis,15205083
3775,{C7AA3DE6-15B4-4FDC-A234-985A24BC8D84},,2018-03-08 11:55:20.000000,2018-03-08 11:55:20.000000,,,,,,,,,,,,,,,,3.0,Ceneri-Gneis,15205084
3776,{5660CD64-7D94-416C-9A8E-EA37D988E884},,2018-03-08 11:56:25.000000,2018-03-08 11:56:25.000000,,,,,,,,,,,,,,,,2.0,Südalpin: Proterozoische und paläozoische mafische und ultramafische Gesteine,15205085
3777,{A14BC945-10F2-43A9-ABA6-8003D10CF9F8},,2018-03-08 11:57:28.000001,2018-03-08 11:57:28.000001,,,,,,,,,,,,,,,,3.0,Mont-Morion-Granit,15205086
4314,{3532D2E9-B270-4602-8E85-6069A210F14D},,2019-03-06 19:37:50.000000,2019-03-06 19:37:50.000000,,,,,,,,,,,,,,,,3.0,Breithorn-Serpentinit,15203487
4368,{1E0D1E2D-E142-4F5E-9058-F2A24792719D},,2019-03-06 19:38:38.000000,2019-03-06 19:38:38.000000,,,,,,,,,,,,,,,,3.0,Loranco-Amphibolit,15203488
4369,{4E3DE4AF-A74A-4E1B-A925-5D459F0FCFB3},,2019-03-06 19:38:38.000000,2019-03-06 19:38:38.000000,,,,,,,,,,,,,,,,3.0,Andolla-Eklogit,15203489
4604,{B3F27D38-E734-4547-8531-D60877078CE6},,2019-08-12 15:02:53.000000,2019-08-12 15:02:53.000000,,,,,,,,,,,,,,,,1.0,Roz-Schiefer,15203490
4605,{8DE87ABE-F760-4B7A-B17F-84633CCC4079},,2019-08-12 15:02:54.000000,2019-08-12 15:02:54.000000,,,,,,,,,,,,,,,,1.0,Ramosch-Zone: Ophiolith,15203491
4606,{0321BAE0-51CE-4082-82DF-2E3D3F891FF6},,2019-08-12 15:02:54.000000,2019-08-12 15:02:54.000000,,,,,,,,,,,,,,,,2.0,Arosa-Decke: Metasedimente,15203492
4607,{7A8BEFEB-5717-4A98-AEF4-DA3032730388},,2019-08-12 15:02:55.000000,2019-08-12 15:02:55.000000,,,,,,,,,,,,,,,,3.0,Totalp-Serpentinit,15203493
4608,{9485C7A9-9B63-4E48-AEB6-10D2EE6C3C41},,2019-08-12 15:02:56.000001,2019-08-12 15:02:56.000001,,,,,,,,,,,,,,,,4.0,Maran-Brekzie,15203494
4609,{141543EE-F0A4-4071-8773-BA2F8FD28DD9},,2019-08-12 15:02:57.000000,2019-08-12 15:02:57.000000,,,,,,,,,,,,,,,,2.0,Tumpriv-Fm.: Solis-Kalk,15203495
4610,{8D27B405-573C-45CA-8DD1-1B48CEE698E0},,2019-08-12 15:02:57.000000,2019-08-12 15:02:57.000000,,,,,,,,,,,,,,,,2.0,Platta-Decke: Metasedimente,15203496
4611,{79986BE4-36D0-498C-8D61-206082273BD6},,2019-08-12 15:02:58.000000,2019-08-12 15:02:58.000000,,,,,,,,,,,,,,,,3.0,Flix-Sch.,15203497
4612,{76F898B2-20A3-463F-B7B2-8F98128E4C96},,2019-08-12 15:02:59.000000,2019-08-12 15:02:59.000000,,,,,,,,,,,,,,,,3.0,Platta-Decke: Calpionellenkalk,15203498
4613,{856FA5F4-EC8B-4160-9CF1-A961A0B9C812},,2019-08-12 15:03:00.000000,2019-08-12 15:03:00.000000,,,,,,,,,,,,,,,,3.0,Falotta-Radiolarit,15203499
4614,{FBB28143-F847-49D2-BC5F-D1ECB931AF1A},,2019-08-12 15:03:01.000000,2019-08-12 15:03:01.000000,,,,,,,,,,,,,,,,2.0,Platta-Decke: Ophiolith,15203500
4615,{C0E85D69-CB64-410A-9624-B153969C7426},,2019-08-12 15:03:01.000000,2019-08-12 15:03:01.000000,,,,,,,,,,,,,,,,1.0,Vignun-Gneis,15203501
4616,{0F1ADEF9-5F0E-411E-9E29-E5B56E56B63B},,2019-08-12 15:03:02.000000,2019-08-12 15:03:02.000000,,,,,,,,,,,,,,,,2.0,Avers-Decke: Metasedimente,15203502
4617,{BFC42418-2A6E-448B-AF9F-3284111DE2F0},,2019-08-12 15:03:03.000000,2019-08-12 15:03:03.000000,,,,,,,,,,,,,,,,2.0,Avers-Decke: Ophiolith,15203503
4618,{1E786463-0B24-4134-8C84-A7205122B71C},,2019-08-12 15:03:04.000001,2019-08-12 15:03:04.000001,,,,,,,,,,,,,,,,2.0,Tasna-Decke: Couches Rouges,15203504
4619,{CBFBA84A-EDCC-4B8D-A85A-37D349413B93},,2019-08-12 15:03:04.000001,2019-08-12 15:03:04.000001,,,,,,,,,,,,,,,,2.0,Tasna-Decke: Tristel-Fm.: Minschun-Brekzie,15203505
1336,{C1D77EDB-5CEB-477D-B7EE-5E81A2F6205A},,2017-04-18 14:51:59.000000,2017-04-18 14:51:59.000000,,,,,,,,,,,,,,,,2.0,Willisau-Schotter,15201198
1337,{3BEC4FFD-87E1-446F-82BD-D4EE93D9C18C},,2017-04-18 14:53:05.000000,2017-04-18 14:53:05.000000,,,,,,,,,,,,,,,,2.0,Wolhusen-Schotter,15201199
1338,{7032879A-6887-4398-839C-952DD25C5348},,2017-04-18 14:54:11.000000,2017-04-18 14:54:11.000000,,,,,,,,,,,,,,,,2.0,Wiggen-Schotter,15201200
1339,{CFDBC8A1-DCF8-4647-85A6-3DB9586A75D1},,2017-04-18 14:55:18.000000,2017-04-18 14:55:18.000000,,,,,,,,,,,,,,,,2.0,Menzingen-Schotter,15201201
1340,{B60F00FB-7742-458F-83E7-A25448C81E13},,2017-04-18 14:56:24.000000,2017-04-18 14:56:24.000000,,,,,,,,,,,,,,,,3.0,La-Tuffière-Schotter,15201202
1341,{E91C7626-1409-4DDA-8A6C-9D7281CB3C6E},,2017-04-18 14:57:31.000000,2017-04-18 14:57:31.000000,,,,,,,,,,,,,,,,4.0,Gontenschwil-Lehm,15201203
1342,{D2C634A9-C6BD-4430-9E83-D19C33FD999B},,2017-04-18 14:58:37.000000,2017-04-18 14:58:37.000000,,,,,,,,,,,,,,,,4.0,Mooslerau-Lehm,15201204
1343,{92A5238F-CB22-4224-A35B-B29EC6C7156F},,2017-04-18 14:59:43.000000,2017-04-18 14:59:43.000000,,,,,,,,,,,,,,,,4.0,Triengen-Schotter,15201205
1344,{46D01B6A-51F4-4BE4-AB40-22C1E7D0AED6},,2017-04-18 15:00:50.000000,2017-04-18 15:00:50.000000,,,,,,,,,,,,,,,,4.0,Triengen-Lehm,15201206
1345,{AC60F9D5-9509-4710-92A0-48AB654A75A0},,2017-04-18 15:01:57.000000,2017-04-18 15:01:57.000000,,,,,,,,,,,,,,,,4.0,Sihl-Schotter,15201207
1346,{C87A4D11-A154-4368-856D-0332503AA077},,2017-04-18 15:03:03.000000,2017-04-18 15:03:03.000000,,,,,,,,,,,,,,,,4.0,Haselbach-Schotter,15201208
1347,{38710681-6499-4891-B6D2-370B5811E203},,2017-04-18 15:04:10.000000,2017-04-18 15:04:10.000000,,,,,,,,,,,,,,,,4.0,Jonen-Schotter,15201209
1348,{AFF64A6A-727E-40DD-AEDF-DC1AA042526E},,2017-04-18 15:05:17.000000,2017-04-18 15:05:17.000000,,,,,,,,,,,,,,,,4.0,Aabach-Schotter,15201210
1349,{4B978A6E-11A8-46AC-B581-0B35E3959B52},,2017-04-18 15:06:24.000000,2017-04-18 15:06:24.000000,,,,,,,,,,,,,,,,4.0,Starrberg-Schotter,15201211
1350,{0A7757CC-FBBD-4897-A2CE-4D74A111F22F},,2017-04-18 15:07:31.000000,2017-04-18 15:07:31.000000,,,,,,,,,,,,,,,,4.0,Port-Stauschotter,15201212
1351,{ACF1E108-60B2-423B-8AC8-1C2ED9554D68},,2017-04-18 15:08:38.000000,2017-04-18 15:08:38.000000,,,,,,,,,,,,,,,,4.0,Rempen-Stauschotter,15201213
1352,{3A160ADD-AD5F-4FE4-ADE0-36BD772CD159},,2017-04-18 15:09:45.000000,2017-04-18 15:09:45.000000,,,,,,,,,,,,,,,,4.0,Dagmersellen-Vorstoss,15201214
