OBJECTID,UUID,LITSTRAT_FORMATION_BANK,GEOL_MAPPING_UNIT,CHRONO_TOP,CHRONO_BASE,LITHO_MAIN,LITHO_SEC,LITHO_TER,CORRELATION
3610,{29A0F546-47D6-4851-9F3A-1B6D7550E050},15256021.0,15205126.0,15001091.0,15001136.0,15111580.0,15111617.0,15111630.0,15287001.0
3611,{BF6A03ED-06F3-485E-9E60-4D26298D3C67},,15205127.0,15001091.0,15001136.0,15111510.0,15111630.0,,15287001.0
3612,{26CB76A1-AE25-44AE-92E9-6D8F56C56C5E},,15205128.0,15001093.0,15001119.0,15111391.0,15111410.0,,15287002.0
3613,{BD364AD0-8842-49A8-9AD9-516C127DCA91},,15205129.0,15001091.0,15001136.0,15111510.0,15111565.0,15111630.0,15287009.0
3614,{2D88F86A-8271-4DEF-A9C3-9311455DA528},,15205130.0,15001091.0,15001136.0,15111510.0,,,15287001.0
3615,{80A9FE36-EEA5-4D96-A43A-9F6B511FB06E},,15205131.0,15001093.0,15001119.0,15111533.0,,,15287001.0
3616,{E2E6C8A1-4071-4CF1-BA0E-159EEE5B718E},,15205132.0,15001091.0,15001136.0,15111579.0,15111635.0,15111486.0,15287001.0
3617,{B5E2E2C3-3379-43F6-A2D9-8D63AB3E8687},15258058.0,15205133.0,15001093.0,15001093.0,15111456.0,,,15287002.0
3618,{A1231F47-43A3-4CA4-8221-D092791AF33F},,15205134.0,15001093.0,15001093.0,15111443.0,15111431.0,,15287002.0
3619,{C7FB2699-90C8-4D40-A031-2008DE3B3B34},,15205135.0,15001091.0,15001136.0,15111530.0,15111346.0,15111486.0,15287001.0
3620,{A2A26E8C-4F7C-4920-A697-6991344504B1},,15205136.0,15001091.0,15001136.0,15111533.0,,,15287009.0
3621,{6E05A4AC-17A4-4BC1-9E4C-57C39A51C056},15258019.0,15205137.0,15001055.0,15001056.0,15111044.0,15111102.0,,15285025.0
8890,{8090DDF3-D9A7-4A6F-9666-FD189EEBA6D5},,15205138.0,15001093.0,15001093.0,15111391.0,,,15287002.0
8891,{03A45019-235A-4955-ABED-27F1F12DE792},,15205139.0,15001093.0,15001093.0,15111527.0,,,15287002.0
3495,{1E5F80E9-0A20-4E1D-9001-864ED5D66716},,15206001.0,15001029.0,15001029.0,15111348.0,,,15283004.0
3496,{9FF92250-858A-45AE-858E-A4C2FF01FE15},,15206002.0,15001024.0,15001031.0,15111391.0,,,15283006.0
3497,{4ED80D09-88BB-424F-B82B-66759F57B0D5},,15206003.0,15001030.0,15001030.0,15111410.0,15111419.0,15111391.0,15283007.0
3498,{4ED6F9AF-C175-4AF6-B138-96204320CFE2},,15206004.0,15001034.0,15001037.0,15111410.0,15111419.0,15111391.0,15283008.0
3499,{2AEF2FCF-64DF-44EB-ACA8-CD7BA47519A8},15259012.0,15206005.0,15001034.0,15001034.0,15111516.0,,,15283007.0
3500,{513824FF-5314-484D-A230-129DA48E6F4A},,15206006.0,15001034.0,15001034.0,15111410.0,,,15283007.0
3501,{B9CFAD46-3281-4403-B0A8-CB7D193C1C7B},,15206007.0,15001034.0,15001034.0,15111419.0,,,15283007.0
3502,{F4A88137-2E98-4BED-98CE-D734F1293335},15259013.0,15206008.0,15001034.0,15001034.0,15111437.0,,,15283007.0
3503,{8F46D8DD-3DF7-4D3B-B7B1-D2A039861D74},15259014.0,15206009.0,15001034.0,15001034.0,15111419.0,,,15283007.0
3504,{D4F9BF6A-54B4-4365-9475-45FE07041CF6},15259015.0,15206010.0,15001034.0,15001034.0,15111419.0,,,15283007.0
3505,{0688ED99-7FA8-465C-B40D-FA451E9EE3E4},15259011.0,15206011.0,15001034.0,15001034.0,15111410.0,,,15283007.0
3506,{3FFF006D-9A9A-42EE-B5AA-D98E65EDCA5A},15259010.0,15206012.0,15001034.0,15001034.0,15111410.0,,,15283007.0
3507,{19A87618-7CFB-4764-8A54-A34C7D09BEFC},15259009.0,15206013.0,15001030.0,15001030.0,15111401.0,,,15283007.0
3508,{74AEBE47-9A14-447D-A66D-850792AAAF1B},15259008.0,15206014.0,15001030.0,15001030.0,15111384.0,,,15283007.0
3509,{4B7D56F3-2CBD-44C9-9292-6AF5A43D7475},15259016.0,15206015.0,15001031.0,15001031.0,15111391.0,,,15283006.0
2892,{EA511C1B-76F4-46A2-AB48-9ED85619B44D},,15206016.0,15001002.0,15001136.0,15111001.0,,,
2455,{A2212C71-DA59-4349-9E16-7E6C80479ABC},,15206017.0,15001004.0,15001136.0,15111023.0,,,
2204,{2497DD71-54DC-4D77-AB39-528220F7F5DA},15253400.0,15206018.0,15001012.0,15001049.0,15111475.0,,,15285001.0
2205,{725DA046-E9EB-4ABD-B216-3CE15918FAF1},15253401.0,15206019.0,15001012.0,15001049.0,15111023.0,,,15285001.0
2893,{7813D408-ABC2-4C98-BC56-D4B340D30A57},,15206020.0,15001002.0,15001136.0,15111001.0,,,
8581,{294C66D3-CC7B-440F-B182-4904A77E9B78},15253287.0,15202605.0,15001035.0,15001052.0,15111132.0,15111209.0,15111053.0,15285025.0
8582,{43B41076-2597-4E9E-8C02-D00EECBD76A7},,15202606.0,15001042.0,15001047.0,15111186.0,15111044.0,,15285027.0
8583,{ACE9A092-2996-4647-8813-E746D9391BAB},,15202607.0,15001052.0,15001054.0,15111132.0,15111247.0,,15285029.0
8584,{3356DF47-FC5D-4392-AD6C-E57969517D19},,15202608.0,15001053.0,15001057.0,15111132.0,15111229.0,,15285030.0
8585,{1F79E22D-A5EB-4E48-8F5F-0867FC704676},,15202609.0,15001059.0,15001063.0,15111186.0,15111132.0,,15285029.0
8586,{152205D0-CB93-43AC-8C67-1BB9023F7FF9},,15202610.0,15001058.0,15001058.0,15111186.0,15111132.0,,15285029.0
8587,{3459A68A-099B-4D2B-B82F-262739BAA99B},15253145.0,15202611.0,15001074.0,15001076.0,15111005.0,15111044.0,15111259.0,15285043.0
8588,{4840C8B4-DDD9-420E-8C54-0820ECF429CB},,15202612.0,15001063.0,15001064.0,15111196.0,15111132.0,,15285037.0
8589,{01528EBC-7075-4FC6-A134-42B0A376D216},15253136.0,15202613.0,15001071.0,15001073.0,15111231.0,15111266.0,,15285042.0
8590,{7FE159CF-F6A8-4444-99C7-533CD579C16C},15253160.0,15202614.0,15001075.0,15001075.0,15111007.0,,,15285043.0
8591,{05C4DFA4-D885-4CFF-B8A8-C5981C7D5B61},15253166.0,15202615.0,15001079.0,15001082.0,15111074.0,15111159.0,15111123.0,15285047.0
8924,{F1B5EDF3-A8B0-4985-8D85-3EAC71CE923A},,15202616.0,15001080.0,15001080.0,15111561.0,15111565.0,,15285046.0
8955,{DFB8AC67-1549-4AF5-B7A2-5838D67AE65F},,15202617.0,15001080.0,15001080.0,15111489.0,15111297.0,15111277.0,15285049.0
8926,{ED20853D-15C4-4364-9E59-C7BA3DEE15A9},,15202618.0,15001080.0,15001080.0,15111489.0,,,15285049.0
8927,{DC2A0D9C-86F3-41BC-AA9E-1D1961032A93},,15202619.0,15001080.0,15001080.0,15111277.0,,,15285049.0
8928,{EDFACD82-0EC8-4CA1-9159-76B6B7DBBB35},,15202620.0,15001080.0,15001080.0,15111297.0,,,15285049.0
8929,{1BFD57C6-C7B1-452C-9714-8DF40C2134B4},,15202621.0,15001080.0,15001080.0,15111505.0,,,15285053.0
8930,{CC2CDA03-DDEC-4665-9760-80EC0F40710D},,15202622.0,15001066.0,15001066.0,15111614.0,,,15285039.0
8931,{7B05C313-513B-4417-A980-4C182F78F74A},,15202623.0,15001070.0,15001070.0,15111614.0,,,15285043.0
8963,{515DBBAA-F48A-46B5-91D1-8E18861B9EA5},,15202624.0,15001075.0,15001075.0,15111614.0,,,15285043.0
8964,{55C8F83D-8FC4-4CF9-8B7A-0A510B67CD62},,15202625.0,15001075.0,15001075.0,15111589.0,,,15285043.0
8965,{65DD686E-AAD6-4553-AF59-39956C4343E0},,15202626.0,15001075.0,15001075.0,15111592.0,,,15285043.0
8935,{180359E8-F923-4D04-92B2-CDB7AB009006},,15202627.0,15001075.0,15001075.0,15111074.0,,,15285043.0
8936,{B305EA7E-4B19-4E66-861E-A0A833CA3FCC},,15202628.0,15001080.0,15001080.0,15111561.0,15111565.0,,15285046.0
8937,{2BEAA70A-A182-45AB-AA86-4A9FACB3C326},,15202629.0,15001080.0,15001080.0,15111489.0,15111297.0,15111277.0,15285049.0
8938,{D950F698-807D-4694-A4AE-32628B284C73},,15202630.0,15001093.0,15001119.0,15111545.0,15111546.0,,15287003.0
8939,{9B4BBE5A-219D-4366-8412-47F27E3FF1DA},,15202631.0,15001093.0,15001119.0,15111352.0,,,15287003.0
8940,{08D365D8-711B-464E-B6DF-D33BFC521E81},,15202632.0,15001093.0,15001119.0,15111573.0,,,15287003.0
8941,{300FE08F-BDC9-4606-8700-7CBEAA2C1616},,15202633.0,15001093.0,15001119.0,15111586.0,,,15287003.0
8942,{EA444AD1-9E1D-4719-87A5-E9D97B01BB32},,15202634.0,15001091.0,15001152.0,15111533.0,,,15287009.0
8943,{3A28ACD1-5F4F-48EF-A72F-232D895A4E81},,15202635.0,15001091.0,15001152.0,15111516.0,,,15287009.0
8944,{9BC4BAA9-358A-4CF7-9A46-68A648E9B58B},,15202636.0,15001091.0,15001152.0,15111553.0,,,15287009.0
8945,{AB2C90EB-A252-4C23-9DD9-766739211D6A},,15202637.0,15001070.0,15001070.0,15111553.0,,,15285001.0
8946,{88AC63DE-2856-4A28-BA99-D5F48FECE33E},,15202638.0,15001074.0,15001076.0,15111579.0,15111589.0,,15285040.0
8947,{35FC306C-CFD1-48F7-8972-E36E2D8CB811},,15202639.0,15001074.0,15001076.0,15111590.0,,,15285040.0
8948,{EE05F826-6E0D-4F66-8F17-442A92101810},,15202640.0,15001074.0,15001076.0,15111582.0,,,15285040.0
8949,{47DD6E56-1FB6-4A72-9BAE-F365CE71670E},,15202641.0,15001075.0,15001075.0,15111486.0,15111505.0,,15285043.0
8950,{2D6E2537-C34C-42BD-A140-507EF6F0C3D2},,15202642.0,15001080.0,15001080.0,15111487.0,15111297.0,15111579.0,15285045.0
8951,{EA4050BE-8377-47E9-A957-1A029FC08399},,15202643.0,15001080.0,15001080.0,15111044.0,,,15285053.0
8952,{51DF0FF1-2867-41D4-BCD5-7CA92D160E9E},,15202644.0,15001080.0,15001080.0,15111277.0,15111297.0,,15285049.0
8953,{1020162A-1DAE-4135-8DF2-C8F6D99CBBEF},,15202645.0,15001049.0,15001049.0,15111486.0,15111565.0,15111297.0,15285001.0
8954,{FD43BBA8-F5F4-4ADC-9C7C-CD0F75C92890},,15202646.0,15001080.0,15001080.0,15111297.0,15111561.0,15111486.0,15285045.0
8886,{34F8C148-3AF1-4196-B6FA-68A20727BC44},,15202647.0,15001080.0,15001080.0,15111297.0,15111561.0,15111505.0,15285045.0
8956,{B68079AB-DCD6-4E36-A1E7-2BCC4B5F677D},,15202648.0,15001075.0,15001082.0,15111614.0,15111505.0,15111589.0,15285043.0
1977,{CB9DAA0A-DC49-4EA6-97AD-74FED4849537},,15203001.0,15001042.0,15001052.0,15111028.0,15111044.0,15111123.0,15285025.0
1978,{5D27017C-2C83-4DE4-86DA-4F7998C7466C},15255004.0,15203002.0,15001042.0,15001045.0,15111044.0,15111123.0,,15285025.0
1979,{98079808-5272-4F70-9B71-D22662C90588},15255005.0,15203003.0,15001052.0,15001052.0,15111037.0,15111248.0,,15285025.0
1980,{1BD9940C-D5D5-426D-99F4-DE66DCB65AE5},15255006.0,15203004.0,15001052.0,15001052.0,15111028.0,15111010.0,15111229.0,15285025.0
1981,{4A0E3BAE-4235-4517-8953-DA0FC71DA036},15255007.0,15203005.0,15001052.0,15001052.0,15111028.0,15111086.0,15111123.0,15285025.0
1982,{1FBB744D-16AF-4690-9328-D7E9CCFF0957},15255010.0,15203006.0,15001072.0,15001074.0,15111102.0,15111056.0,15111037.0,15285040.0
1983,{1664E52F-BF57-415F-B363-2C4A313648A0},15255011.0,15203007.0,15001072.0,15001072.0,15111056.0,15111102.0,15111028.0,15285040.0
1984,{FB4B6F86-267B-4DD4-A274-40F2AF7683BA},15255012.0,15203008.0,15001072.0,15001072.0,15111056.0,15111133.0,,15285040.0
1985,{10E4AA24-6E36-4FCA-9967-520AF4FE017E},15255013.0,15203009.0,15001072.0,15001072.0,15111044.0,,,15285040.0
1986,{5BA6411D-3884-465F-AC1D-CF2EA70F534F},15255014.0,15203010.0,15001072.0,15001072.0,15111037.0,,,15285040.0
1987,{10DA39D6-5BAF-44E4-9290-22C33EFEB85B},15255015.0,15203011.0,15001073.0,15001073.0,15111030.0,15111141.0,15111056.0,15285040.0
1988,{47FEF3E7-B61E-47CC-9886-1E1A5D6DC2BD},15255016.0,15203012.0,15001074.0,15001074.0,15111127.0,,,15285040.0
1989,{782E7C38-6EC5-434E-BEDC-BB03941E7E8F},15255018.0,15203013.0,15001078.0,15001078.0,15111213.0,15111123.0,,15285040.0
1990,{0209EAC6-893D-4501-81CD-1DC6A8A2584B},,15203014.0,15001080.0,15001080.0,15111044.0,15111203.0,15111297.0,15285045.0
1991,{387277EC-9925-484C-AEEC-9FF32FEF7C5F},15255017.0,15203015.0,15001091.0,15001091.0,15111573.0,15111510.0,,15287001.0
1992,{2EE45949-64D4-4744-8CBE-727FDCCAD295},15255099.0,15203016.0,15001037.0,15001040.0,15111102.0,,,15285024.0
1993,{4A045CB8-7D78-42B3-8A45-47C71B59E166},15255101.0,15203017.0,15001042.0,15001042.0,15111044.0,15111132.0,,15285025.0
1994,{D8989088-B7D8-4B2E-9E60-873B81BA2597},,15203018.0,15001052.0,15001057.0,15111221.0,15111229.0,15111132.0,15285031.0
1995,{0B9993A8-7A95-45BE-AA16-7D2A980E2632},15255102.0,15203019.0,15001044.0,15001047.0,15111221.0,15111132.0,,15285031.0
1996,{A07B1199-D0AA-4186-96DA-E9C659A6543D},15255103.0,15203020.0,15001044.0,15001047.0,15111189.0,,,15285031.0
2894,{AC2AF17F-F421-4AB0-9D77-3F78B2DEC270},,15206021.0,15001080.0,15001080.0,15111303.0,,,15285001.0
2895,{BEBBBC04-269B-4F38-8836-2423546D4EB1},,15206022.0,15001080.0,15001080.0,15111297.0,,,15285001.0
2896,{96F09449-2A0E-4FE2-B16B-4735E4DA0BCF},,15206023.0,15001080.0,15001080.0,15111277.0,,,15285001.0
2897,{D88531F2-04E6-4063-877D-E0BF26DE7F90},,15206024.0,15001002.0,15001136.0,15111381.0,,,
2898,{BB0E6920-DBA9-4C94-A6EF-5D5EFC47D7B3},,15206025.0,15001075.0,15001075.0,15111186.0,15111089.0,,15285001.0
2899,{FB48DE94-42C6-4188-8513-34B787018BE4},,15206026.0,15001070.0,15001070.0,15111132.0,15111186.0,15111044.0,15285001.0
2900,{CC0301C7-6687-4F61-8FBE-F542C2996B6F},,15206027.0,15001066.0,15001066.0,15111186.0,15111132.0,,15285001.0
2901,{0B5A7ED0-1791-4317-A785-36C3AD6506A5},,15206028.0,15001050.0,15001050.0,15111186.0,15111132.0,15111044.0,15285001.0
2902,{03C69D20-A03F-46F8-A153-14DE59F1FBF3},,15206029.0,15001080.0,15001080.0,15111277.0,15111301.0,15111003.0,15285045.0
2903,{C9789F4F-9794-40AB-8490-F7961CC616B8},,15206030.0,15001002.0,15001136.0,15111002.0,,,
2904,{D0826D00-2712-4B98-A2AF-49A173B87B81},,15206031.0,15001091.0,15001136.0,15111344.0,,,15287001.0
2905,{5E8C1187-BE9C-4156-8C5E-C287FC801A29},,15206032.0,15001091.0,15001091.0,15111391.0,,,15287001.0
2906,{EE566939-2EA7-4BC1-A3CF-7FE3501BC589},,15206033.0,15001002.0,15001091.0,15111001.0,,,
2907,{35B6F8B5-403E-4314-AE47-0AE71EAC2E83},,15206034.0,15001049.0,15001049.0,15111001.0,,,15285001.0
2908,{7A9BD2D0-B268-4455-84B1-90D9E7C8DE2B},,15206035.0,15001091.0,15001091.0,15111352.0,,,15287001.0
2909,{74A61B41-7EFB-47D8-8EAC-071BE812C92D},,15206036.0,15001091.0,15001091.0,15111630.0,15111626.0,,15287001.0
2910,{563C0978-FA4C-41D1-A219-3A400F166E3D},,15206037.0,15001091.0,15001091.0,15111630.0,,,15287001.0
2911,{7FAD0A13-FFE3-4751-A2D0-16F298E39AFE},,15206038.0,15001002.0,15001136.0,15111382.0,,,
2912,{0FDF5E27-A774-4682-8DE2-2052BC601300},,15206039.0,15001091.0,15001091.0,15111384.0,,,15287001.0
2913,{A86CE5D0-9891-4C10-BCF2-2A416141A838},,15206040.0,15001091.0,15001091.0,15111385.0,,,15287001.0
2914,{F9BCDC48-EFC6-4CC1-A6B1-602E890CF84D},,15206041.0,15001002.0,15001136.0,15111626.0,,,
2915,{80C8C170-69B7-40E3-9E04-0CECEC8B9D46},,15206042.0,15001002.0,15001136.0,15111636.0,,,
2916,{6DF77FC4-A42C-4814-8C68-566AEA5D77A0},,15206043.0,15001002.0,15001136.0,15111381.0,,,
2917,{897580AA-80A2-4C53-8B16-B99D1C8B6087},,15206044.0,15001002.0,15001136.0,15111401.0,,,15287001.0
2918,{9A3FB2F7-70D2-4317-B210-31228234B43E},,15206045.0,15001079.0,15001082.0,15111186.0,15111089.0,15111277.0,15285047.0
2919,{0B8BA91D-D9CF-43B1-B2CB-E7E5DBD20FD9},,15206046.0,15001037.0,15001042.0,15111196.0,,,15285027.0
2920,{09CAAC2C-1AE1-454A-9BD6-C8D6714C90E0},,15206047.0,15001002.0,15001136.0,15111388.0,,,15285041.0
2921,{55B14155-72D2-44B5-A0AD-47B8B97BD6DF},,15206048.0,15001091.0,15001091.0,15111383.0,,,15287001.0
2922,{AD095F5C-C81B-4011-9544-BBE50C32478D},,15206049.0,15001091.0,15001091.0,15111387.0,,,15287001.0
2923,{D07896E2-1A79-401A-A9C7-17D0FAE5CD56},,15206050.0,15001091.0,15001136.0,15111635.0,,,15287001.0
2924,{418F8619-6F57-4AB6-BCF3-60005D839677},,15206051.0,15001002.0,15001136.0,15111474.0,,,
2925,{39D478B5-C261-4A14-A4B6-66E8FE6DCDFB},,15206052.0,15001091.0,15001136.0,15111482.0,,,15287001.0
2926,{C969ADA5-4662-4957-81AF-73FD14E6B64B},,15206053.0,15001091.0,15001136.0,15111486.0,,,15287001.0
2927,{5AB506C5-FCB4-45AE-86B6-D419509EE27D},,15206054.0,15001049.0,15001049.0,15111006.0,,,15285001.0
2928,{7EF1F5F8-FA3F-451C-8C53-2E97E0DF9EBF},,15206055.0,15001091.0,15001091.0,15111002.0,15111347.0,15111468.0,15287001.0
2929,{D706E9CE-EFC1-4A7C-9922-84CB2F401D65},,15206056.0,15001002.0,15001002.0,15111001.0,,,15285001.0
2930,{FA8E2BBF-7E3A-4710-B1B2-734BE5B1A487},,15206057.0,15001002.0,15001136.0,15111455.0,,,
3247,{5B9DBEBA-521F-4AAD-AC60-7BDE5380F50A},,15206058.0,15001004.0,15001091.0,15111322.0,,,
3248,{00FE6949-E257-4A6F-93CC-DF0D866CD509},,15206059.0,15001049.0,15001049.0,15111638.0,,,15285041.0
3249,{5D7FBC8F-EECB-4982-B598-35F3DDA50396},,15206060.0,15001001.0,15001001.0,15111610.0,,,15285001.0
3250,{C376A279-FBF6-4640-909F-E46E1B8D50C5},,15206061.0,15001001.0,15001001.0,15111434.0,,,
3251,{4FE36D5A-CFFE-4B97-920B-BB506F36D621},,15206062.0,15001001.0,15001001.0,15111505.0,,,
3252,{5EB7812E-A127-4EF7-9734-F9F642A45E92},,15206063.0,15001001.0,15001001.0,15111624.0,,,
3253,{E6AAC364-86EE-45B0-85F4-193784F112F8},,15206064.0,15001001.0,15001001.0,15111028.0,,,15285001.0
3254,{8F1CEFD9-328B-4B54-B44A-E65A2F965DC0},,15206065.0,15001001.0,15001001.0,15111578.0,,,
3255,{0694F9FF-B0F4-4F8F-BC8B-AF651CF0495D},,15206066.0,15001049.0,15001049.0,15111589.0,15111579.0,,15285001.0
3256,{333B50B7-E1D8-4BD6-827E-6C39B7AD87B6},,15206067.0,15001091.0,15001136.0,15111516.0,,,15287001.0
3257,{1F1DC350-BB6B-49FE-BF47-07776D352713},,15206068.0,15001001.0,15001001.0,15111582.0,,,
3258,{D675AA90-9801-4B16-AF0E-9AB83051E16C},,15206069.0,15001001.0,15001001.0,15111599.0,,,
3259,{AFC2C164-45B7-41FD-B295-49F32857E64A},,15206070.0,15001001.0,15001001.0,15111510.0,,,15287001.0
3260,{6C0E6D65-9215-4B4E-BF9F-DA575B3D1811},,15206071.0,15001001.0,15001001.0,15111586.0,,,
3261,{D5E2454B-AA59-4341-A617-D7B45AF534AB},,15206072.0,15001049.0,15001136.0,15111579.0,,,
3262,{0619BBAD-3F57-4D8F-B170-E929B6E1E126},,15206073.0,15001049.0,15001136.0,15111565.0,,,
3263,{3FB024B3-2CFF-4C6E-82AC-5046D9FEFB9B},,15206074.0,15001091.0,15001136.0,15111431.0,,,15287001.0
3264,{D3F05F3D-49D3-44AF-A568-9DE9D9F62FC8},,15206075.0,15001049.0,15001136.0,15111443.0,,,
3491,{540AA42F-CB64-4AD9-94FB-5EEADFAC3070},,15206076.0,15001091.0,15001136.0,15111533.0,,,15287001.0
3494,{442ABC71-2F71-41A0-9DA1-E05DE95080F1},,15206077.0,15001049.0,15001136.0,15111553.0,,,
3472,{452A0A2E-39CE-429D-8786-2BA42162FFB9},,15206078.0,15001002.0,15001136.0,15111348.0,,,
3623,{BABCCD37-0663-4C0C-9D84-90E329D4B35F},,15206079.0,15001002.0,15001136.0,15111368.0,,,
3510,{7F74E100-F39E-40BC-9015-5EC999B4D2C0},,15206080.0,15001119.0,15001119.0,15111028.0,15111044.0,15111089.0,15287003.0
3511,{0B5745AC-EC39-4AA6-B875-01BAB577367F},,15206081.0,15001049.0,15001136.0,15111573.0,,,
3514,{551BCCF2-D504-4FE4-A9BF-7C662D55D44D},,15206082.0,15001049.0,15001136.0,15111561.0,,,
3515,{1E8E9909-15C1-4BA5-BE06-BE78A4F1D84D},,15206083.0,15001049.0,15001136.0,15111564.0,,,
3517,{290AA345-2EA5-4BC4-BE2E-65D2A5A439DC},,15206084.0,15001049.0,15001049.0,15111589.0,,,15285001.0
3656,{32470CFC-87F9-4E4C-A2F4-1FB0210F38F4},,15206085.0,15001049.0,15001049.0,15111614.0,,,15285001.0
3665,{3C7FBE4C-D036-4B88-9DDE-4611D36B4295},,15206086.0,15001091.0,15001136.0,15111559.0,,,15287001.0
3668,{0699D580-4222-484E-BFEF-68124AF02903},,15206087.0,15001002.0,15001091.0,15111419.0,,,
3674,{DD8C7EE4-146A-4E2E-B85E-BD42BCFF0008},,15206088.0,15001091.0,15001091.0,15111423.0,,,
3043,{59766B80-CA99-4A44-9B35-6D7D0DB4246D},,15202266.0,15001093.0,15001119.0,15111044.0,15111028.0,15111089.0,15287003.0
2432,{CA6596B8-98D3-44D1-8A0A-1418C5E962E8},15253336.0,15202267.0,15001091.0,15001136.0,15111510.0,15111559.0,15111630.0,15287009.0
2433,{A4167609-B2B2-4AB4-873C-3AF49661EC67},15253318.0,15202271.0,15001110.0,15001110.0,15111397.0,,,15287004.0
2434,{5B5BD9C8-21F6-4B32-AF30-BD2D3423D109},15253319.0,15202272.0,15001110.0,15001110.0,15111393.0,,,15287004.0
3047,{829B5E49-8509-4DD3-81D1-744FAABCE3EE},15254039.0,15202273.0,15001110.0,15001124.0,15111520.0,15111405.0,,15287001.0
3048,{11371EC9-16E4-415C-A0D9-077BE29DC06F},,15202274.0,15001110.0,15001119.0,15111533.0,,,15287001.0
3049,{B7AB43D4-7BE2-439A-A226-A7560803B78E},,15202275.0,15001091.0,15001091.0,15111553.0,,,15287001.0
3050,{D05A2552-1667-4FA7-8442-BA9600CF1DE2},15255003.0,15202276.0,15001075.0,15001075.0,15111214.0,,,15285043.0
3051,{ADA25771-73DB-4DAC-BAD0-005487C261C8},,15202277.0,15001077.0,15001078.0,15111499.0,,,15285043.0
3052,{3D6AD117-F54B-4DB3-BD71-88B21D48B300},,15202278.0,15001081.0,15001088.0,15111277.0,15111186.0,15111074.0,15285001.0
2435,{8A0D46D7-F837-48EB-965B-917DBB0FFC22},,15202279.0,15001035.0,15001035.0,15111044.0,15111132.0,15111186.0,15285025.0
2436,{FA8D9CC9-1FCD-4CAC-8796-283153141C72},15253282.0,15202281.0,15001044.0,15001052.0,15111142.0,15111209.0,15111074.0,15285025.0
2437,{0E042372-B46B-4D72-9FEE-2353D6047B4B},15253283.0,15202282.0,15001041.0,15001042.0,15111248.0,15111056.0,15111123.0,15285025.0
2438,{9EE30515-452A-4002-B4F5-6958F8711058},15253285.0,15202283.0,15001044.0,15001046.0,15111074.0,,,15285025.0
2439,{C377478F-A7DF-49C8-A144-E3F7E6218A95},15253286.0,15202284.0,15001048.0,15001052.0,15111251.0,15111221.0,15111123.0,15285025.0
2440,{F2B4722D-7786-493A-8366-F82FCBA5F0C4},15253378.0,15202285.0,15001037.0,15001042.0,15111028.0,15111123.0,15111196.0,15285025.0
2441,{63214717-5B9F-4C2B-917F-B63930C81AD6},15253012.0,15202286.0,15001037.0,15001040.0,15111059.0,15111123.0,,15285025.0
2442,{F0F1154D-062C-4AFE-81CD-853FA458D53C},15253281.0,15202287.0,15001037.0,15001037.0,15111053.0,15111168.0,15111209.0,15285025.0
2443,{01B7E80D-9DC4-425E-8788-4734B6FD92FF},15253013.0,15202288.0,15001037.0,15001037.0,15111247.0,15111056.0,15111132.0,15285025.0
2444,{AB1FE92C-7A95-49D0-A5EF-6FC6FB73EF33},15253010.0,15202289.0,15001034.0,15001037.0,15111079.0,,,15285025.0
2445,{A167AA09-E7DB-493B-AB33-EC5C64809C56},15253014.0,15202290.0,15001037.0,15001037.0,15111175.0,15111079.0,,15285023.0
2446,{C5A69C2F-1E59-4147-AC59-D7A92CE4CB9A},15253015.0,15202291.0,15001037.0,15001037.0,15111084.0,15111132.0,,15285023.0
2447,{D9CBCB9D-75F0-4AB0-9B4A-70EE4FCBF2D3},15253016.0,15202292.0,15001037.0,15001037.0,15111028.0,15111251.0,15111158.0,15285023.0
2448,{3CCBD5DC-3953-4B71-A2FF-922D340D4321},15253017.0,15202293.0,15001037.0,15001037.0,15111251.0,15111059.0,,15285023.0
2449,{47769D21-B006-4898-966D-202D187722CA},15253018.0,15202294.0,15001037.0,15001037.0,15111132.0,15111053.0,,15285023.0
2450,{1DE340A6-CD58-4653-88FD-A900BBCD1D2D},15253019.0,15202295.0,15001037.0,15001037.0,15111132.0,15111256.0,15111017.0,15285024.0
2451,{31A42176-01D0-46F7-B184-1148424CD913},15253024.0,15202296.0,15001037.0,15001042.0,15111030.0,,,15285023.0
2452,{7E77D83E-8A9E-45A7-9D80-299E36B1220D},15253023.0,15202297.0,15001037.0,15001042.0,15111028.0,15111132.0,,15285023.0
2453,{06747771-E273-475A-92B1-AE747461A85E},,15202298.0,15001064.0,15001082.0,15111186.0,15111132.0,15111044.0,15285001.0
2454,{DA966157-7214-4688-8FE1-A952468B5E14},15253062.0,15202299.0,15001052.0,15001052.0,15111005.0,,,15285030.0
1259,{A585130A-C127-42D7-AAE9-814A0C16EB4C},15253092.0,15202300.0,15001060.0,15001060.0,15111231.0,,,15285038.0
1260,{7E9BA1C3-A78A-4FDC-B63D-D8570063B753},15253094.0,15202301.0,15001060.0,15001061.0,15111231.0,,,15285038.0
1261,{9FE85883-B9F3-43B4-B3DF-3D1BE62EB466},15253126.0,15202302.0,15001064.0,15001067.0,15111229.0,,,15285039.0
1262,{29A466CE-650B-4E3D-B67D-0D292A55BE39},15253128.0,15202303.0,15001068.0,15001069.0,15111234.0,,,15285039.0
1845,{7C675419-4308-40C1-97C6-30A0E8723FBD},15253135.0,15202304.0,15001071.0,15001071.0,15111206.0,,,15285042.0
