OBJECTID,UUID,LITSTRAT_FORMATION_BANK,GEOL_MAPPING_UNIT,CHRONO_TOP,CHRONO_BASE,LITHO_MAIN,LITHO_SEC,LITHO_TER,CORRELATION
8962,{E841297C-03AB-4187-89BD-638766E58529},15255220.0,15203647.0,15001091.0,15001136.0,15111516.0,,,15287001.0
8932,{BD0A7CB7-8F29-402A-89F7-B16FDA70E976},15255219.0,15203648.0,15001091.0,15001136.0,15111630.0,,,15287001.0
8933,{79B5B66C-FE0F-4941-A34F-C5A8E498AA85},15255208.0,15203649.0,15001093.0,15001119.0,15111028.0,,,15287003.0
8934,{6DAA86B5-BAA5-440F-81BC-C149A2D592E1},15255208.0,15203650.0,15001093.0,15001119.0,15111586.0,15111615.0,,15287003.0
8966,{1DEBD588-F616-4BA0-8EFE-80E396F7D4B1},,15203651.0,15001049.0,15001049.0,15111489.0,,,15285001.0
8967,{A6A04AD9-7222-4C87-94C1-A4D8EA7F30C1},,15203652.0,15001080.0,15001080.0,15111487.0,,,15285001.0
8968,{AFF23673-B3B0-4082-B68A-FD6577CB0229},,15203653.0,15001080.0,15001080.0,15111051.0,,,15285045.0
3199,{C4B6EFCC-2E64-45A7-AEB6-D77484433995},,15203654.0,15001091.0,15001136.0,15111537.0,15111510.0,,15287001.0
8970,{EB6167B3-E4E4-42CB-B1F8-703B77CAF24F},,15203655.0,15001049.0,15001049.0,15111589.0,15111498.0,15111005.0,15285030.0
8887,{7301B383-3F69-4985-886E-E5E38F6F7207},,15203656.0,15001080.0,15001080.0,15111487.0,15111489.0,15111297.0,15285049.0
8978,{6F884EBA-D7F0-4F78-8718-F798B251A14D},,15203657.0,15001091.0,15001136.0,15111511.0,,,15287001.0
8979,{98FBDAC5-B2F1-4F72-A40D-97E4B6966498},,15203658.0,15001091.0,15001136.0,15111387.0,,,15287001.0
8980,{75B732A7-7273-4047-91CF-AD7807ACCA11},,15203659.0,15001091.0,15001136.0,15111582.0,,,15287001.0
8981,{8CD849AE-A021-488B-835D-A3B2FB725796},,15203660.0,15001080.0,15001080.0,15111487.0,15111489.0,15111297.0,15285049.0
8982,{A05241E0-0F57-417C-9059-A55AD5ADEAA7},,15203661.0,15001080.0,15001080.0,15111297.0,,,15285049.0
8983,{7B898D4E-5FD4-4D0B-AB51-3F0738B1B4DD},15255317.0,15203662.0,15001050.0,15001050.0,15111616.0,,,15285030.0
8984,{889502DD-1E5C-45FC-9FCB-732964DFD107},15255317.0,15203663.0,15001050.0,15001050.0,15111600.0,,,15285030.0
8985,{43EB4840-4B21-4D2D-B1D5-71AED328640F},15255322.0,15203664.0,15001065.0,15001065.0,15111636.0,,,15285041.0
8986,{CE0D6C6D-9D16-437D-8093-5026C174C77E},,15203665.0,15001065.0,15001065.0,15111635.0,,,15285041.0
8987,{71EA53CC-CB6E-4D35-8EB6-702AE7FEF177},,15203666.0,15001065.0,15001065.0,15111466.0,,,15285041.0
8988,{B8CDF6D8-6CCD-4C2C-83FD-28136C9A242A},,15203667.0,15001065.0,15001065.0,15111443.0,,,15285041.0
8989,{194D7844-46DB-4BF5-BF39-0CCDB5F43A31},,15203668.0,15001065.0,15001065.0,15111388.0,,,15285041.0
8990,{3E019B2A-176E-437E-9542-8F7D884DCA2A},,15203669.0,15001065.0,15001065.0,15111610.0,,,15285041.0
8885,{DF8A0573-9B79-41B3-B4CF-D03146BAB6BD},15254021.0,15203670.0,15001080.0,15001080.0,15111487.0,,,15285045.0
2206,{9854B463-9D53-4084-B486-A047F627EC55},15257001.0,15204001.0,15001056.0,15001057.0,15111110.0,15111051.0,15111189.0,15285025.0
2207,{A61382BC-FE3D-4D9F-97DD-A953D1084A6A},15257003.0,15204002.0,15001056.0,15001060.0,15111228.0,15111109.0,,15285030.0
3625,{1E0C39AB-C312-4D19-A967-1B8EAEB821D3},15257092.0,15204003.0,15001057.0,15001058.0,15111089.0,15111089.0,,15285025.0
2208,{C26DDBE9-0460-4B73-99BB-82D36F84E8B4},15257004.0,15204004.0,15001059.0,15001060.0,15111110.0,15111132.0,15111229.0,15285030.0
2209,{C291FEC9-CBD6-45E3-881B-DCE359C536DD},15257005.0,15204005.0,15001060.0,15001067.0,15111234.0,15111102.0,15111260.0,15285033.0
3664,{475A1F00-BCCD-4F9D-9DC9-A1B591BF36EF},15257093.0,15204006.0,15001058.0,15001066.0,15111230.0,,,15285033.0
2210,{2DEB4941-7CF1-459C-A679-10FF8FB035A9},15257006.0,15204007.0,15001067.0,15001071.0,15111313.0,15111110.0,15111231.0,15285034.0
2211,{04CC6C26-EA59-452D-BD93-17C0EEAF57D9},15257007.0,15204008.0,15001067.0,15001067.0,15111232.0,,,15285034.0
3677,{36E70356-7ACF-4F3A-9A2A-F0687B891500},15257094.0,15204009.0,15001067.0,15001069.0,15111108.0,,,15285034.0
2212,{FE0B01E6-0403-4504-9CE9-5DE38CB2821A},,15204010.0,15001071.0,15001076.0,15111017.0,15111044.0,15111102.0,15285043.0
2213,{CD577D18-D7C7-4B8B-9E04-FF0EFB9844B0},15257008.0,15204011.0,15001070.0,15001070.0,15111017.0,15111044.0,15111123.0,15285043.0
2214,{3619B903-CF71-495C-8E0C-16476604740E},15257088.0,15204012.0,15001070.0,15001070.0,15111108.0,15111247.0,15111017.0,15285001.0
2215,{D7601E00-A5C7-49A8-A188-D9B3B4DCA203},15257086.0,15204013.0,15001070.0,15001070.0,15111108.0,15111053.0,15111017.0,15285001.0
2216,{AC4675E9-8DA5-4FCF-B2EF-C9829522466B},15257083.0,15204014.0,15001070.0,15001070.0,15111009.0,,,15285001.0
2217,{D17F5496-CD2C-42E7-97D9-B856D6D54F2A},15257082.0,15204015.0,15001070.0,15001070.0,15111009.0,,,15285001.0
2218,{D75DA77D-6F61-4E77-AB9F-4C524EFA17B0},15257009.0,15204016.0,15001071.0,15001079.0,15111132.0,15111271.0,15111189.0,15285040.0
2219,{5380832D-9E95-4D63-A03E-6092935A55D9},15257010.0,15204017.0,15001071.0,15001074.0,15111209.0,15111132.0,,15285040.0
2220,{461009D1-8CD0-4CF0-BE85-8B9865290799},15257011.0,15204018.0,15001076.0,15001076.0,15111168.0,15111209.0,,15285040.0
2221,{B8A30D3F-C5F8-42BC-8F8D-4EFF05C964FC},15257012.0,15204019.0,15001077.0,15001078.0,15111256.0,15111209.0,15111010.0,15285040.0
2222,{C9B9FD89-2E61-4E2C-B4D9-77C7B43E198E},15257014.0,15204020.0,15001076.0,15001078.0,15111209.0,15111260.0,,15285040.0
2223,{FDC5C7D2-462A-4CCA-818E-A4B8EB45220C},15257014.0,15204021.0,15001076.0,15001078.0,15111186.0,15111132.0,,15285040.0
2224,{08BDE7E4-CAF9-40F2-8470-F01B8B17F113},15257014.0,15204022.0,15001077.0,15001078.0,15111265.0,,,15285040.0
2225,{44CFB602-0EE6-496B-ABA6-0E15533D1096},15257015.0,15204023.0,15001077.0,15001078.0,15111012.0,,,15285043.0
2226,{C40C3B2F-0BB3-4879-9626-8CA91B3FB0C8},15257016.0,15204024.0,15001082.0,15001083.0,15111102.0,15111196.0,,15285047.0
2227,{B4E02529-975E-484F-A532-594923A8DF8A},15257017.0,15204025.0,15001082.0,15001083.0,15111214.0,15111132.0,,15285047.0
2228,{0473BD13-62AD-44C8-9F15-0BBAA04503F5},15257018.0,15204026.0,15001082.0,15001083.0,15111186.0,15111280.0,15111170.0,15285047.0
2229,{0F2E6D82-4EBA-4B76-A838-88F07A5F1D63},15257019.0,15204027.0,15001082.0,15001083.0,15111132.0,15111186.0,,15285047.0
2230,{0BBA6A6E-8EEB-44B6-A016-A0B9445B52A1},15257020.0,15204028.0,15001082.0,15001083.0,15111272.0,15111214.0,,15285047.0
2231,{C6E8A644-7274-4FDA-B673-1700BD7314B7},15257021.0,15204029.0,15001082.0,15001083.0,15111123.0,15111228.0,15111186.0,15285047.0
2232,{7C05AC21-1055-409B-86BA-EDEB30ED6ECE},,15204030.0,15001083.0,15001083.0,15111277.0,15111005.0,,15285051.0
2233,{CA331B5F-1F87-4E6B-851B-5C9E7C0E15DC},15257022.0,15204031.0,15001083.0,15001083.0,15111232.0,15111221.0,15111102.0,15285051.0
2234,{EE1DC238-D75E-47F7-9FA4-C888E004250D},15257024.0,15204032.0,15001083.0,15001083.0,15111277.0,,,15285051.0
2235,{838A8AD2-5B8C-4006-96AD-43AA72C3E83B},15257025.0,15204033.0,15001083.0,15001083.0,15111209.0,15111132.0,,15285051.0
2236,{CDEA943B-05BE-4612-A2F2-D79BF215820F},15257026.0,15204034.0,15001083.0,15001083.0,15111227.0,15111005.0,15111196.0,15285051.0
2237,{BA7A86F1-43C4-4D9E-98C3-D850EB91BCBA},15257027.0,15204035.0,15001083.0,15001083.0,15111132.0,15111102.0,15111271.0,15285051.0
2238,{CB74774A-86B3-4B1D-9993-A96C43E8F970},15257028.0,15204036.0,15001083.0,15001083.0,15111264.0,15111277.0,15111005.0,15285051.0
2239,{ED59D093-1BBE-4EA4-923D-1062CF1A3F77},15257029.0,15204037.0,15001083.0,15001083.0,15111292.0,,,15285051.0
2240,{59DAF55F-0EDB-45A6-9532-FB8B0B4B6DD8},,15204038.0,15001084.0,15001086.0,15111303.0,15111277.0,15111297.0,15285052.0
2241,{163A4B68-1085-4B13-9F7A-6AA2ACDD5F2A},15257030.0,15204039.0,15001084.0,15001084.0,15111044.0,15111123.0,15111294.0,15285052.0
3632,{4FC1D940-1EA4-4CB6-A20B-3936BAD6FC5F},15257031.0,15204040.0,15001084.0,15001084.0,15111017.0,,,15285052.0
2242,{AD69EA69-D3DD-45DF-94CD-6FC773BB7C11},15257030.0,15204041.0,15001084.0,15001084.0,15111277.0,,,15285052.0
2243,{8DD1BFDA-8980-46FE-A56E-FD2645F4AC92},15257033.0,15204042.0,15001084.0,15001084.0,15111102.0,15111198.0,,15285052.0
2244,{828FAB0F-3BE8-4BE9-8D5C-4A890948C899},15257034.0,15204043.0,15001084.0,15001084.0,15111051.0,15111090.0,15111277.0,15285052.0
2245,{1E4E7F0E-5551-43E3-9308-A2E383473C2A},15257032.0,15204044.0,15001084.0,15001084.0,15111303.0,,,15285052.0
2246,{E26E1564-8997-48E8-89CB-A29FA7DE81C0},15257035.0,15204045.0,15001084.0,15001086.0,15111277.0,15111297.0,,15285052.0
2247,{595524DF-971C-4F36-A984-E6599D6C6F3E},15257035.0,15204046.0,15001084.0,15001086.0,15111277.0,,,15285052.0
2248,{E385410E-1F02-414D-9386-1155CCCC6C0F},15257036.0,15204047.0,15001084.0,15001086.0,15111297.0,15111123.0,15111277.0,15285052.0
2249,{0A0F642E-10FD-469E-B2CF-524B402998AB},15257046.0,15204048.0,15001086.0,15001086.0,15111297.0,15111102.0,15111277.0,15285049.0
2250,{0539E219-B551-4522-AC85-89474B4EA876},15257095.0,15204049.0,15001084.0,15001086.0,15111186.0,15111102.0,15111277.0,15285049.0
2251,{8B5DF2C0-461D-42D3-A212-E35476800B21},15257096.0,15204050.0,15001086.0,15001086.0,15111168.0,15111110.0,,15285049.0
2252,{E4511266-8BEC-4619-812B-334819369F95},15257038.0,15204051.0,15001086.0,15001086.0,15111277.0,15111202.0,15111102.0,15285049.0
2253,{A9933659-6AAE-4BCF-A850-9FB3517C5F0B},15257039.0,15204052.0,15001086.0,15001086.0,15111282.0,15111102.0,15111339.0,15285049.0
2254,{A4DB867A-E171-439B-8FA4-CD0558074581},15257040.0,15204053.0,15001086.0,15001086.0,15111199.0,15111277.0,15111102.0,15285049.0
2255,{7684F51A-ABE0-4D15-8390-8F777AE5D0FE},15257041.0,15204054.0,15001086.0,15001086.0,15111294.0,15111007.0,,15285049.0
3648,{0A9293C6-6BF0-4D76-AA38-B09CC809F35A},15257042.0,15204055.0,15001086.0,15001086.0,15111005.0,,,15285049.0
2256,{FEA3E6CE-0B58-47F1-B867-5DDFA1E8AF48},15257041.0,15204056.0,15001086.0,15001086.0,15111277.0,,,15285049.0
2257,{5AD6DC7F-266A-435E-9266-B216515AECF4},15257043.0,15204057.0,15001086.0,15001086.0,15111279.0,15111283.0,15111297.0,15285049.0
2258,{87A05FDA-9D13-4015-BD1A-B42AF4C9FAF9},15257044.0,15204058.0,15001086.0,15001086.0,15111277.0,,,15285049.0
2259,{CDC12DFB-4650-445B-A11D-2C4F6250C61A},15257047.0,15204059.0,15001086.0,15001087.0,15111277.0,15111186.0,,15285049.0
2260,{949CE028-C18D-4EE1-8D78-409B2E5CD6C4},15257048.0,15204060.0,15001086.0,15001087.0,15111186.0,15111240.0,,15285049.0
2261,{36C846FE-BB1D-4F3E-95DC-0167F5A3F2EC},15257049.0,15204061.0,15001086.0,15001087.0,15111277.0,15111044.0,15111297.0,15285049.0
2262,{0401ADDB-82F7-4C28-89C7-2BE396D28C45},15257097.0,15204062.0,15001086.0,15001087.0,15111229.0,15111260.0,15111380.0,15285049.0
2263,{60095095-0C0D-4B45-823C-01EAA6DED806},15257050.0,15204063.0,15001087.0,15001087.0,15111277.0,15111285.0,15111044.0,15285049.0
2264,{65738E69-9DC5-4FDF-A96C-7A8AD438B6CC},15257051.0,15204064.0,15001087.0,15001087.0,15111293.0,,,15285049.0
2265,{D75D9AC4-7D24-441B-B19D-85F19BF4980E},15257052.0,15204065.0,15001087.0,15001087.0,15111197.0,15111258.0,,15285049.0
2266,{0A1534B0-0536-4CFA-AFA4-02564DAE0816},15257053.0,15204066.0,15001087.0,15001087.0,15111278.0,,,15285049.0
2267,{D6FEC3A6-EE6E-4251-BC7B-C3D14F8A3724},15257054.0,15204067.0,15001087.0,15001087.0,15111286.0,15111294.0,,15285049.0
2268,{A0250375-B273-4338-96D2-721745E665E3},15257098.0,15204068.0,15001086.0,15001087.0,15111186.0,15111292.0,,15285049.0
2269,{49506DE1-2BB4-47F6-B3F1-C1BEFB64F8F7},15257099.0,15204069.0,15001087.0,15001089.0,15111298.0,15111277.0,15111007.0,15285049.0
2270,{F6FE80B3-D8D2-4685-9FC0-54B4E0B391F8},15257055.0,15204070.0,15001087.0,15001088.0,15111074.0,15111090.0,15111277.0,15285053.0
2271,{F4367A20-6346-41C3-8D63-83D6703DBE31},15257056.0,15204071.0,15001087.0,15001088.0,15111056.0,15111277.0,15111297.0,15285053.0
2272,{44E5C078-BE49-46E2-BEEF-4BDEEC08C19C},15257057.0,15204072.0,15001087.0,15001088.0,15111074.0,,,15285053.0
3590,{90507C22-2410-4634-BA97-466AB7FA8BA8},15257055.0,15204073.0,15001088.0,15001088.0,15111056.0,15111090.0,,15285053.0
3591,{E5115C35-F6D2-4AEF-8BA8-BA19E13AD8E3},,15204074.0,15001088.0,15001110.0,15111028.0,15111044.0,15111352.0,15287003.0
2275,{C1BA431B-7DF5-413F-AD2C-0C20091CCA5D},15257058.0,15204075.0,15001088.0,15001095.0,15111028.0,15111044.0,15111090.0,15287003.0
2276,{A8073F1C-F2AF-4D96-B367-6D350F319E6F},15257059.0,15204076.0,15001088.0,15001088.0,15111044.0,15111040.0,,15287003.0
2277,{9B335C3D-5253-4448-A12D-BFB29E1C06C1},15257060.0,15204077.0,15001095.0,15001095.0,15111005.0,,,15287003.0
3593,{161C2DD8-7F04-46E4-ABEC-E48FF34E4D81},15257100.0,15204078.0,15001088.0,15001093.0,15111037.0,15111084.0,15111123.0,15287001.0
2279,{0F80B240-34D0-4CC4-81FB-31D3106E8DFD},15257061.0,15204079.0,15001110.0,15001110.0,15111352.0,15111358.0,15111339.0,15287003.0
2280,{DE984D96-82AD-41E2-8377-2416D2666C22},15257062.0,15204080.0,15001110.0,15001110.0,15111337.0,15111339.0,,15287003.0
2281,{CF5F6EDC-0372-4F35-A6D4-2D288CE4B1C7},15257063.0,15204081.0,15001110.0,15001110.0,15111352.0,15111358.0,,15287003.0
2282,{4A3981DB-1ABF-4AB5-AAC4-09C87B5A2CFF},15257106.0,15204082.0,15001135.0,15001136.0,15111535.0,,,15287009.0
2283,{33824760-6168-4FA8-A31B-2748BB910CCC},15257102.0,15204083.0,15001134.0,15001134.0,15111516.0,,,15287009.0
2284,{A621E377-D554-447D-9ACA-1F02AB416DBA},15257105.0,15204084.0,15001134.0,15001134.0,15111541.0,,,15287009.0
2285,{43823FDC-5D58-440D-9355-8376F4496085},15257073.0,15204085.0,15001091.0,15001136.0,15111516.0,15111391.0,15111437.0,15287009.0
2286,{114D0330-9993-4A8C-A4C2-4BA88193380F},,15204086.0,15001080.0,15001080.0,15111277.0,15111297.0,15111089.0,15285045.0
3679,{42642ABA-0B65-4594-A020-4471295B593F},,15204087.0,15001070.0,15001075.0,15111017.0,15111044.0,15111102.0,15285043.0
3597,{AA2418F3-2B79-4456-9170-929D6E9D90C3},,15204088.0,15001066.0,15001070.0,15111313.0,15111230.0,,15285030.0
3684,{285314B7-E1CF-490F-8E87-A982BC31A322},,15204089.0,15001050.0,15001050.0,15111186.0,15111089.0,15111005.0,15285001.0
3599,{83B60DD9-11B5-4DC5-8731-AA83A027C653},,15204090.0,15001093.0,15001119.0,15111186.0,15111044.0,15111132.0,15285040.0
2456,{4A09B0C9-0128-4F1F-8890-BB124E7976D9},,15204091.0,15001093.0,15001136.0,15111510.0,15111565.0,15111630.0,15287001.0
3600,{AE2A960C-2FF1-40EB-9595-4FBE42E6926E},15257066.0,15204092.0,15001119.0,15001119.0,15111352.0,15111358.0,,15287003.0
3601,{BDA1EF2A-6131-43E4-A988-0E587974A72B},15257067.0,15204093.0,15001049.0,15001093.0,15111021.0,,,15287003.0
3602,{2BCC47C4-D40F-4EBF-B477-CB2040830822},15257068.0,15204094.0,15001119.0,15001119.0,15111365.0,15111573.0,,15287003.0
3695,{33F928CA-CB01-42E3-BE54-2092486D3BC0},15257069.0,15204095.0,15001119.0,15001119.0,15111358.0,15111380.0,,15287003.0
3604,{0431C398-13F1-4D59-9529-17B666FCE3AE},15256018.0,15204096.0,15001091.0,15001136.0,15111525.0,15111565.0,15111489.0,15287001.0
3605,{3F1D4764-2943-4A98-B685-F4D5D8B2B176},15256016.0,15204097.0,15001101.0,15001101.0,15111443.0,15111573.0,,15287001.0
3606,{127F9085-15F7-461A-B7E6-A44B5A293ED2},15256015.0,15204098.0,15001091.0,15001091.0,15111533.0,,,15287001.0
3607,{8F4FA5ED-48B7-4F26-BB17-D4A498DE7F5D},15256017.0,15204099.0,15001091.0,15001136.0,15111581.0,15111582.0,15111514.0,15287001.0
3453,{E9BB7281-BBA0-4C14-964C-18CBEEF7EB52},15255328.0,15204100.0,15001049.0,15001091.0,15111023.0,15111638.0,,15285041.0
3455,{D24EE933-1C04-47F6-B5C4-D69729A45D91},15257070.0,15204101.0,15001119.0,15001119.0,15111405.0,,,15287002.0
3458,{FEE41AF3-5166-479B-A55C-FB923D6F5A73},15257085.0,15204102.0,15001093.0,15001119.0,15111410.0,,,15287001.0
3462,{B139CF02-C3FE-4EB2-A26D-C17F4FC23688},,15204103.0,15001093.0,15001093.0,15111445.0,,,15287003.0
3657,{D015F9DE-F6E7-4CCE-B333-72C48004A5DB},15257101.0,15204104.0,15001134.0,15001134.0,15111516.0,15111405.0,,15287009.0
3467,{2343B29F-1763-49A7-BB54-4A196EF45C2A},15257074.0,15204105.0,15001091.0,15001136.0,15111510.0,,,15287001.0
3470,{F3250DD5-3756-4099-B3EC-661A6890E622},15257013.0,15204106.0,15001075.0,15001075.0,15111011.0,,,15285040.0
3473,{E9C5748D-F003-4844-86F5-5CE8B20CC1FC},15257107.0,15204107.0,15001091.0,15001136.0,15111528.0,,,15287009.0
3476,{B98BCD35-FDC7-4091-BF89-55ECEFC48F59},15257084.0,15204108.0,15001091.0,15001091.0,15111410.0,,,15287001.0
3480,{F1EE563D-BA97-44CD-BD7B-91B11E02A0D8},15257037.0,15204109.0,15001084.0,15001086.0,15111445.0,15111339.0,,15285052.0
3673,{37CD5662-CE2A-44E4-A5A7-5F091A346FBA},15257075.0,15204110.0,15001051.0,15001051.0,15111017.0,15111102.0,,15285001.0
3484,{2DD8FEC6-CE15-4C92-BDB8-BFC0D1A89461},15257064.0,15204111.0,15001115.0,15001115.0,15111352.0,,,15287003.0
3487,{76D14F9D-754C-408D-B8E4-848074F6690B},15257065.0,15204112.0,15001110.0,15001110.0,15111352.0,,,15287003.0
3696,{374D43D3-30C2-4C6B-A0B2-D61B1AC6D68F},15257078.0,15204113.0,15001091.0,15001136.0,15111533.0,,,15287001.0
3622,{DC05E4E6-9C75-4D95-AECF-72CDB50DBBA4},15257080.0,15204114.0,15001091.0,15001136.0,15111580.0,15111602.0,15111510.0,15287001.0
3468,{4670B383-CC92-45F8-8B56-0114A3F4B20D},,15204115.0,15001035.0,15001051.0,15111028.0,15111044.0,15111089.0,15285002.0
3624,{A4B38788-7BB9-4208-9426-837AC4940BD2},15257077.0,15204116.0,15001119.0,15001119.0,15111636.0,,,15287001.0
3474,{59A30D19-994B-483E-89EB-67536C74F282},15257103.0,15204117.0,15001148.0,15001148.0,15111516.0,,,15287009.0
3626,{FE50B47A-3A92-4E8D-9DA3-719F1A5D731E},15257104.0,15204118.0,15001134.0,15001134.0,15111516.0,15111524.0,,15287009.0
3627,{7D7C5DDA-BCA1-4251-9D9C-B08F83F63B45},,15204119.0,15001091.0,15001136.0,15111510.0,15111565.0,,15287009.0
3628,{00758626-9F2B-45A9-A161-6854B6D8CBA5},,15204120.0,15001148.0,15001148.0,15111533.0,,,15287009.0
3516,{DCDA8626-2652-4764-ABF9-F1D0051432E3},,15204121.0,15001135.0,15001136.0,15111533.0,,,15287009.0
3630,{C9A83FFC-4C9B-4291-AEE1-28B59BDD57EC},15257079.0,15204122.0,15001091.0,15001136.0,15111516.0,,,15287001.0
3631,{493F8B0F-020B-4996-BCE4-F683671CEF76},15257087.0,15204123.0,15001119.0,15001119.0,15111410.0,,,15287001.0
3652,{0C5B08CF-E451-4FB6-969E-E84A69932780},15257081.0,15204124.0,15001119.0,15001119.0,15111410.0,,,15287001.0
3660,{CEAF021C-6F42-4315-A4ED-311EDE80ACFE},15257076.0,15204125.0,15001119.0,15001119.0,15111410.0,,,15287001.0
3634,{29658D76-1F06-4F63-A06F-B5B830B1BA64},15257045.0,15204126.0,15001080.0,15001080.0,15111007.0,,,15285049.0
3635,{18A051CC-EBF7-4F2B-A67A-BC5B2936914C},15255340.0,15204127.0,15001070.0,15001075.0,15111017.0,,,15285040.0
3636,{7CE72A9E-A1A7-4F07-A4C7-807382A35C15},,15204130.0,15001086.0,15001087.0,15111277.0,15111186.0,15111132.0,15285049.0
3638,{FA72C39A-F7B4-4428-8F81-F7EF1E33A577},,15204132.0,15001093.0,15001119.0,15111391.0,15111410.0,15111443.0,15287002.0
3641,{66EB74A0-841F-41C7-BFF4-FAD56B58F421},,15204135.0,15001091.0,15001136.0,15111533.0,,,15287009.0
3642,{2EC75180-A6E4-4C14-B146-20D6DC075A29},,15204136.0,15001091.0,15001136.0,15111553.0,,,15287009.0
3445,{6260D130-CB74-48E2-860A-5700EE30F1B7},,15204137.0,15001091.0,15001136.0,15111626.0,15111636.0,,15287009.0
3644,{85DB25C6-C17C-4BCA-87DF-6C8740799EF3},15257023.0,15204138.0,15001083.0,15001083.0,15111203.0,15111380.0,,15285051.0
3645,{DADF74C7-EB23-4FED-9371-53502892BEFC},15257071.0,15204139.0,15001093.0,15001120.0,15111391.0,,,15287002.0
3646,{6E863634-A180-42E1-A7B4-F686B3F409FC},15257002.0,15204140.0,15001057.0,15001057.0,15111005.0,,,15285025.0
3647,{53AEB527-F7AB-42B3-BB4C-2CE23E521C0E},15257089.0,15204141.0,15001093.0,15001119.0,15111410.0,15111423.0,15111443.0,15287001.0
3659,{256C3ECF-33FB-4269-919E-F4F0CC2A1976},15257090.0,15204142.0,15001093.0,15001119.0,15111443.0,15111431.0,,15287001.0
3667,{B1B069D8-E935-417F-8789-6CA5BB8138F8},15257072.0,15204143.0,15001091.0,15001136.0,15111533.0,,,15287009.0
3650,{F87F38A2-9977-48A0-9120-3CEE6375024A},15257091.0,15204144.0,15001091.0,15001136.0,15111582.0,15111526.0,,15285001.0
5076,{01738862-C23F-40FC-A263-2926D831D04A},,15204145.0,15001084.0,15001086.0,15111303.0,,,15285052.0
5077,{14C53D38-1B2A-4A7E-AB7F-315B80E17C6B},,15204146.0,15001084.0,15001086.0,15111297.0,,,15285052.0
5078,{66384A68-E45A-41CC-A3EF-D310DF532750},15257095.0,15204147.0,15001084.0,15001086.0,15111214.0,,,15285049.0
5079,{22060AE7-34D7-438B-8956-9D9782399F18},,15204148.0,15001087.0,15001087.0,15111186.0,15111277.0,,15285049.0
5726,{3EFB65EC-DE9A-480F-9D15-082CC4338147},,15204149.0,15001084.0,15001084.0,15111277.0,,,15285052.0
5727,{4F70BE78-00CD-498C-9417-85EE6C91DE3C},,15204150.0,15001083.0,15001083.0,15111279.0,,,15285051.0
6337,{4AC9DCB9-03E8-48FD-AE0C-DA15726BF39A},,15204151.0,15001084.0,15001084.0,15111297.0,15111277.0,15111297.0,15285052.0
1138,{02A35C3F-079C-4CC7-B2E8-7338198A24CC},,15200567.0,15001025.0,15001025.0,15111044.0,15111132.0,15111028.0,15285010.0
1139,{9468AB36-002A-4103-B6CD-FFFAFF21FE05},15252099.0,15200568.0,15001025.0,15001025.0,15111061.0,15111031.0,,15285010.0
1140,{7799F924-6143-4151-BA4E-332EC8C2F4A8},,15200569.0,15001025.0,15001025.0,15111248.0,,,15285010.0
1141,{B8E6DA27-302A-4E54-8825-F442CC3D66B2},15252098.0,15200570.0,15001025.0,15001025.0,15111248.0,,,15285010.0
1142,{75D2218F-4CAD-43CB-B0FE-A536160BF71A},15252100.0,15200571.0,15001025.0,15001025.0,15111068.0,,,15285010.0
1143,{154877F9-505C-4E04-BA8F-2838F8165BCE},15252018.0,15200572.0,15001014.0,15001017.0,15111010.0,,,15285005.0
1144,{032925B3-9FD5-495B-B059-9771B742CCFE},,15200573.0,15001069.0,15001069.0,15111186.0,15111132.0,,15285039.0
1946,{DC660427-623C-4858-B5BD-A506000234A6},15251115.0,15200574.0,15001071.0,15001071.0,15111106.0,,,15285039.0
1947,{0C11346E-C0DD-4B80-A7A8-B37D003A30A3},15251228.0,15200575.0,15001076.0,15001076.0,15111132.0,15111221.0,,15285043.0
1948,{F5817E30-85B3-4CC7-8FAA-A0F4F5039D50},15251229.0,15200576.0,15001076.0,15001076.0,15111135.0,15111186.0,,15285043.0
1949,{5AA48662-5F73-4F31-891F-2BD27C0ACC59},15251230.0,15200577.0,15001077.0,15001077.0,15111115.0,15111142.0,,15285043.0
1950,{605CBAF4-8656-4954-9A40-FF8EA25559DB},15251231.0,15200578.0,15001077.0,15001077.0,15111132.0,15111221.0,,15285043.0
1951,{65551448-4235-4F72-A314-0F0F9736B227},15251232.0,15200579.0,15001078.0,15001078.0,15111115.0,,,15285043.0
1952,{6941FD66-725B-4705-960B-814D7AEFDE1C},15251233.0,15200580.0,15001078.0,15001078.0,15111196.0,15111132.0,,15285043.0
1953,{F4735998-8BCB-4E4A-8645-728E536B9848},15251234.0,15200581.0,15001079.0,15001079.0,15111102.0,15111135.0,,15285043.0
1954,{6EB16121-16A1-489E-BBDA-962B2A472B05},15251235.0,15200582.0,15001079.0,15001079.0,15111102.0,15111186.0,,15285043.0
1956,{40FA7C0E-F127-4740-AE71-8C48F34AC4D2},15251075.0,15200584.0,15001068.0,15001068.0,15111196.0,,,15285039.0
1958,{8240F0CE-5946-4483-B5ED-882D5BAF855D},15252147.0,15200585.0,15001034.0,15001034.0,15111053.0,15111037.0,,15285018.0
1957,{D04B5CB5-A8DD-4839-8089-AD2196E3E616},15252148.0,15200586.0,15001034.0,15001034.0,15111141.0,,,15285018.0
1959,{B4253F43-91EB-4936-A3C8-0E44D8A225EC},15252138.0,15200588.0,15001034.0,15001034.0,15111030.0,15111044.0,,15285018.0
