OBJECTID,DESCRIPTION,TREE_LEVEL
4915,Wallbach-Schotter,3.0
4916,Werthenstein-Schotter,3.0
4917,Willburg-Formation,3.0
1326,Münsingen-Schotterkomplex,1.0
1327,Alterswil-Schotter,2.0
1328,Karlsruhe-Schotter,2.0
1329,Chisetal-Schotter,2.0
1330,Grauholz-Schotter,2.0
1331,Trachslau-Schotter,2.0
1332,Bennau-Schotter,2.0
1333,Hütten-Schotter,2.0
3881,Bergsturzablagerungen von Sierre,2.0
3882,Bergsturzablagerungen von Chiètres,2.0
3883,Bergsturzablagerungen von Chessel-Noville,2.0
3884,Bergsturzablagerungen von Novalles-Vugelles,2.0
3885,Bergsturzablagerungen von Gwelber-Laui-Weid,2.0
3886,Bergsturzablagerungen von Castasegna,2.0
3887,Bergsturzablagerungen von Sogno,2.0
3888,Bergsturzablagerungen von Prapan,2.0
3889,Bergsturzablagerungen von Schaingels,2.0
3890,Bergsturzablagerungen von Mutta,2.0
3891,Bergsturzablagerungen von Brienz,2.0
3892,Bergsturzablagerungen von Flims,2.0
3893,Bergsturzablagerungen von Brüsis,2.0
3894,Bergsturzablagerungen vom Chapf,2.0
3895,Bergsturzablagerungen von Derborence,2.0
3896,Bergsturzablagerungen vom Drussetschawald,2.0
3897,Bergsturzablagerungen vom Delenwald,2.0
3898,Bergsturzablagerungen von Elm,2.0
3899,Bergsturzablagerungen von Goldau,2.0
3900,Bergsturzablagerungen von Iragell,2.0
3901,Bergsturzablagerungen vom Kernwald,2.0
3902,Bergsturzablagerungen von Triesenberg,2.0
1334,Schnabelsberg-Stauchotter,2.0
1335,Einsiedeln-Lehm,2.0
1336,Willisau-Schotter,2.0
1337,Wolhusen-Schotter,2.0
1338,Wiggen-Schotter,2.0
1339,Menzingen-Schotter,2.0
1340,La-Tuffière-Schotter,3.0
1341,Gontenschwil-Lehm,4.0
1342,Mooslerau-Lehm,4.0
1343,Triengen-Schotter,4.0
1344,Triengen-Lehm,4.0
1345,Sihl-Schotter,4.0
1346,Haselbach-Schotter,4.0
1347,Jonen-Schotter,4.0
1348,Aabach-Schotter,4.0
1349,Starrberg-Schotter,4.0
1350,Port-Stauschotter,4.0
1351,Rempen-Stauschotter,4.0
1352,Dagmersellen-Vorstoss,4.0
1353,Oftringen-Schotter,5.0
1354,Zelg-Schotter,2.0
1355,Forst-Schotter,2.0
1356,Raintal-Deltaschotter,2.0
1357,Kleinhöchstetten-Kies-Sand-Komplex,2.0
1358,Krauchthal-Schotter,2.0
1359,Brandflue-Schotter,2.0
1360,Küsnacht-Schotter,2.0
1361,Chatzenstrick-Schotter,2.0
1362,Rabennest-Schotter,2.0
1363,Ratengütsch-Schotter,2.0
1364,Scherenspitz-Schotter,2.0
1365,Walsenhaus-Schotter,2.0
1366,Richterswil-Seeton,2.0
1367,Schwanden-Schotter,2.0
1368,Reidbach-Schotter,2.0
1369,Zell-Schotterkomplex,2.0
1370,Gubel-Schotter,2.0
1371,Chälen-Schotter,2.0
1372,Chälen-Till,2.0
3903,Bonaduz-Formation,2.0
3904,Bonfol-Ton,3.0
3905,Bergsturzablagerungen von Tamins,2.0
3906,Informell benannte Bergsturzablagerungen,1.0
3907,Informell benannte künstliche Ablagerungen,1.0
3908,Künstliche Ablagerungen des Bahnhofs Brig,2.0
3909,Künstliche Ablagerungen Golar,2.0
3910,Künstliche Ablagerungen der Gamsenried-Deponie,2.0
3911,Künstliche Ablagerungen des Riedertals,2.0
3912,Informell benannte Sackungsmassen,1.0
3913,Sackungsmasse des Heinzenbergs,2.0
3914,Informell benannte fluviatile Schotter,1.0
3915,Schotter und Sand der Rhône,2.0
3916,Schotter und Sand der Vispa,2.0
3917,Informell benannter Bachschutt,1.0
3918,Bachschutt des Baltschiederbachs,2.0
3919,Bachschutt des Bietschbachs,2.0
3920,Bachschutt des Chelchbachs,2.0
3921,Bachschutt der Gamsa,2.0
3922,Bachschutt des Jolibachs,2.0
3923,Bachschutt der Lonza,2.0
3924,Bachschutt der Saltina,2.0
3925,Bachschutt der Vispa,2.0
3926,Bachschutt der Gürbe,2.0
3927,Bachschutt des Lombachs,2.0
3928,Pliozäne Ablagerungen,1.0
3929,Stockesee-Sediment,4.0
3930,Strätligen-Till,4.0
3931,Bärenholz-Till,4.0
3932,Wässerifluh-Formation,4.0
3933,Schlyffi-Till,3.0
3934,Brüggstutz-Schotter,3.0
3935,Guntelsei-Till,4.0
3936,Guntelsei-Schotter,3.0
8065,Schönenbuch-Schotter,2.0
8077,Lei-Schotter,5.0
8091,Tannboden-Schotter,2.0
1373,Sihlsprung-Schotter,2.0
1374,Kollbrunn-Schotter,2.0
1375,Walenberg-Schotter,2.0
1376,Ritteren-Schotterkomplex,2.0
1377,Vorholz-Schotter,3.0
1378,Gutsch-Schotter,3.0
1379,Junkerenwald-Schotter,3.0
1380,Chräjeloch-Schotter,3.0
1381,Butteberg-Schotter,3.0
1382,Höchi-Schotter,3.0
1383,Heitere-Schotter,3.0
1384,Holziken-Schotter,3.0
1385,Ruedertal-Schotter,3.0
1386,Bänkel-Schotter,3.0
1387,"Quartär, undifferenziert",1.0
1388,"Deckenschotter, undifferenziert",1.0
1389,Girenbad-Schotter,2.0
1390,Sagenbach-Schotter,2.0
1391,Schrotzburg-Schotter,2.0
1392,Schrotzburg-Till,2.0
1393,Bohlingen-Schotter,2.0
1394,Bannholz-Schotter,2.0
1395,Hungerbol-Schotter,2.0
1397,Chilchstapfen-Schotter,2.0
3937,Steghalden-Schotter,2.0
3938,Glütschtal-Formation,2.0
3939,Hahni-Schotter,2.0
7088,Zweidlen-Schotter,4.0
7089,Burgacher-Schotter,4.0
7090,Chatzenstig-Schotter,4.0
7091,Wasterkingen-Schotter,3.0
7093,Tubeschwanz-Schotter,3.0
7094,Weisweil-Schotter,3.0
7095,Paradiesgärtli-Schotter,3.0
7096,Stetten-Schotter,4.0
7104,Volken-Lehm,4.0
7105,Weiach-Schotter,5.0
7106,Rheinau-Till,4.0
7107,Ellikerholz-Formation,4.0
7108,Eggholz-Formation,4.0
7109,Bannhalden-Schotter,4.0
7111,Balm-Schotter,5.0
7112,Windlach-Till,4.0
7113,Südranden-Till,4.0
7114,Schlossbuck-Schotter,4.0
7116,Risibüel-Schotter,4.0
7118,"Schmerlet- und Toktri-Formation, undifferenziert",4.0
7119,"Niederterrassenschotter, tiefere Niveaus",2.0
7120,Hasli-Formation,3.0
7122,Bergsturzablagerung von Bargis,1.0
7123,Bergsturzablagerung von Fidaz,1.0
7124,Stadel-Till,4.0
7125,"Niederterrassenschotter, zweitoberste Terrasse",2.0
8099,Schlüsselgraben-Schotter,4.0
8114,Uetliberg-Lehm,
8115,Schotter der Thur,
8116,Schwarzwald-Schotter,2.0
8117,Neuenburg-Formation,3.0
8118,Hartheim-Member,4.0
8119,Nambsheim-Member,4.0
8120,Breisgau-Formation,1.0
8121,Balgau-Member,2.0
8122,Weinstetten-Member,2.0
8123,Iffezheim-Formation,1.0
8124,Mannheim-Formation,1.0
8125,Etzgen-Formation,3.0
8126,Niederuster-Schotter,4.0
8127,Pfungen-Formation,4.0
4918,Wilzigen-Seebodensedimente,2.0
4919,Rottal-Schotter,4.0
4920,Hagnau-Niveau,2.0
4921,Reusstal-Seebodensediment,2.0
4922,Wyna-Schotter,2.0
4923,Rickenbach-Schotter,2.0
4924,Ermensee-Schotter,2.0
4925,Rüdelwald-Schotter,5.0
4926,Ämmet-Schotter,2.0
4927,Homberg-Till,2.0
4928,Lindenberg-Till,2.0
4929,Heubeerihübel-Schotter,5.0
4930,Ritzhans-Schotter,3.0
4931,Unterdorf-Schotter,3.0
4932,Schönegg-Formation,3.0
4933,Säckingen-Schotter,3.0
4934,Bruderhäusle-Schotter,3.0
4935,Mumpf-Schotter,3.0
4936,Riedmatt-Schotter,3.0
4937,Beuggen-Schotter,3.0
4938,Feldhof-Schotter,3.0
4939,Spärgacher-Schotter,5.0
7436,Plaffeien-Seetone,3.0
7438,Plasselb-Stauschotter,4.0
5184,Wagenmoos-Till,2.0
5185,Niderstalden-Schotter,2.0
5186,Zulgtal-Schotter,2.0
5187,Spiez-Schotter,2.0
5188,Hahni-Till,2.0
5490,Bergsturzablagerung von Ralligen (im Thunersee),2.0
3582,Ofenloch-Karstfüllung,2.0
3583,Wurmsbach-Deltaablagerungen,4.0
3584,Oeschinensee-Bergsturzablagerungen,4.0
3585,Fisistock-Bergsturzablagerungen,4.0
3586,Bire-Bergsturzablagerungen,4.0
3587,Hasle-Schotter,4.0
3588,Fankhusgrabe-Schotter,4.0
3589,Rossgaden-Schotter,2.0
3590,Grundtal-Schotter,3.0
3591,Murg-Schieferkohle,3.0
3592,Oberricken-Schotter,2.0
3593,Haslentobel-Schotter,2.0
3594,Aatal-Seebodenlehm,2.0
3595,Eschenbach-Formation,2.0
3596,Oberkirch-Seebodenlehm,2.0
3597,Günterstall-Schotter,2.0
3598,Gublen-Schotter,2.0
3599,Unter-Buechwald-Schotter,2.0
3600,Regelstein-Till,2.0
3601,Halden-Seeablagerungen,2.0
3602,Schafbüel-Formation,2.0
3603,Unteres-Huttenbüel-Schotter,2.0
3604,Winden-Schieferkohle,2.0
3605,Tiefenwinkel-Seebodensedimente,2.0
3606,Uznach-Schieferkohle,2.0
4521,Ceppo,1.0
4522,Novazzano-Sand,2.0
4523,"Löss, undifferenziert",1.0
8042,Humbel-Schotter,2.0
8047,"Hochterrasse, unteres Niveau",2.0
8049,Birlibänz-Schotter,2.0
8053,Wentzwiller-Schotter,2.0
8054,Zurzach-Formation,2.0
8055,Bellevue-Schotter,2.0
3607,Embrach-Seeablagerungen,2.0
4569,Bergsturzablagerungen vom Stützwald,6.0
6763,"Niederterrassenschotter, oberste Terrasse",2.0
6764,"Tiefere Deckenschotter, unteres Niveau",2.0
6765,"Tiefere Deckenschotter, oberes Niveau",2.0
6766,Kunkels-Formation,1.0
6767,Alluvion von Ransun,1.0
6768,Rüdlingen-Till,4.0
6769,Niklaushalden-Formation,4.0
7087,Saxegrabe-Schotter,4.0
8128,Dättlikon-Stadium,4.0
8129,Dübendorf-Stadium,4.0
8130,Gfenn-Stadium,4.0
8131,Regensdorf-Stadium,4.0
8132,Seeb-Stadium,4.0
8133,Würenlos-Stadium,4.0
8134,Würenlos-Stand-I,5.0
8135,Würenlos-Stand-II,5.0
8136,Bülach-Stadium,4.0
8137,Bülach-Stand-I,5.0
8138,Bülach-Stand-II,5.0
8141,Stein-am-Rhein-Stand-II,5.0
8142,Stein-am-Rhein-Stand-III,5.0
8143,Zürich-Stadium,4.0
8145,Zürich-Stand-II,5.0
8147,Bremgarten-I,5.0
8148,Bremgarten-II,5.0
8150,Feuerthalen-Stadium,4.0
8151,Feuerthalen-Stand-I,5.0
8155,Hittnau-Seeablagerung,5.0
8156,Russikon-Seeablagerung,5.0
8157,Stetten-Stadium,4.0
8158,Stetten-Stand-I,5.0
8159,Stetten-Stand-II,5.0
8160,Diessenhofen-Stadium,4.0
8161,Mellingen-Stand,5.0
8162,Schaffhausen-Stadium,5.0
8163,Schaffhausen-Stand-I,6.0
8164,Schaffhausen-Stand-II,6.0
8165,Killwangen-Stadium,5.0
8166,"Lottstetten-, Kohlschwärze- und Zelgli-Vorstoss",4.0
8167,Grafschaft-Schotter,4.0
8168,"""Mittelterrasse""",2.0
8169,Stein-am-Rhein-Stadium,4.0
8170,"Hochterrasse, mittleres Niveau",2.0
8171,"Hochterrasse, oberes Niveau",2.0
8172,First-Schotter,2.0
8173,Helltobel-Schotter,2.0
8174,Lettenberg-Seesedimente,2.0
8175,Stein-am-Rhein-Stand-I,5.0
8176,Ursplen-Till,2.0
8177,Äntschberg-Schotter,2.0
8178,Oberrüti-Schotter,2.0
8179,Neerach-Schotter,2.0
8180,Bachs-Schotter,2.0
8181,Steighalden-Schotter,2.0
8182,Mühlbach-Formation,2.0
8183,Chilchberg-Schotter,2.0
8184,Frenkendorf-Schotter,2.0
8185,Birstal-Schotter,2.0
8186,Schlatt-Formation,3.0
8187,Illmensee-Formation,4.0
8188,Dietmanns-Formation,4.0
8189,Hasenweiler-Formation,4.0
8190,Haseltal-Formation,4.0
8191,"Birndorf-, Laufenburg- und Zeiningen-Vorstoss",4.0
8192,Chäppeli-Schotter,5.0
8193,Leuggern-Schotter,5.0
8194,Zelgli-Schotter,5.0
8195,Leibstadt-Schotter,5.0
8196,Dogern-Schotter,5.0
8197,Haldenacher-Schotter,5.0
8198,Allmendwald-Schotter,5.0
8199,Zürich-Stand-I,5.0
8200,Obersäckingen-Schotter,5.0
8201,Schulerholz-Formation,5.0
8202,Schachen-Formation,5.0
8203,Schmerlet-Formation,5.0
8204,Toktri-Formation,5.0
8205,Buchholz-Till,5.0
8206,Birndorf-Till,5.0
8207,Geissäcker-Schotter,4.0
8208,Bürgerwald-Schotter,4.0
8209,Hettenschwil-Schotter,4.0
8210,Moos-Schotter,4.0
8211,Bremgarten-Stadium,4.0
8212,Hundsbel-Schotter,4.0
8213,Laufenburg-Schotter,4.0
8214,Eilez-Schotter,4.0
8215,St.-Margarethen-Schotter,4.0
8216,Hegenheim-Schotter,4.0
8217,Blotzheim-Schotter,4.0
8218,Hardwald-Schotter,4.0
8219,Homberg-Schotter,4.0
8220,Rümlang-Schotter,4.0
8221,Äpelöö-Schotter,3.0
8222,Fehrental-Schotter,3.0
8223,Challeren-Schotter,3.0
8224,Ausserberg-Schotter,3.0
8225,Leibstadt-Till,5.0
8226,Buechli-Schotter,2.0
8227,Bächemoos-Schotter,2.0
8228,Aarberg-Schotter,2.0
8229,Singen-Stadium,4.0
8230,Etzwil-Schotter,2.0
8231,Ellenbühl-Schotter,2.0
8232,Kegelplatz-Schotter,2.0
8233,Einschlag-Schotter,2.0
8234,Lehacker-Schotter,2.0
8235,Letten-Schotter,2.0
8236,Schwörstadt-Schotter,2.0
8237,Steppberg-Schotter,2.0
8238,Bloseberg-Schotter,2.0
8239,Steinebol-Schotter,2.0
8240,Giebenach-Schotter,2.0
8241,Blözen-Schotter,2.0
8242,Rütihard-Schotter,2.0
8243,Bruederholz-Schotter,2.0
8244,Binningen-Schotter,2.0
8245,Allschwil-Schotter,2.0
8246,Buschwiller-Schotter,2.0
8247,Feuerthalen-Stand-II,5.0
8248,Hörndli-Schotter,2.0
8249,Acheberg-Schotter,2.0
8250,Mühleberg-Schotter,2.0
8251,Mandach-Schotter,2.0
8252,Duttenberg-Schotter,2.0
8253,Schlieren-Stadium,4.0
8254,Frauewald-Schotter,2.0
8255,Bolderen-Schotter,2.0
8256,Seiglisten-Schotter,2.0
8257,Geispel-Schotter,2.0
8259,Bäretswil-Seeablagerung,5.0
8278,Berchenwald-Schotter,2.0
501,"Ältere Ablagerungen, undifferenziert",1.0
502,Bersturzmasse von Selzach,2.0
503,Plateauschotter,2.0
504,La-Côte-Schotter,2.0
505,Hochterrasse,1.0
506,Gondiswil-Interglazial (Letztes Interglazial),2.0
507,Flurlingen-Quelltuff,3.0
508,Birrfeld- und Klettgau-Paläoböden,3.0
509,Klettgau-Schotter,2.0
510,Obere Klettgauschotter,3.0
511,Glazi-lakustrische Serie,3.0
512,Mittlere Klettgauschotter,3.0
513,Untere Klettgauschotter,3.0
514,Enge-Schotter,2.0
515,Attiswil-Schotter,2.0
516,Lommiswil-Schotter,3.0
517,Oensingen-Moos-Lehm,2.0
518,Berken-Schotter,2.0
519,Berken-Sand,2.0
520,Schwarzhäusern-Lehm,2.0
521,Käppelihof-Schotter,2.0
522,Aarburg-Schotter,2.0
523,Tuileries-Formation,2.0
524,Grandson-Formation,2.0
525,Poissine-Formation,2.0
526,Beringen-Eiszeit,2.0
527,Surbtal-Lehm,3.0
528,Surbtal-Till,3.0
529,Surbtal-Schotter,3.0
530,Fislisbach-Schotter,3.0
531,Entfelden-Schotter,3.0
532,Aarau-Schotter,3.0
533,Suhr-Schotter,3.0
534,Veltheim-Schotter,3.0
535,Stüsslingen-Schotter,3.0
536,Langwiesen-Vergletscherung,3.0
537,Langwiesen-Vorstoss,4.0
538,Schaffhausen-Schotter,5.0
3997,Undifferenzierte stratigraphische Einheit,2.0
3998,Undifferenzierte stratigraphische Einheit: Mesozoikum,3.0
3999,Undifferenzierte lithologische Einheit: Rhyolith,4.0
4000,Undifferenzierte lithologische Einheit: Grüngestein,3.0
4001,Undifferenzierte lithologische Einheit: Amphibolit,4.0
4002,Undifferenzierte lithologische Einheit: Quarzgang,4.0
4003,Undifferenzierte lithologische Einheit: Aplit,4.0
4004,Undifferenzierte lithologische Einheit: Pegmatit,4.0
4005,Undifferenzierte lithologische Einheit: Prasinit,4.0
4006,Undifferenzierte lithologische Einheit: Serpentinit,4.0
4007,Undifferenzierte lithologische Einheit: Mineralisierter Gang,3.0
4008,Undifferenzierte lithologische Einheit: Mikrogranit,4.0
4009,Undifferenzierte stratigraphische Einheit: Rhät,4.0
4010,Undifferenzierte lithologische Einheit: Biogener Kalkstein,4.0
1225,S-charl-Fm.: Sertig-Mb.,2.0
1226,S-charl-Fm.: Ravais-ch-Mb.,2.0
1227,Reiflingen-Fm.,2.0
1228,Ducan-Fm.,2.0
1229,Ducan-Fm.: Trochitendolomit,2.0
1230,Ducan-Fm.: Brachiopodenkalk,2.0
1231,Ducan-Fm.: Eisendolomit-Mb.,2.0
1232,Ducan-Fm.: Gracilis-Mb.,2.0
1233,Gutenstein-Fm.,2.0
1234,Reichenhall-Fm.,1.0
1235,Fuorn-Fm.,1.0
1236,Fuorn-Fm.: Punt-la-Drossa-Mb.,2.0
1237,Fuorn-Fm.: Pflanzenquarzit,2.0
1238,Fuorn-Fm.: Unterer Teil,2.0
1239,Ruina- und Chazfora-Fm.,1.0
1240,Chazforà-Fm.,2.0
1241,Chazforà-Fm.: Tuors-Mb.,3.0
1242,Chazforà-Fm.: Val-Püra-Mb.,3.0
1243,Präbichl-Fm.,1.0
1244,Ruina-Fm.,2.0
1245,Ruina-Fm.: Sandhubel-Mb.,3.0
1246,Ruina-Fm.: Bellaluna-Mb.,3.0
1321,Mönchalp-Augengneis,4.0
1322,Tschuggen-Augengneis,4.0
1323,Güstizia-Gneis,4.0
1324,Plasseggen-Augengneis,4.0
1325,Ostalpin: Trias,1.0
3747,Ostalpin: Dogger,1.0
3748,Ostalpin: Radiolarit-Aptychenkalk,1.0
3749,Ostalpin: Kreide,1.0
3750,Ostalpin: Lias,1.0
3751,Ostalpin: Grundgebirge,1.0
3752,Nair-Porphyroid,2.0
3753,Nair-Porphyroid: Lavatèra-Brekzie,2.0
3754,Varaina-Schiefer,2.0
3755,Sprenkel-Schiefer,2.0
3756,Fedoz-Gneiskomplex,1.0
3757,Fedoz-Metagabbro,3.0
3758,Maloja-Orthogneis,3.0
3759,Maloja-Gneiskomplex,1.0
3760,Ur-Brekzie,4.0
3761,Tschima-da-Flix-Granit,2.0
4526,Err-Granodiorit,4.0
4527,Ostalpin: Postvariszische Diabasgänge,2.0
4528,Flüela-Augengneis,4.0
4529,Dorfberg-Gneis,3.0
4530,Allgäu-Fm.: Alpisella-Mb.: Chaschauna-Brekzie,4.0
4531,Sesvenna-Augengneis,4.0
4532,Vaüglia-Granodiorit,3.0
4533,Mingèr-Fm.: Mora-Mb.: Döss-Radond-Vulkanite,5.0
4534,Augsten-Brekzie,2.0
4535,Piz-Trovat-Metarhyolith,2.0
4536,Sass-Queder-Metarhyolith,2.0
4537,La-Rösa-Orthogneis,4.0
4538,Carale-Schiefer,4.0
4539,Gosau-Gruppe,2.0
4540,Morteratsch-Serpentinit,4.0
4541,Forun-Augengneis,4.0
4542,Kesch-Augengneis,4.0
4543,Ostalpin: Prävariszisches polyzyklisches Grundgebirge,2.0
4544,Silvretta-Decke: Jüngere Orthogneise,3.0
4545,Silvretta-Decke: Ältere Orthogneise,3.0
4546,Val-Rude-Orthogneis,4.0
4547,Corvatsch-Granitkomplex: Corvatsch-Granodiorit,4.0
4548,Julier-Granodiorit,4.0
4549,Sasso-Rosso-Granodiorit,4.0
4550,Vallatscha-Fm.: Lavinèr-Brekzie,3.0
4551,Haupter-Brekzie,3.0
4552,Ostalpin: Postvariszische Vulkanite und Sedimente,1.0
4553,"Garone-, Vallatscha-,Prosanto- und Altein-Fm.",2.0
4554,Ostalpin: Variszische Intrusiva,2.0
4557,Ostalpin: Prävariszischer Orthogneis,3.0
4558,Ostalpin: Prävariszischer Paragneis,3.0
4559,Ostalpin: Prävariszische Grüngesteine,3.0
4560,Uglix-Plattenkalk,3.0
4561,Parait-Chavagl-Granit,4.0
4562,God-Drosa-Flysch: Clavadatsch-Brekzie,3.0
4563,Corno-di-Campo-Granodiorit,4.0
4564,Campocologno-Gabbro,4.0
4565,Celerina-Orthogneis,4.0
4566,Tonale-Schiefer,2.0
5180,Ostalpin: Raibl-Gr.: Gips,2.0
5181,Ostalpin: Raibl-Gr.: Rauwacke,2.0
5182,Arlberg-Fm.: Rifffazies,2.0
5183,Ducan- und S-charl-Fm.,1.0
5843,Ostalpin: Raibl-Gr.: Dolomit,2.0
5844,Ostalpin: Hauptdolomit-Gr.: bituminöser Dolomit,2.0
6442,Zentralschweizerische Klippen: Raibl-Gr.,2.0
1247,Dent-Blanche-Decke: Sedimentbedeckung,1.0
1248,Petit-Dolin-Kalkbrekzie,2.0
1249,Roisan-Cignana-Zone,1.0
1250,Arolla-Einheit,1.0
1251,Mont-Collon-Gabbro,3.0
1252,Arolla-Orthogneis,3.0
1253,Valpelline-Einheit,1.0
1254,Castel-di-Sotto-Ton,1.0
1255,Pontegana-Konglomerat,1.0
1256,Lombardischer Gompholith,1.0
1257,Lucino-Konglomerat,2.0
1258,Lucino-Konglomerat: Cagno-Sandstein,3.0
1259,Como-Konglomerat: Val-Grande-Sandstein,2.0
1260,Como-Konglomerat: Prestino-Pelite,2.0
1261,Como-Konglomerat,2.0
1262,Como-Konglomerat: Malnate-Sandstein,3.0
1263,Como-Konglomerat: Rio-dei-Gioghi-Pelite,3.0
1264,Chiasso-Fm.,2.0
1265,Chiasso-Fm: Villa-Olmo-Konglomerat,3.0
1266,Ternate-Fm.,1.0
1267,Brenno-Fm.,1.0
1268,Prella-Konglomerat,1.0
1269,Südalpin: Flysch,1.0
1270,Bergamo-Flysch,2.0
1271,Coldrerio-Flysch,2.0
1272,Torre-Konglomerat,2.0
1273,Varesotto-Flysch,2.0
1274,Scaglia Lombarda,1.0
1275,Scaglia Rossa Lombarda,2.0
1276,Scaglia Bianca Lombarda,2.0
1277,Scaglia Variegata Lombarda,2.0
1278,Maiolica Lombarda,1.0
1279,Selcifero Lombardo,1.0
1280,Selcifero Lombardo: Rosso ad Aptici,2.0
1140,Globorotalien-Sch.,1.0
1141,Quarzsandstein-Flysch,1.0
1142,Tristel-Fm.,1.0
1143,Fleckenkalk-Flysch,1.0
1144,Jes-Fm.,1.0
1145,Falknis-Brekzie,1.0
1146,Sanalada-Fm.,1.0
1147,Panier-Fm.,1.0
1148,Sulzfluh-Decke: Flysch,1.0
1149,Sulzfluh-Kalk,1.0
1150,Sulzfluh-Decke: Granit,1.0
1151,Tasna-Decke: Flysch,1.0
1152,Steinsberg-Kalk,1.0
1153,Plattamala-Granit,1.0
1154,Série Rousse,3.0
1155,Série Grise,3.0
1156,Garda-Bordon-Fm.,3.0
1157,Fêta-d'Août-Fm.,3.0
1158,Allalin-Metagabbro,3.0
1159,Arosa-Decke: Melange,1.0
1160,Verspala-Fm.,1.0
1161,Lavagna-Fm.,1.0
1162,Palombini-Fm.,1.0
1163,Arosa-Decke: Calpionellenkalk,1.0
1164,Arosa-Decke: Radiolarit,1.0
1165,Arosa-Decke: Ophiolith,1.0
927,Coulaytes-Melange: Buufal-Konglomerat,2.0
958,Sommant-Fm.: Langel-Mb.,3.0
1007,Pralet-Fm.: Obere Rauwacke,3.0
1008,Clôt-la-Cime-Fm.: Gips,3.0
1016,Brekzien-Decke: Couches-Rouges,2.0
1025,Brekzien-Decke: Trias: Rauwacke,2.0
1048,Manche-Fm.: Lamperehubel-Sandstein,2.0
1059,Perrières-Fm.: Gets-Ophiolith,2.0
1092,Piz-Terri-Lunschania: Obere Kalk- und Tonschiefer,2.0
1100,Piz-Terri-Lunschania: Gneisquarzit,1.0
1101,Piz-Terri-Lunschania: Untere Kalk- und Tonschiefer,2.0
1102,Aul-Marmor,1.0
1103,Piz-Terri-Lunschania: Dolomitbrekzie,1.0
1104,Grava-Decke: Gryphäenkalk,4.0
1105,Unterpenninikum: Trias,1.0
1106,Zervreila-Granitgneis,1.0
1107,Garenstock-Augengneis,1.0
1108,Salahorn-Fm.: Glimmerschiefer und Paragneis,1.0
1109,Adula-Decke: Amphibolit,1.0
1396,Zone Submédiane: Melange,1.0
1398,Zone Submédiane: Truche-Brekzie,2.0
1399,Zone Submédiane: Trom-Brekzie,2.0
1400,Zone Submédiane: Exergillod-Brekzie,2.0
1401,Zone Submédiane: Troublon-Kalk,2.0
1402,Zone Submédiane: Zünegg-Knollenkalk,2.0
1403,Zone Submédiane: Hauta-Crêtaz-Fm.,2.0
1404,Zone Submédiane: Pointe-de-l'Au-Brekzie,2.0
1405,Zone Submédiane: Bonaveau-Kalk,2.0
1406,Zone Submédiane: Sex-du-Tronc-Kalk,2.0
4011,Undifferenzierte lithologische Einheit: Rodingit,4.0
4012,Undifferenzierte lithologische Einheit: Saures Ganggestein,3.0
4013,Undifferenzierte lithologische Einheit: Basisches Ganggestein,3.0
4014,Undifferenzierte lithologische Einheit: Eklogit,4.0
4015,Undifferenzierte lithologische Einheit: Mylonit,4.0
4016,Undifferenzierte lithologische Einheit: Kalksilikatfels,4.0
4017,Undifferenzierte lithologische Einheit: Marmor,4.0
4018,Undifferenzierte lithologische Einheit: Sedimentäre Brekzie,4.0
4019,Undifferenzierte stratigraphische Einheit: Paläozoikum,3.0
4020,Undifferenzierte stratigraphische Einheit: Känozoikum,3.0
4021,Undifferenzierte lithologische Einheit: Ultramafisches Gestein,4.0
4323,Undifferenzierte lithologische Einheit: Verwitterter Fels,3.0
4324,Undifferenzierte lithologische Einheit: Ophikalzit,4.0
4325,Undifferenzierte lithologische Einheit: Talkschiefer,4.0
4326,Undifferenzierte lithologische Einheit: Mirkodiorit,4.0
1407,Zone Submédiane: Grand-Herba-Kalk,2.0
1408,Oudiou-Fm.,1.0
1409,Klippen-Decke: Malm,1.0
1410,Moléson-Fm.: Albeuve-Serie,3.0
1411,Sciernes-d'Albeuve-Fm.: Kummli-Sch.,2.0
1412,Klippen-Decke: Dogger,1.0
1413,Mytilus-Sch.: Col-de-Cordon-Mb.: Stockenflue-Kalk,4.0
1414,Sommant-Fm.: Mieussy-Mb.,3.0
1415,Klippen-Decke: Lias,1.0
1416,Klippen-Decke: Trias,1.0
1417,Pralet-Fm.,2.0
1418,Pralet-Fm.: Balmi-Mb.,3.0
1419,Wiriehorn-Fm.: Bodeflue-Mb.,3.0
1420,Wiriehorn-Fm.: Wildgrimmi-Mb.,3.0
1421,St-Triphon-Fm.: Dorchaux-Mb.: Untere Rauwacke,3.0
1422,Infrabrèche-Melange,1.0
1423,Wägital-Decke: Flysch,1.0
1424,Gurnigel-Decke: Flysch-5,2.0
1425,Voirons-Decke: Flysch,1.0
1426,Boëge-Mergel,2.0
1427,Vouan-Konglomerat,2.0
1428,Voirons-Sandstein,2.0
1431,Klippen-Decke: Couches-Rouges,2.0
1432,Simmen-Decke: Flysch,1.0
1433,Trepsen-Flysch,2.0
3693,Cocco-Gneis,2.0
3694,Verzasca-Gneis,1.0
3695,Vogorno-Gneis,1.0
3696,Ruscada-Gneis,2.0
3697,Mergoscia-Gneis,1.0
3698,Monte-Rosa-Orthogneis,3.0
3699,Arblatsch-Flysch,1.0
3700,Arblatsch-Flysch: Sandstein-dominierte Fazies,2.0
3701,Arblatsch-Flysch: Konglomerat-dominierte Fazies,3.0
