OBJECTID,DESCRIPTION,TREE_LEVEL
1490,Tavetsch-Decke: Prävariszisches polyzyklisches Grundgebirge,1.0
1491,Rueras-Gneiskomplex,2.0
1492,Aiguilles-Rouges-Massiv: Prä- und frühvariszische Sedimente und Vulkanite,1.0
1493,Vernayaz-Fm.: Salvan-Mb.: Au-d'Arbignon-Schiefer,3.0
1494,Vernayaz-Fm.: Salvan-Mb.: Dorénaz-Konglomerat,3.0
3608,Wildflysch,1.0
3609,Plaine-Morte-Melange,1.0
3610,Mättental-Melange,1.0
3611,Meilleret-Fm.: Höchst-Flysch,4.0
3612,Kiental-Melange,1.0
3613,Termen-Zone: Tonschiefer,3.0
3614,Termen-Zone: Kalkschiefer,3.0
3615,Nufenen-Zone: Knotenschiefer,3.0
3616,Nufenen-Zone: Sandstein,3.0
3617,Nufenen-Zone: Granatschiefer,3.0
3618,Stgir-Fm.: Unterer Teil,4.0
3619,Stgir-Fm.: Oberer Teil,4.0
3620,Inferno-Fm.: Oberer Teil: Runcaleida-Sch.,5.0
3621,Inferno-Fm.: Unterer Teil: Riein-Sch.,5.0
3622,Meierhof-Phyllit,3.0
3623,Waltensburg-Verrucano,3.0
3624,Ruinas Sandstein,3.0
3625,Niederhorn-Fm.: Hohgant-Sandstein: Berglikehle-Bk.,4.0
3626,Rossplatten-Diorit,2.0
3627,Schöllenen-Diorit,2.0
3628,Amden-Fm.: Leist-Mergel: Grotzen-Austernbank,4.0
3629,Tierwis-Fm.: Hurst-Mergel,3.0
3630,Helvetischer Kieselkalk: Palis-Bk.,3.0
3631,Öhrli-Fm.: Oberer-Öhrlikalk,3.0
3632,Öhrli-Fm.: Oberer-Öhrlimergel,3.0
3633,Öhrli-Fm.: Unterer-Öhrlikalk,3.0
3634,Spitzmeilen-Fm.: Oberer Teil,4.0
3635,Spitzmeilen-Fm.: Unterer Teil,4.0
3636,Spitzmeilen-Fm.: Basaler Teil,4.0
3637,Prodkamm-Fm.: Oberer Teil,4.0
3638,Prodkamm-Fm.: Mittlerer Teil,4.0
3639,Prodkamm-Fm.: Unterer Teil,4.0
3640,Sandpass-Fm.,3.0
3641,Sanetsch-Fm.: Diablerets-Mb.: Roc-Champion-Konglomerat,4.0
3642,Stad-Fm.: Spirstock-Mb.,3.0
3643,Seewen-Fm.: Roter-Seewer-Kalk,3.0
3644,Seewen-Fm.: Untere Götzis-Bk.,3.0
3645,Garschella-Fm.: Grünten-Mb.: Col-de-la-Plaine-Morte-Bk.,4.0
3646,Betlis-Fm.: Oberer Teil,3.0
3647,Betlis-Fm.: Unterer Teil,3.0
3648,Bommerstein-Fm.: Vättis-Brekzie,4.0
3649,Inferno-Fm.: Oberer Teil,4.0
3650,Inferno-Fm.: Mittlerer Teil,4.0
3651,Inferno-Fm.: Unterer Teil,4.0
3652,Sexmor-Fm.: Oberer Teil,4.0
3653,Sexmor-Fm.: Unterer Teil,4.0
3654,Prodkamm-Fm.: Unterer Teil: Leitoolith,5.0
3659,Stad-Fm.: Lochegg-Brekzie,3.0
3660,Zementstein-Fm.: Oberer Teil,3.0
3661,Zementstein-Fm.: Unterer Teil,3.0
3662,Bommerstein-Fm.: Glockhaus-Mb.: Roter Echinodermenkalk,5.0
3663,Bommerstein-Fm.: Glockhaus-Mb.: Obere Tonschiefer,5.0
3664,Bommerstein-Fm.: Glockhaus-Mb.,4.0
3665,Coroi-Fm.: Basaler Quarzit,3.0
3666,Röti-Fm.: Rauwacke,3.0
3667,Vieux-Emosson-Fm.: Col-du-Jorat-Mb.,3.0
3668,Quarten-Fm.: Equisetenschiefer,3.0
3669,Amden-Fm.: Leist-Mergel,3.0
3670,Amden Fm.: Leiboden-Mergel,3.0
3671,Covayes-Fm.,2.0
3672,Javrex-Fm.,2.0
3673,Javrex-Fm.: Mergelstein-Fazies,3.0
3674,Javrex-Fm.: Kalksandstein-Fazies,3.0
3675,Montsalvens-Kalkarenit,2.0
3677,Villarbeney-Fm.,2.0
3678,Villarbeney-Fm.: Veveyse-de-Châtel-Mb.,3.0
3679,Villarbeney-Fm.: Riondouneire-Mb.,3.0
3680,Jogne-Fm.,3.0
3681,Jogne-Fm.: Kalkbrekzie,4.0
3682,Jogne-Fm.: Vuavres-Mb.,4.0
3683,Jogne-Fm.: Planière-Mb.,4.0
3684,Bifé-Fm.,3.0
3685,Bifé-Fm.: Zementkalk,4.0
3686,Bifé-Fm.: Joux-Galez-Mb.,4.0
3687,Pereyre-Fm.,3.0
3688,Praz-Couquain-Fm.,3.0
3690,Gryonne-Fm.,3.0
3691,Praz-Couquain-Fm.: Taffon-Mb.,4.0
3692,Praz-Couquain-Fm.: Saix-Mb.,4.0
3940,Villarbeney-Fm.: Cergnement-Mb.,5.0
3941,Arveyes-Flysch,4.0
3942,Sex-Mort-Flysch,4.0
3943,Diechtergletscher-Fm.: Maasplanggstock-Metaandesit,5.0
3944,Dammagletscher-Diorit,4.0
3945,Gryonne-Fm.: Schiefrige Fazies,5.0
3946,Gryonne-Fm.: Kalkige Fazies,5.0
3947,Gryonne-Fm.: Basaler Teil,4.0
3948,Glarner-Verrucano: Tektonisierte Basis,5.0
3949,Chrüzlistock-Migmatit,4.0
3950,Piz-Cuolmet-Gneiskomplex,4.0
3951,Pulanera-Gneiskomplex,4.0
4316,Aiguilles-Rouges-Massiv: Spät- bis postvariszische Sedimente und Vulkanite,3.0
4318,Helvetikum: Variszisches Kristallin,2.0
4319,Helvetikum: Prävariszisches polyzyklisches Grundgebirge,2.0
4320,Helvetikum: Grundgebirge,2.0
4321,Catogne-Gneiskomplex,4.0
4322,Grépillons-Leukogranit,4.0
3,Pfänder-Fm.: Tannenberg-Sch.,3.0
4,Pfänder-Fm.,3.0
5,Napf-Fm.,3.0
6,Napf-Fm.: Eimätteli-Mb.: Blapbach-Kohlehorizont,4.0
7,Napf-Fm.: Eimätteli-Mb.,4.0
8,Schüpferegg-Nagelfluh,3.0
9,OSM-II,3.0
10,Hegau-Vulkanite,2.0
11,Höwenegg-Basalt,3.0
12,Hohenwiel-Phonolith,3.0
13,Hegau-Tuffit,3.0
14,Hörnli-Fm.: Hörnligipfel-Nagelfluh,5.0
15,Hörnli-Fm.: Hörnligubel-Mergel: Höchegg-Brekzie,6.0
16,Hörnli-Fm.: Hörnligubel-Mergel,5.0
17,Hörnli-Fm.: Tösswald-Mb.,5.0
18,Öhningen-Fm.: Bischofszell-Bentonit,4.0
19,Hörnli-Fm.: Mergelstein-dominierte Fazies,5.0
20,Hörnli-Fm.: Krinau-Mb.,5.0
21,OSM-II: Glimmersand-Fazies,4.0
22,Zürich-Fm.: Fellitobel-Süsswasserkalk,4.0
23,Uetliberg-Fm.,4.0
24,Uetliberg-Fm.: Uetliberggipfel-Nagelfluh,5.0
25,Uetliberg-Fm.: Uetliberg-Mergel,5.0
26,Pfannenstiel-Fm.: Falätschen-Mergel,5.0
27,Pfannenstiel-Fm.,4.0
1512,Dinkelberg-Fm.: Rötton: Arenicolites-Bk.,5.0
1513,Dinkelberg-Fm.: Diagonalschichtiger Sandstein,4.0
1514,Schinznach-Fm.: Leutschenberg-Mb.,4.0
1515,Schlächtenhaus-Granit,2.0
1516,Steinatal-Gneiskomplex,3.0
1517,Schinznach-Fm.: Asp-Mb.: Grenzdolomit,5.0
1518,Schinznach-Fm.: Asp-Mb.: Estherien-Sch.,5.0
1519,Hangende-Bankkalke-Fm.,3.0
1520,Zementmergel-Fm.,3.0
1521,Liegende-Bankkalke-Fm.,3.0
1522,Obere-Felsenkalke-Fm.,3.0
1523,Untere-Felsenkalke-Fm.,3.0
1524,Lacunosamergel-Fm.,3.0
1525,Oberjura-Massenkalk-Fm.,3.0
1526,Oberjura-Massenkalk-Fm.: Lochen-Sbf.,4.0
1527,Wohlgeschichtete-Kalke-Fm.,4.0
1528,Impressamergel-Fm.,3.0
1529,Ornatenton-Fm.,3.0
1530,Ornatenton-Fm.: Glaukonitsandmergel-Sbf.,4.0
1531,Ornatenton-Fm.: Glaukonitsandmergel-Sbf.: Grenzkalk,5.0
1532,Ornatenton-Fm.: Macrocephalenoolith-Sbf.,4.0
1533,Wutach-Fm.,3.0
1534,Variansmergel-Fm.,3.0
1535,Dentalienton-Fm.,3.0
1536,Hamitenton-Fm.,3.0
1537,Hamitenton-Fm.: Parkinsonioolith-Sbf.,4.0
1538,Gosheim-Fm.,3.0
1539,Gosheim-Fm.: Blagdeni-Sbf.,4.0
1540,Gosheim-Fm.: Humphriesioolith-Sbf.,4.0
1541,Wedelsandstein-Fm.,3.0
1542,Wedelsandstein-Fm.: Blaukalk-Sbf.,4.0
1543,Murchisonaeoolith-Fm.,3.0
1544,Achdorf-Fm.,3.0
1545,Tannenwald-Sch.,3.0
1546,Schüpferegg-Nagelfluh: Gabelspitz-Sch.,4.0
1547,Schüpferegg-Nagelfluh: Schallenberg-Mergel,4.0
1548,Schüpferegg-Nagelfluh: Seli-Nagelfluh,4.0
1549,Brand-Herrentisch-Tuffit,5.0
1550,Wangen-Tuffit,5.0
1551,Hohenolber-Tuffit,5.0
1552,Eichbol-Tuffit,5.0
1553,Öhningen-Fm.,4.0
1554,Öhningen-Fm.: Öhningen-Süsswasserkalk,5.0
1555,Öhningen-Fm.: Ramschwag-Nagelfluh,5.0
1556,Hörnli-Fm.: Seerücken-Tuffit,5.0
1557,Meilen-Fm.,4.0
1558,Meilen-Fm.: Wulp-Rotzone,5.0
1559,Käpfnach-Fm.,4.0
1560,OSM-J: Juranagelfluh: Mergel-dominierte Fazies,6.0
1561,Golat-Süsswasserkalk,4.0
1562,Belpberg-Fm.: Fossilreicher Horizont,5.0
1563,Fm. der Granitischen Molasse: Hombach-Mb.,5.0
1564,Homberg-Fm.,3.0
1565,Gäbris-Nagelfluh,4.0
1566,Gäbris-Nagelfluh: Gstaldenbach-Mb.,5.0
1567,Gäbris-Nagelfluh: Heiden-Mb.,5.0
1568,Gäbris-Nagelfluh: Klusbach-Mb.,5.0
1569,Gäbris-Nagelfluh: Eggen-Mb.,5.0
1570,Gäbris-Sulzbach: Sulzbach-Mb.,5.0
1571,Gäbris-Sulzbach: Sulzbach-Mb.: Kalknagelfluh,6.0
1572,Kronberg-Nagelfluh: Pfingstboden-Mb.,5.0
1573,Kronberg-Nagelfluh: Hochfläschli-Mb.,5.0
1574,Kronberg-Nagelfluh: Ennetbühl-Mb.,5.0
1575,Kronberg-Nagelfluh: Hochalp-Mb.,5.0
1576,Kronberg-Nagelfluh: Krummenau-Mb.,5.0
1577,USM-J: Ältere Juranagelfluh,4.0
1578,Gitzischöpf-Nagelfluh,4.0
1579,Honegg-Mergel,4.0
1580,Honegg-Mergel: Kaltbach-Nagelfluh,5.0
1581,Thun-Fm.: Hünibach-Nagelfluh,5.0
1582,Losenegg-Fm.,4.0
1583,Homberg-Fm.: Schwändibach-Nagelfluh,4.0
1584,Uerscheli-Fm.,4.0
1611,OSM-J: Mittlere Juranagelfluh,4.0
1612,OSM-J: Albstein,4.0
1613,Grimmelfingen-Fm.: Graupensand-Fazies,4.0
1614,OSM-J: Heliciden-Mergel,4.0
1615,Haldenhof-Mergel,4.0
1616,OMM-J,3.0
1617,Tenniken-Muschelagglomerat,4.0
1618,OMM-II: Turritellen-Kalk,4.0
1619,Randen-Grobkalk,4.0
1620,Péry-Sandstein,4.0
1621,Les-Bayards-Juranagelfluh,5.0
1622,Günsberg- und Vellerat-Fm.,4.0
3561,Ornatenton-Fm.: Ancepsoolith-Sbf.,4.0
3562,Jurensismergel-Fm.,3.0
3563,Posidonienschiefer-Fm.,3.0
3564,Amaltheenton-Fm.,3.0
3565,Numismalismergel-Fm.,3.0
3566,Obtususton-Fm.,3.0
3567,Arietenkalk-Fm.,3.0
3568,Angulatenton-Fm.,3.0
3569,Psilonotenton-Fm.,3.0
3571,Etiollets-Fm.: Tabalcon-Kalk,3.0
3572,Bonneville-Sandstein,4.0
3573,Montauban-Mergel,4.0
3575,Mornex-Nagelfluh,3.0
3576,USM-III bis OSM-I,2.0
3577,Uetliberg-Fm.: Loorenkopf-Nagelfluh,5.0
3578,Grand-Essert-Fm: Neuchâtel-Mb.: Oberer Teil,4.0
3579,Grand-Essert-Fm: Neuchâtel-Mb.: Unterer Teil,4.0
3580,Chambotte-Fm.: Oberer Teil,4.0
3581,Chambotte-Fm.: Unterer Teil,4.0
7430,Schwarzwald-Massiv: Grundgebirge,1.0
7431,Schwarzwald-Massiv: Variszische Intrusiva,2.0
4364,USM-I: Untere Bunte Molasse: Mümliswil-Süsswasserkalk,5.0
4587,Luzern-Fm.: Limnischer Horizont,5.0
4588,Molasse Rouge des Jurasüdfusses: Dardagny-Sandstein,6.0
4855,Napf-Fm.: Konglomerat-dominierte Fazies,5.0
4856,Napf-Fm.: Sandstein-Mergelstein-dominierte Fazies,5.0
4857,Le-Locle-Fm.,4.0
4858,Le-Locle-Fm.: Le-Verger Mb.,5.0
4859,Le-Locle-Fm.: Combe-Girard Mb.,5.0
4860,Crêt-du-Locle-Fm.,4.0
4861,Crêt-du-Locle-Fm.: Mergelfazies,5.0
4862,St.-Gallen-Fm.: Gitzigrabe-Grobsandstein,5.0
4863,Trois-Rods-Süsswasserkalk,6.0
4864,Champ-Vuillerat-Süsswasserkalk,4.0
4865,Napf-Fm.: Wolhusen-Bentonit,5.0
4866,OSM-II: Gitzitobel-Süsswasserkalk,5.0
4867,OSM-II: Wissenbach-Süsswasserkalk,5.0
4868,OSM-II: Altbach-Süsswasserkalk,5.0
4869,OSM-II: Tröleten-Süsswasserkalk,5.0
4870,OSM-II: Tschöplihof-Süsswasserkalk,5.0
5189,Lienegg-Fm.,3.0
1585,Uerscheli-Fm.: Bumbach-Nagelfluh,5.0
1586,USM-I: Untere Bunte Molasse: Kalksandstein,4.0
1587,Gérignoz-Fm.,4.0
1588,Speer-Fm.: Leuenfall-Nagelfluh,5.0
1589,Speer-Fm.: Wintersberg-Mb.,5.0
1590,Speer-Fm.: Ebnat-Mb.,5.0
1591,Speer-Fm.: Ebnat-Mb.: Rütiberg-Kalksandstein,6.0
1592,Rigi-Fm.: Bunte Rigi-Nagelfluh: Pfiffegg-Nagelfluh,5.0
1593,Weggis-Fm.,4.0
1594,Weggis-Fm.: Kännelegg-Nagelfluh,5.0
1595,Molasse Rouge des Jurasüdfusses,5.0
1596,Molasse Rouge des Jurasüdfusses: Mathod-Sandstein,6.0
1597,Molasse Rouge des Jurasüdfusses: Goumoëns-Sandstein,6.0
1598,Molasse Rouge de Vevey,5.0
1599,Molasse Rouge de Monthey,5.0
1600,Grindelegg-Fm.,4.0
1601,Grès et Marnes Gris à Gypse: Tillerée-Sch.,5.0
1602,Grès et Marnes Gris à Gypse: Süsswasserkalke und Dolomite,5.0
1603,Oltingue-Kalkarenit,5.0
1604,Vaulruz-Fm.,3.0
1605,Hilfern-Fm.: Unter-Lochsiti-Nagelfluh,5.0
1606,Hilfern-Fm.: Flühli-Nagelfluh,5.0
1607,St.-Gallen-Fm.: Mergelstein-dominierte Fazies,5.0
1608,Fm. der Granitischen Molasse: Marbach-Mb.,5.0
1610,USM-I: Untere Bunte Molasse,5.0
28,Zürich-Fm.,4.0
29,Zürich-Fm.: Leimbach-Bentonit,5.0
30,Zürich-Fm.: Rütschlibach-Riedhof-Süsswasserkalk,5.0
31,Zürich-Fm.: Winterthur-Bentonit,5.0
32,Zürich-Fm.: Aeugstertal-Bentonit,5.0
33,Zürich-Fm.: Äntlisberg-Doldertobel-Süsswasserkalk,5.0
34,Zürich-Fm.: Wehrenbach-Höckler-Süsswasserkalk,5.0
35,Meilen-Fm.: Küsnacht-Bentonit,5.0
36,Meilen-Fm.: Urdorf-Bentonit,5.0
37,Appenzellergranit-Leitniveau,3.0
38,Appenzellergranit-Leitniveau: Abtwil-Konglomerat,4.0
39,Appenzellergranit-Leitniveau: Hüllistein-Konglomerat,4.0
40,Appenzellergranit-Leitniveau: Degersheim-Kalknagelfluh,4.0
41,Appenzellergranit-Leitniveau: Meilen-Kalk,4.0
42,OSM-I,3.0
43,Lichtensteig-Fm.,4.0
44,Hörnli-Fm.,4.0
45,Guggershorn-Fm.,4.0
46,Käpfnach-Fm.: Horgen-Süsswasserkalk,5.0
47,OSM-J,3.0
49,Bois-de-Raube-Fm.,4.0
55,OSM-J: Juranagelfluh,4.0
61,Le-Locle-Fm.: Combe-Girard Mb.: Combe-Girard-Bentonit,6.0
62,Vermes-Süsswasserkalk,4.0
63,Crêt-du-Locle-Fm.: Gompholitfazies,5.0
64,OMM (Obere Meeresmolasse),2.0
65,OMM-II,3.0
78,St.-Gallen-Fm.,4.0
85,St.-Gallen-Fm.: Staffelbach-Grobsandstein,5.0
88,OMM-I,3.0
98,Luzern-Fm.,4.0
99,Luzern-Fm.: Safenwil-Muschelsandstein,5.0
101,USM (Untere Süsswassermolasse),2.0
102,Höhronen-Nagelfluh,4.0
103,Kronberg-Nagelfluh,4.0
124,Cornalle-Sandstein,4.0
125,Mont-Pèlerin-Nagelfluh,4.0
104,Speer-Fm.,4.0
105,Thun-Fm.,4.0
106,Thun-Fm.: Gunten-Quarzitnagelfluh,5.0
107,Rigi-Fm.,4.0
108,Rigi-Fm.: Scheidegg-Nagelfluh,4.0
109,Rigi-Fm.: Bunte Rigi-Nagelfluh,5.0
110,Rigi-Fm.: Radiolaritreiche Nagelfluh,5.0
111,USM-III,3.0
112,Sommersberg-Nagelfluh,4.0
113,Sommersberg-Nagelfluh: Brendenbach-Mergel,4.0
114,USM-II,3.0
115,Fm. der Granitischen Molasse,4.0
116,Fm. der Granitischen Molasse: Oberaquitane Mergelzone,5.0
118,Lausanne-Fm.,4.0
119,Lausanne-Fm.: Bois-Genoud-Bentonit,5.0
120,Lausanne-Fm.: Cuarny-Sandstein,5.0
121,USM-I,3.0
122,Grès et Marnes Gris à Gypse,4.0
123,Molasse à Charbon,4.0
126,Molasse Rouge,4.0
127,Heuboden-Äschitannen-Nagelfluh,3.0
128,Beichlen-Fm.,4.0
129,USM-J,3.0
130,USM-J: La-Chaux-Süsswasserkalk,4.0
133,Elsässer Molasse,4.0
134,Elsässer Molasse: Delémont-Süsswasserkalk,5.0
137,Elsässer Molasse: Matzendorf-Süsswasserkalk,5.0
138,Elsässer Molasse: Oensingen-Süsswasserkalk,5.0
136,Elsässer Molasse: Wynau-Süsswasserkalk,5.0
139,UMM (Untere Meeresmolasse),2.0
140,UMM-III,3.0
141,Horw-Sandstein,4.0
142,UMM-II,3.0
143,Grisigen-Mergel,4.0
144,UMM-I,3.0
145,Cucloz-Fm.,4.0
146,Cucloz-Fm.: Cucloz-Sandstein,5.0
147,Cucloz-Fm.: Marnes gris-souris,5.0
148,Cucloz-Fm.: Schistes marno-micacés,5.0
149,Hilfern-Fm.,4.0
150,Rietbad-Fm.,4.0
151,Jordisboden-Mergel,5.0
152,Goldegg-Sandstein,5.0
153,UMM-J,3.0
156,UMM-J: Septarienton,4.0
157,UMM-J: Fischschiefer,4.0
158,UMM-J: Foraminiferenmergel,4.0
159,UMM-J: Meeressand,4.0
155,UMM-J: Cyathulabank,5.0
154,UMM-J: Cyrenenmergel,4.0
167,Porrentruy-Konglomerat,5.0
163,Rossemaison-Fm.: Süsswasserkalk,3.0
160,Ajoie-Gompholit,5.0
135,Tüllingen-Süsswasserkalk,5.0
292,Hauptogenstein: Oberer Teil,4.0
304,Hauptogenstein: Unterer Teil,4.0
301,Hauptrogenstein: Calcaire roux marneux,5.0
50,Bois-de-Raube-Fm.: Ajoie-Mb.,5.0
52,Bois-de-Raube-Fm.: Bois-de-Raube-Mb.,5.0
54,Bois-de-Raube-Fm.: Montchaibeux-Mb.,5.0
169,Daubrée-Konglomerat,2.0
48,Wanderblock-Bildungen,2.0
66,OMM-II: Geröllsande,4.0
67,OMM-II: Polymikte Nagelfluh,4.0
89,OMM-I: Muschelsandstein,4.0
90,OMM-I: Graue Molasse,4.0
170,Daubrée-Konglomerat: Süsswasserkalk,3.0
161,USM: Basale Süsswassermolasse,4.0
56,Laufen-Juranagelfluh,5.0
57,Basler Juranagelfluh,5.0
58,Aargauer Juranagelfluh,5.0
68,Jensberg-Fm.,4.0
69,Jensberg-Fm.: Rebhubel-Sch.,5.0
70,Niedermatt-Fm.,4.0
71,Belpberg-Fm.,4.0
72,Kalchstätten-Fm.: Pfadflüe-Nagelfluh,5.0
73,Belpberg-Fm.: Sädel-Kalknagelfluh,5.0
74,Belpberg-Fm.: Utzigen-Muschelsandstein,5.0
75,Belpberg-Fm.: Ulmiz-Quarzitnagelfluh,5.0
76,Belpberg-Fm.: Bütschelbach-Nagelfluh,5.0
77,Kalchstätten-Fm.,4.0
80,St.-Gallen-Fm.: Freudenberg-Nagelfluh,5.0
81,St.-Gallen-Fm.: Goldbrunnen-Sch.,5.0
82,St.-Gallen-Fm.: Dreilinden-Nagelfluh,5.0
83,St.-Gallen-Fm.: Obere Grenznagelfluh,5.0
86,Kirchberg-Fm.,4.0
87,Grimmelfingen-Fm.,4.0
91,Chnebelburg-Fm.,4.0
92,Chnebelburg-Fm.: Meinisberg-Muschelsandstein,5.0
93,Chnebelburg-Fm.: Brüttelen-Grobsandstein,5.0
94,Sense-Fm.,4.0
95,Sense-Fm.: Montécu-Sch.,5.0
96,Sense-Fm.: Molière-Muschelsandstein,5.0
97,Sense-Fm.: Scherli-Nagelfluh,5.0
164,Grilly-Süsswasserkalk,6.0
165,Orbe-Süsswasserkalk,6.0
166,USM: Basale Süsswassermolasse: Krustenkalk,5.0
117,Gümmenen-Fm.,4.0
131,USM-II: Obere Bunte Molasse,4.0
171,Oberdorf-Süsswasserkalk,2.0
79,St.-Gallen-Fm.: Limnischer Horizont,5.0
84,OMM-II: Quarzitnagelfluh,5.0
100,Luzern-Fm.: Basales Konglomerat,5.0
179,Perte-du-Rhône-Fm.: Poncin-Mb.,3.0
181,Perte-du-Rhône-Fm.: Mussel-Mb.: Vraconne-Sandstein,4.0
182,Perte-du-Rhône-Fm.: Mussel-Mb.: La-Presta-Mergel,4.0
183,Perte-du-Rhône-Fm.: Mussel-Mb.: Vernettes-Sandstein,4.0
184,Perte-du-Rhône-Fm.: Mussel-Mb.: Ponthoud-Bk.,4.0
185,Perte-du-Rhône-Fm.: Mussel-Mb.: Scie-Besse-Sandstein,4.0
187,Perte-du-Rhône-Fm.: Fulie-Mb.: Mortier-Mergel,4.0
188,Perte-du-Rhône-Fm.: Fulie-Mb.: Vauglène-Bk.,4.0
189,Perte-du-Rhône-Fm.: Fulie-Mb.: Poet-Bk.,4.0
1495,Rossemaison-Fm.: Courcelon-Süsswasserkalk,3.0
1496,Erzmatt-Krustenkalk,2.0
1497,Diegten-Süsswasserkalk,2.0
1498,La-Verrerie-Süsswasserkalk,2.0
1499,La-Charrue-Süsswasserkalk,2.0
1500,Vuache-Fm.: Astieria-Mergel,3.0
1501,Vuache-Fm.: Villers-Sch.,3.0
1502,Pierre-Châtel-Fm.: Unité Moyenne Calcaire,4.0
1503,Pierre-Châtel-Fm.: Unité Inférieure Oolithique,4.0
1506,Etiollets-Fm.: Complexe récifal: Landaize-Kalk,5.0
1507,Balsthal-Fm.: Holzflue-Mb.: Balmberg-Oolith,6.0
1508,Balsthal-Fm.: Laufen-Mb.: Hautes-Roches-Algenkalk,6.0
1509,Balsthal-Fm.: Laufen-Mb.: Akzessorische Mumienbänke,6.0
1510,Vellerat-Fm.: Röschenz-Mb.: Brauner Oolith,7.0
1511,Kaiseraugst-Fm.: Wellendolomit: Bleiglanz-Bk.,5.0
7749,Euthal- und Bürgen-Fm.,2.0
7737,Amden- und Wang-Fm.,2.0
7741,Seewen- und Amden-Fm.,2.0
7742,Betlis- bis Schrattenkalk-Fm.,2.0
7743,Öhrli- bis Schrattenkalk-Fm.,2.0
7744,Bommerstein-Fm.: Basisbildungen,5.0
7745,Öhrli- und Betlis-Fm.,2.0
7746,Erzegg-Fm.: Grenzschicht,4.0
7747,Spitzmeilen-Fm.: Bränd-Brekzie,4.0
7748,Infralias-Sandstein,1.0
8061,Nufenen-Zone: Phyllitische Trias,2.0
8139,Nufenen-Zone: Karbonatische Trias,2.0
8140,Nufenen-Zone: Karbonatische Trias: Kalkmarmor,3.0
8074,Nufenen-Zone: Karbonatische Trias: Dolomit,3.0
8082,Nufenen-Zone: Karbonatische Trias: Rauwacke,3.0
8093,Nufenen-Zone: Quarzitische Trias,2.0
8144,Urseren-Garvera-Zone: Malm,2.0
8288,Urseren-Garvera-Zone: Dogger,2.0
8146,Urseren-Garvera-Zone: Lias,2.0
8264,Urseren-Garvera-Zone: Oberer Lias,3.0
1018,Bonave-Fm.,1.0
1019,Obere Brekzie,1.0
1020,Obere Schiefer,1.0
1021,Untere Brekzie,1.0
1022,Untere Schiefer,1.0
1023,Untere Schiefer: Untere Kalke,2.0
1024,Brekzien-Decke:Trias,1.0
1026,Gurnigel-Decke: Flysch,1.0
1027,Gurnigel-Decke: Flysch-4,2.0
1028,Gurnigel-Decke: Flysch-3b,2.0
1029,Gurnigel-Decke: Flysch-3a,3.0
1030,Gurnigel-Decke: Flysch-2b,2.0
1031,Gurnigel-Decke: Flysch-2a,3.0
1032,Hellstätt-Fm.,2.0
1033,Schlieren-Decke: Flysch,1.0
1034,Schlieren-Sandstein,2.0
1035,Schoni-Sandstein,2.0
1036,Schoni-Sandstein: Oberer Tonstein,3.0
1037,Guber-Sandstein,2.0
1038,Guber-Sandstein: Unterer Tonstein,3.0
1039,Schlieren-Decke: Basaler Flysch,2.0
1040,Estavannens-Fm.,1.0
1041,Reidigen-Fm.,1.0
1042,Biot-Fm.,1.0
1043,Chétillon-Fm.,1.0
1044,Rodomonts-Fm.,1.0
1045,Rodomonts-Fm.: Mocausa-Nagelfluh,2.0
1046,Tissota-Melange,1.0
1051,Tissota-Melange: Gueyraz-Komplex,2.0
1049,Manche-Fm.: Weissenburg-Flysch,2.0
1047,Manche-Fm.,1.0
1050,Fouyet-Fm.,1.0
1052,Tissota-Melange: Gueyraz-Komplex: Foraminiferenschichten,3.0
1053,Tissota-Melange: Gueyraz-Komplex: Aptychenkalk,3.0
1054,Tissota-Melange: Gueyraz-Komplex: Radiolarit,3.0
1055,Tissota-Melange: Gueyraz-Komplex: Filamentkalk,3.0
1056,Tissota-Melange: Gueyraz-Komplex: Spatkalk,3.0
1057,Hundsrügg-Fm.,1.0
1058,Perrières-Fm.,1.0
1060,Rhenodanubischer Flysch,1.0
1061,Vorarlberg-Flysch,2.0
1062,Fanola-Fm.,3.0
1063,Planknerbrücke-Fm.,3.0
1064,Planken-Fm.,3.0
1065,Reiselsberg-Fm.,3.0
1066,Reiselsberg-Fm.: Basaler Teil,4.0
1067,Liechtenstein-Flysch,2.0
1068,Triesen-Fm.,3.0
1069,Vaduz-Flysch,3.0
1070,Eichholztobel-Fm.,4.0
1071,Schloss-Fm.,4.0
1072,Gaschlo-Fm.,4.0
1073,Leimern-Sch.: Kalkige-Fazies,2.0
1074,Pierre-Avoi-Melange,1.0
1075,St-Christophe-Fm.,2.0
1076,Marmontains-Fm.,2.0
1077,Aroley-Fm.,2.0
1078,Ferret-Schiefer: Peula-Sch.,2.0
1079,Versoyen-Sch.,2.0
1080,Prättigau-Schiefer,1.0
1081,Ruchberg-Fm.,2.0
1082,Oberälpli-Fm.,2.0
1083,Eggberg-Fm.,2.0
1084,Gyrenspitz-Fm.,2.0
1085,Fadura-Fm.,2.0
1086,Pfävigrat-Fm.,2.0
1087,Sassauna-Fm.,2.0
1088,Valzeina-Fm.,2.0
1089,Klus-Fm.,2.0
1090,Stätzerhorn-Fm.,1.0
1091,Stätzerhorn-Fm.: Basaler Konglomerat,2.0
1093,Carnusa-Fm.,2.0
1094,Nolla-Kalkschiefer: Safien-Kalk,3.0
1095,Nolla-Kalkschiefer,2.0
